study_name,questionnaire_name,answer_list,value,label_de,label,answer_list_name
soep-is,soep-is-2011,q165e2,3,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,q165e2
soep-is,soep-is-2011,q165e2,4,"Angestellter mit qualifizierter Tätigkeit (z.B. Sachbearbeiter, Buchhalter oder technischer Zeichner)","Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)",q165e2
soep-is,soep-is-2011,q165e2,5,"Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter)","Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)",q165e2
soep-is,soep-is-2011,q165e2,6,"Angestellter mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände)","Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)",q165e2
soep-is,soep-is-2011,q165e2,9,Keine Angabe,No answer,q165e2
soep-is,soep-is-2011,q165f2,1,Einfacher Dienst,Lower level,q165f2
soep-is,soep-is-2011,q165f2,2,Mittlerer Dienst,Middle level,q165f2
soep-is,soep-is-2011,q165f2,3,Gehobener Dienst,Upper level,q165f2
soep-is,soep-is-2011,q165f2,4,Höherer Dienst,Executive level,q165f2
soep-is,soep-is-2011,q165f2,-2,Keine Angabe,No answer,q165f2
soep-is,soep-is-2011,q166,1,"Nein, ganz sicher nicht","No, definitely not",q166
soep-is,soep-is-2011,q166,2,Eher unwahrscheinlich,Probably not,q166
soep-is,soep-is-2011,q166,3,Wahrscheinlich,Probably,q166
soep-is,soep-is-2011,q166,4,Ganz sicher,Definitely,q166
soep-is,soep-is-2011,q166,-2,Keine Angabe,No answer,q166
soep-is,soep-is-2011,q167,1,Ja,Yes,q167
soep-is,soep-is-2011,q167,2,Nein,No,q167
soep-is,soep-is-2011,q167,-2,Keine Angabe,No answer,q167
soep-is,soep-is-2011,q168,1,Ja,Yes,q168
soep-is,soep-is-2011,q168,2,Nein,No,q168
soep-is,soep-is-2011,q168,-2,Keine Angabe,No answer,q168
soep-is,soep-is-2011,q169,10,10%,10%,q169
soep-is,soep-is-2011,q169,20,20%,20%,q169
soep-is,soep-is-2011,q169,30,30%,30%,q169
soep-is,soep-is-2011,q169,40,40%,40%,q169
soep-is,soep-is-2011,q169,50,50%,50%,q169
soep-is,soep-is-2011,q169,60,60%,60%,q169
soep-is,soep-is-2011,q169,70,70%,70%,q169
soep-is,soep-is-2011,q169,80,80%,80%,q169
soep-is,soep-is-2011,q169,90,90%,90%,q169
soep-is,soep-is-2011,q169,100,100%,100%,q169
soep-is,soep-is-2011,q169,-2,Keine Angabe,No answer,q169
soep-is,soep-is-2011,q170,1,Ja,Yes,q170
soep-is,soep-is-2011,q170,2,Nein,No,q170
soep-is,soep-is-2011,q170,-2,Keine Angabe,No answer,q170
soep-is,soep-is-2011,q1701,1,Ja,Yes,q1701
soep-is,soep-is-2011,q1701,2,Nein,No,q1701
soep-is,soep-is-2011,q1701,9,Keine Angabe,No answer,q1701
soep-is,soep-is-2011,q1702,1,Finanzielle Gründe,Financial reasons,q1702
soep-is,soep-is-2011,q1702,2,Andere Gründe,Other reasons,q1702
soep-is,soep-is-2011,q1702,3,Keine Angabe,No answer,q1702
soep-is,soep-is-2011,q171,1,Habe erstmals in meinem Leben eine Erwerbstätigkeit aufgenommen,I started working for the first time in my life,q171
soep-is,soep-is-2011,q171,2,Bin nach einer Unterbrechung jetzt wieder zum früheren Arbeitgeber zurückgekehrt,I returned to a previous employer after a break in employment,q171
soep-is,soep-is-2011,q171,3,Habe eine Stelle bei einem neuen Arbeitgeber angetreten (bei Zeitarbeitnehmern: einschl. Tätigkeit in einem Entleihbetrieb),I started a new job with a different employer (for temporary workers this includes working in a temporary job),q171
soep-is,soep-is-2011,q171,4,Bin vom Betrieb übernommen worden (war vorher dort in Ausbildung / in ABM / oder als freier Mitarbeiter tätig),I was hired by the company (in which I previously worked as an apprentice / in a job creation measure (ABM) / on a freelance basis),q171
soep-is,soep-is-2011,q171,5,Habe innerhalb des Unternehmens die Stelle gewechselt,I changed positions within the same company,q171
soep-is,soep-is-2011,q171,6,Habe eine neue Tätigkeit als Selbständiger aufgenommen,I became self-employed,q171
soep-is,soep-is-2011,q171,-2,Keine Angabe,No answer,q171
soep-is,soep-is-2011,q173,1,Ja,Yes,q173
soep-is,soep-is-2011,q173,2,Nein,No,q173
soep-is,soep-is-2011,q173,-2,Keine Angabe,No answer,q173
soep-is,soep-is-2011,q175,1,"Arbeiter, auch in der Landwirtschaft","Blue-collar worker (Arbeiter), including those working in agriculture",q175
soep-is,soep-is-2011,q175,2,Angestellte,White-collar worker (Angestellte),q175
soep-is,soep-is-2011,q175,3,"Selbständige, einschl. mithelfende Familienangehörige",Self-employed (also: Working for a self-employed relative),q175
soep-is,soep-is-2011,q175,4,"Beamte, einschließlich Richter und Berufssoldaten","Civil servant, including judges and professional soldiers",q175
soep-is,soep-is-2011,q175,5,Auszubildende und Praktikanten,Apprentice / trainee / intern,q175
soep-is,soep-is-2011,q175,-2,Keine Angabe,No answer,q175
soep-is,soep-is-2011,q176,1,Ja,Yes,q176
soep-is,soep-is-2011,q176,2,Nein,No,q176
soep-is,soep-is-2011,q176,-2,Keine Angabe,No answer,q176
soep-is,soep-is-2011,q177,1,Ungelernte Arbeiter,Unskilled worker (ungelernt),q177
soep-is,soep-is-2011,q177,2,Angelernte Arbeiter,Semi-skilled worker (angelernt),q177
soep-is,soep-is-2011,q177,3,Gelernte und Facharbeiter,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),q177
soep-is,soep-is-2011,q177,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman (Vorarbeiter / Kolonnenführer),q177
soep-is,soep-is-2011,q177,5,"Meister, Polier",Master craftsperson (Meister / Polierer),q177
soep-is,soep-is-2011,q177,-2,Keine Angabe,No answer,q177
soep-is,soep-is-2011,q178,1,Industrie- und Werkmeister im Angestelltenverhältnis,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",q178
soep-is,soep-is-2011,q178,2,Angestellter mit einfacher Tätigkeit ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,q178
soep-is,soep-is-2011,q178,3,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,q178
soep-is,soep-is-2011,q178,4,"Angestellter mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner","Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)",q178
soep-is,soep-is-2011,q178,5,"Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter","Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)",q178
soep-is,soep-is-2011,q178,6,"Angestellter mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände","Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)",q178
soep-is,soep-is-2011,q178,-2,Keine Angabe,No answer,q178
soep-is,soep-is-2011,q18,1,Hauptmieter,Main tenant,q18
soep-is,soep-is-2011,q18,2,Untermieter,Subtenant,q18
soep-is,soep-is-2011,q18,3,Eigentümer,Owner,q18
soep-is,soep-is-2011,q18,4,[Heimbewohner],[Home residents],q18
soep-is,soep-is-2011,q180,1,Auszubildende im gewerblich-technischen Bereich,Apprentice / trainee in industry of technology,q180
soep-is,soep-is-2011,q180,2,Auszubildende im kaufmännischen Bereich,Apprentice / trainee in trade and commerce,q180
soep-is,soep-is-2011,q180,3,"Volontäre, Praktikanten u.ähnliches","Volunteer, intern, etc",q180
soep-is,soep-is-2011,q180,-2,Keine Angabe,No answer,q180
soep-is,soep-is-2011,q182,1,Ja,Yes,q182
soep-is,soep-is-2011,q182,2,Nein,No,q182
soep-is,soep-is-2011,q182,-2,Keine Angabe,No answer,q182
soep-is,soep-is-2011,q183,1,Unbefristetes Arbeitsverhältnis,Permanent contract,q183
soep-is,soep-is-2011,q183,2,Befristetes Arbeitsverhältnis,Fixed-term contract,q183
soep-is,soep-is-2011,q183,-2,Keine Angabe,No answer,q183
soep-is,soep-is-2011,q184,1,Unter 5 Beschäftigte,fewer than 5 Â employees,q184
soep-is,soep-is-2011,q184,2,5 bis 10 Beschäftigte,5-10 employees,q184
soep-is,soep-is-2011,q184,3,11 bis unter 20 Beschäftigte,11-19 employees,q184
soep-is,soep-is-2011,q184,4,20 bis unter 100 Beschäftigte,20-99 employeesÂ ,q184
soep-is,soep-is-2011,q184,5,100 bis unter 200 Beschäftigte,100-199 employees,q184
soep-is,soep-is-2011,q184,6,200 bis unter 2000 Beschäftigte,"200-1,999 employees",q184
soep-is,soep-is-2011,q184,7,2000 und mehr Beschäftigte,2000 or more employees,q184
soep-is,soep-is-2011,q184,-2,Keine Angabe,No answer,q184
soep-is,soep-is-2011,q18801,1,"Nein, nie","No, never",q18801
soep-is,soep-is-2011,q18801,2,"Ja, und zwar täglich",Every day,q18801
soep-is,soep-is-2011,q18801,3,"Ja, und zwar mehrmals in der Woche",Several times per week,q18801
soep-is,soep-is-2011,q18801,4,"Ja, und zwar wochenweise (Wechselschicht)",For a week at a time (alternating shifts),q18801
soep-is,soep-is-2011,q18801,5,"Ja, und zwar seltener, nur bei Bedarf","Less often, only when needed",q18801
soep-is,soep-is-2011,q18801,-2,Keine Angabe,No answer,q18801
soep-is,soep-is-2011,q18802,1,"Nein, nie","No, never",q18802
soep-is,soep-is-2011,q18802,2,"Ja, und zwar jede Woche",Every week,q18802
soep-is,soep-is-2011,q18802,3,"Ja, und zwar alle zwei Wochen",Every other week,q18802
soep-is,soep-is-2011,q18802,4,"Ja, und zwar alle drei bis vier Wochen",Every 3-4 weeks,q18802
soep-is,soep-is-2011,q18802,5,"Ja, und zwar seltener",Less often,q18802
soep-is,soep-is-2011,q18802,-2,Keine Angabe,No answer,q18802
soep-is,soep-is-2011,q189,1,Ja,Yes,q189
soep-is,soep-is-2011,q189,2,Nein,No,q189
soep-is,soep-is-2011,q189,-2,Keine Angabe,No answer,q189
soep-is,soep-is-2011,q190,1,Täglich,Daily,q190
soep-is,soep-is-2011,q190,2,Wöchentlich,Weekly,q190
soep-is,soep-is-2011,q190,3,Seltener,Less often,q190
soep-is,soep-is-2011,q190,-2,Keine Angabe,No answer,q190
soep-is,soep-is-2011,q193,1,Ja,Yes,q193
soep-is,soep-is-2011,q193,2,Nein,No,q193
soep-is,soep-is-2011,q193,-2,Keine Angabe,No answer,q193
soep-is,soep-is-2011,q195,1,Ja,Yes,q195
soep-is,soep-is-2011,q195,2,Nein,No,q195
soep-is,soep-is-2011,q195,-2,Keine Angabe,No answer,q195
soep-is,soep-is-2011,q198,1,Stimme gar nicht zu,Strongly disagree,q198
soep-is,soep-is-2011,q198,2,Stimme eher nicht zu,Disagree,q198
soep-is,soep-is-2011,q198,3,Stimme eher zu,Agree,q198
soep-is,soep-is-2011,q198,4,Stimme voll zu,Strongly agree,q198
soep-is,soep-is-2011,q198,-2,Keine Angabe,No answer,q198
soep-is,soep-is-2011,q199,1,Ja,Yes,q199
soep-is,soep-is-2011,q199,2,Nein,No,q199
soep-is,soep-is-2011,q199,-2,Keine Angabe,No answer,q199
soep-is,soep-is-2011,q20,1,Ja,Yes,q20
soep-is,soep-is-2011,q20,2,Nein,No,q20
soep-is,soep-is-2011,q200,1,Gar nicht,Not at all,q200
soep-is,soep-is-2011,q200,2,Mäßig,Not much,q200
soep-is,soep-is-2011,q200,3,Stark,A bit,q200
soep-is,soep-is-2011,q200,4,Sehr stark,A lot,q200
soep-is,soep-is-2011,q200,-2,Keine Angabe,No answer,q200
soep-is,soep-is-2011,q201,1,Ja,Yes,q201
soep-is,soep-is-2011,q201,2,Nein,No,q201
soep-is,soep-is-2011,q201,-2,Keine Angabe,No answer,q201
soep-is,soep-is-2011,q202,1,Gar nicht,Not at all,q202
soep-is,soep-is-2011,q202,2,Mäßig,Not much,q202
soep-is,soep-is-2011,q202,3,Stark,A bit,q202
soep-is,soep-is-2011,q202,4,Sehr stark,A lot,q202
soep-is,soep-is-2011,q202,-2,Keine Angabe,No answer,q202
soep-is,soep-is-2011,q203,1,Stimme überhaupt nicht zu,Completely disagree,q203
soep-is,soep-is-2011,q203,2,Stimme eher nicht zu,Rather disagree,q203
soep-is,soep-is-2011,q203,3,Stimme weder zu noch lehne ich ab,Neither agree nor disagree,q203
soep-is,soep-is-2011,q203,4,Stimme eher zu,Rather agree,q203
soep-is,soep-is-2011,q203,5,Stimme voll und ganz zu,Completely agree,q203
soep-is,soep-is-2011,q203,-1,Keine Angabe,No answer,q203
soep-is,soep-is-2011,q204,1,Stimme überhaupt nicht zu,Completely disagree,q204
soep-is,soep-is-2011,q204,2,Stimme eher nicht zu,Rather disagree,q204
soep-is,soep-is-2011,q204,3,Stimme weder zu noch lehne ich ab,Neither agree nor disagree,q204
soep-is,soep-is-2011,q204,4,Stimme eher zu,Rather agree,q204
soep-is,soep-is-2011,q204,5,Stimme voll und ganz zu,Completely agree,q204
soep-is,soep-is-2011,q204,6,Weiß nicht,Don't know,q204
soep-is,soep-is-2011,q204,-1,Keine Angabe,No answer,q204
soep-is,soep-is-2011,q206,1,Ja,Yes,q206
soep-is,soep-is-2011,q206,2,Nein,No,q206
soep-is,soep-is-2011,q206,-2,Keine Angabe,No answer,q206
soep-is,soep-is-2011,q208,1,Ja,Yes,q208
soep-is,soep-is-2011,q208,2,Nein,No,q208
soep-is,soep-is-2011,q208,-2,Keine Angabe,No answer,q208
soep-is,soep-is-2011,q209,1,Keinen Schulabschluss,None,q209
soep-is,soep-is-2011,q209,2,Volks- oder Hauptschulabschluss; 8. Klasse POS,Lower track (Volksschule / Hauptschule / 8th grade GDR),q209
soep-is,soep-is-2011,q209,3,"Mittlere Reife, Realschulabschluss; DDR: 10. Klasse POS",Intermediate track (Mittlere Reife / Realschule / 10th grade GDR),q209
soep-is,soep-is-2011,q209,4,"Abitur, Hochschulreife; EOS",Upper track (Abitur / Hochschulreife / EOS),q209
soep-is,soep-is-2011,q209,5,Anderen Schulabschluss,Other type of school,q209
soep-is,soep-is-2011,q209,6,Weiß nicht,Don't know,q209
soep-is,soep-is-2011,q209,-2,Keine Angabe,No answer,q209
soep-is,soep-is-2011,q21,1,"Ja, ganz enthalten","Yes, completely included",q21
soep-is,soep-is-2011,q21,2,"Ja, teilweise enthalten","Yes, partially included",q21
soep-is,soep-is-2011,q21,3,Nein,No,q21
soep-is,soep-is-2011,q21,4,Weiß nicht,Don't know,q21
soep-is,soep-is-2011,q21,-1,Keine Angabe,No answer,q21
soep-is,soep-is-2011,q210,1,"Ja, berufliche Ausbildung","Yes, vocational training",q210
soep-is,soep-is-2011,q210,2,"Ja, Hochschulstudium","Yes, university degree",q210
soep-is,soep-is-2011,q210,3,"Nein, keine abgeschlossene Ausbildung","No, he did not complete training or a university degree",q210
soep-is,soep-is-2011,q210,4,Weiß nicht,Don't know,q210
soep-is,soep-is-2011,q210,-2,Keine Angabe,No answer,q210
soep-is,soep-is-2011,q211,1,"Arbeiter, auch in der Landwirtschaft","Blue-collar worker, also in agriculture",q211
soep-is,soep-is-2011,q211,2,Angestellter,White-collar worker,q211
soep-is,soep-is-2011,q211,3,Beamter einschließlich Richter und Berufssoldat,Civil servant or public administration employee (including judges and professional soldiers),q211
soep-is,soep-is-2011,q211,4,Selbständiger beziehungsweise mithelfender Familienangehöriger,Self-employed (also those working for a self-employed family member),q211
soep-is,soep-is-2011,q211,5,War nicht erwerbstätig,Was not employed,q211
soep-is,soep-is-2011,q211,6,War verstorben,Was deceased,q211
soep-is,soep-is-2011,q211,7,Weiß nicht,Don't know,q211
soep-is,soep-is-2011,q211,-2,Keine Angabe,No answer,q211
soep-is,soep-is-2011,q212,1,Ungelernte Arbeiter,Unskilled worker (ungelernt),q212
soep-is,soep-is-2011,q212,2,Angelernte Arbeiter,Semi-skilled worker (angelernt),q212
soep-is,soep-is-2011,q212,3,Gelernte und Facharbeiter,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),q212
soep-is,soep-is-2011,q212,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman (Vorarbeiter / Kolonnenführer),q212
soep-is,soep-is-2011,q212,5,"Meister, Polier",Master craftsperson (Meister / Polierer),q212
soep-is,soep-is-2011,q212,6,Weiß nicht,Don't know,q212
soep-is,soep-is-2011,q212,-2,Keine Angabe,No answer,q212
soep-is,soep-is-2011,q213,1,Industrie- und Werkmeister im Angestelltenverhältnis,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",q213
soep-is,soep-is-2011,q213,2,Angestellter mit einfacher Tätigkeit ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,q213
soep-is,soep-is-2011,q213,3,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,q213
soep-is,soep-is-2011,q213,4,"Angestellter mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner","Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)",q213
soep-is,soep-is-2011,q213,5,"Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter","Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)",q213
soep-is,soep-is-2011,q213,6,"Angestellter mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände","Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)",q213
soep-is,soep-is-2011,q213,7,Weiß nicht,Don't know,q213
soep-is,soep-is-2011,q213,-2,Keine Angabe,No answer,q213
soep-is,soep-is-2011,q214,1,Einfacher Dienst,Lower level,q214
soep-is,soep-is-2011,q214,2,Mittlerer Dienst,Middle level,q214
soep-is,soep-is-2011,q214,3,Gehobener Dienst,Upper level,q214
soep-is,soep-is-2011,q214,4,Höherer Dienst,Executive level,q214
soep-is,soep-is-2011,q214,5,Weiß nicht,Don't know,q214
soep-is,soep-is-2011,q214,-2,Keine Angabe,No answer,q214
soep-is,soep-is-2011,q215,1,Selbständiger Landwirt ohne Beschäftigte,Self-employed farmer without employees,q215
soep-is,soep-is-2011,q215,2,Selbständiger Landwirt mit Beschäftigte,Self-employed farmer with employees,q215
soep-is,soep-is-2011,q215,3,"Freie Berufe, selbständiger Akademiker ohne Beschäftigte",Freelance professional or academic without employees,q215
soep-is,soep-is-2011,q215,4,"Freie Berufe, selbständiger Akademiker mit Beschäftigte",Freelance professional or academic with employees,q215
soep-is,soep-is-2011,q215,5,Sonstige Selbständiger ohne Beschäftigte,Other self-employed professional without employees,q215
soep-is,soep-is-2011,q215,6,Sonstige Selbständiger mit Beschäftigte,Other self-employed professional with employees,q215
soep-is,soep-is-2011,q215,7,Mithelfender Familienangehöriger,Assisting self-employed family member,q215
soep-is,soep-is-2011,q215,8,Weiß nicht,Don't know,q215
soep-is,soep-is-2011,q215,-2,Keine Angabe,No answer,q215
soep-is,soep-is-2011,q217,1,Ja,Yes,q217
soep-is,soep-is-2011,q217,2,Nein,No,q217
soep-is,soep-is-2011,q217,-2,Keine Angabe,No answer,q217
soep-is,soep-is-2011,q219,1,Ja,Yes,q219
soep-is,soep-is-2011,q219,2,Nein,No,q219
soep-is,soep-is-2011,q219,-2,Keine Angabe,No answer,q219
soep-is,soep-is-2011,q220,1,Keinen Schulabschluss,None,q220
soep-is,soep-is-2011,q220,2,Volks- oder Hauptschulabschluss; 8. Klasse POS,Lower track (Volksschule / Hauptschule / 8th grade GDR),q220
soep-is,soep-is-2011,q220,3,"Mittlere Reife, Realschulabschluss; DDR: 10. Klasse POS",Intermediate track (Mittlere Reife / Realschule / 10th grade GDR),q220
soep-is,soep-is-2011,q220,4,"Abitur, Hochschulreife; EOS",Upper track (Abitur / Hochschulreife / EOS),q220
soep-is,soep-is-2011,q220,5,Anderen Schulabschluss,Other type of school,q220
soep-is,soep-is-2011,q220,6,Weiß nicht,Don't know,q220
soep-is,soep-is-2011,q220,-2,Keine Angabe,No answer,q220
soep-is,soep-is-2011,q221,1,"Ja, berufliche Ausbildung","Yes, vocational training",q221
soep-is,soep-is-2011,q221,2,"Ja, Hochschulstudium","Yes, university degree",q221
soep-is,soep-is-2011,q221,3,"Nein, keine abgeschlossene Ausbildung","No, he did not complete training or a university degree",q221
soep-is,soep-is-2011,q221,4,Weiß nicht,Don't know,q221
soep-is,soep-is-2011,q221,-2,Keine Angabe,No answer,q221
soep-is,soep-is-2011,q222,1,"Arbeiterin, auch in der Landwirtschaft","Blue-collar worker, also in agriculture",q222
