study,questionnaire,answer_list,value,label_de,label
soep-is,soep-is-2011,52+41,7,Sonstige Schule,Other
soep-is,soep-is-2011,52+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,53+41,1,1 Trifft überhaupt nicht zu,1  Absolutly does not apply
soep-is,soep-is-2011,53+41,2,2,2
soep-is,soep-is-2011,53+41,3,3,3
soep-is,soep-is-2011,53+41,4,4,4
soep-is,soep-is-2011,53+41,5,5,5
soep-is,soep-is-2011,53+41,6,6,6
soep-is,soep-is-2011,53+41,7,7 Trifft voll zu,7  Fully applies
soep-is,soep-is-2011,53+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,54+16,1,1 überhaupt nicht,1= Not at all
soep-is,soep-is-2011,54+16,2,2,2
soep-is,soep-is-2011,54+16,3,3,3
soep-is,soep-is-2011,54+16,4,4,4
soep-is,soep-is-2011,54+16,5,5,5
soep-is,soep-is-2011,54+16,6,6,6
soep-is,soep-is-2011,54+16,7,7 Voll und ganz,7= Fully
soep-is,soep-is-2011,54+16,-1,Keine Angabe,No answer
soep-is,soep-is-2011,55+16,1,1 Ausgeschlossen,1= Excluded
soep-is,soep-is-2011,55+16,2,2,2
soep-is,soep-is-2011,55+16,3,3,3
soep-is,soep-is-2011,55+16,4,4,4
soep-is,soep-is-2011,55+16,5,5,5
soep-is,soep-is-2011,55+16,6,6,6
soep-is,soep-is-2011,55+16,7,7 Ganz sicher,7= Absolutely sure
soep-is,soep-is-2011,55+16,8,Abschluß schon erworben,Already acquired degree
soep-is,soep-is-2011,55+16,-1,Keine Angabe,No answer
soep-is,soep-is-2011,56+,1,Test jetzt starten,Start test now
soep-is,soep-is-2011,56+,2,"Test nicht durchführen, weil","Do not perform test, because"
soep-is,soep-is-2011,57+,1,sehr gut,Very good
soep-is,soep-is-2011,57+,2,gut,Good
soep-is,soep-is-2011,57+,3,befriedigend,Satisfactory
soep-is,soep-is-2011,57+,4,ausreichend,Sufficient
soep-is,soep-is-2011,57+,5,mangelhaft,Poor/Fail
soep-is,soep-is-2011,57+,6,ungenügend,Very poor/ Fail
soep-is,soep-is-2011,58+,1,"ja, und zwar","Yes, in fact"
soep-is,soep-is-2011,58+,2,nein,No
soep-is,soep-is-2011,59+16,0,0 Trifft überhaupt nicht zu,0 Does not apply at all
soep-is,soep-is-2011,59+16,1,1,1
soep-is,soep-is-2011,59+16,2,2,2
soep-is,soep-is-2011,59+16,3,3,3
soep-is,soep-is-2011,59+16,4,4,4
soep-is,soep-is-2011,59+16,5,5 Trifft voll und ganz zu,5 Fully applies
soep-is,soep-is-2011,59+16,-1,Keine Angabe,No answer
soep-is,soep-is-2011,6+,1,vor 1919,Before 1919
soep-is,soep-is-2011,6+,2,1919 bis 1948,1919 to 1948
soep-is,soep-is-2011,6+,3,1949 bis 1971,1949 to 1971
soep-is,soep-is-2011,6+,4,1972 bis 1980,1972 to 1980
soep-is,soep-is-2011,6+,5,1981 bis 1990,1981 to 1990
soep-is,soep-is-2011,6+,6,1991 bis 2000,1991 to 2000
soep-is,soep-is-2011,6+,7,2001 und später,2001 and later
soep-is,soep-is-2011,6+,9,Keine Angabe,No answer
soep-is,soep-is-2011,60+16,1,"Ja, Mutterschutz","Yes, maternity leave"
soep-is,soep-is-2011,60+16,2,"Ja, Elternzeit","Yes, parental leave"
soep-is,soep-is-2011,60+16,3,Nein,No
soep-is,soep-is-2011,60+16,-1,Keine Angabe,No answer
soep-is,soep-is-2011,61+41,1,Ja,Yes
soep-is,soep-is-2011,61+41,2,"Nein, noch keinen Abschluss, gehe noch zur Schule","No, I haven't graduated yet, I'm still in school"
soep-is,soep-is-2011,61+41,3,"Nein, Schule ohne Abschluss verlassen","No, left school without graduation"
soep-is,soep-is-2011,61+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,62+16,1,In einem Bundesland der Bundesrepublik Deutschland?,In a federal state of the Federal Republic of Germany?
soep-is,soep-is-2011,62+16,2,In der DDR?,In GDR?
soep-is,soep-is-2011,62+16,3,In einem anderen Land?,In another country
soep-is,soep-is-2011,62+16,-1,Keine Angabe,No answer
soep-is,soep-is-2011,63+16,2,Volksschul-/ Hauptschulabschluss,"Secondary general school leaving certificate (""Hauptschulabschluss"")"
soep-is,soep-is-2011,63+16,3,Mittlere Reife / Realschulabschluss,"Intermediate school leaving certificate (""Mittlere Reife"", ""Realschulabschluss"")"
soep-is,soep-is-2011,63+16,4,Fachhochschulreife (Abschluss Fachoberschule),"Leaving certificate from a Fachoberschule (""Fachhochschulreife"" - qualification for studies at a Fachhochschule)"
soep-is,soep-is-2011,63+16,5,Abitur (Hochschulreife),"Upper secondary leaving certificate (""Abitur"")"
soep-is,soep-is-2011,63+16,6,Anderer Schulabschluss,Other school leaving certificate (please state)
soep-is,soep-is-2011,63+16,-1,Keine Angabe,No answer
soep-is,soep-is-2011,64+16,1,Abschluss 8. Klasse,Secondary School Degree
soep-is,soep-is-2011,64+16,2,Abschluss 10. Klasse,Intermediate School Degree
soep-is,soep-is-2011,64+16,3,Abitur (Hochschulreife),Upper Secondary School Degree
soep-is,soep-is-2011,64+16,4,Anderer Schulabschluss,Other Degree
soep-is,soep-is-2011,64+16,-1,Keine Angabe,No answer
soep-is,soep-is-2011,65+16,1,Abschluss einer Pflichtschule,"School, with degree"
soep-is,soep-is-2011,65+16,2,Abschluss einer weiterführenden Schule,Vocational Extension School
soep-is,soep-is-2011,65+16,-1,Keine Angabe,No answer
soep-is,soep-is-2011,66+41,1,Allgemeinbildende Schule,General education / secondary school
soep-is,soep-is-2011,66+41,2,Berufliche Ausbildung,Vocational training
soep-is,soep-is-2011,66+41,3,"Hochschule, Fachhochschule",Higher education
soep-is,soep-is-2011,66+41,4,"Weiterbildung, Umschulung","Further training, Retraining"
soep-is,soep-is-2011,66+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,67+,1,Hauptschule,Lower secondary school (Hauptschule)
soep-is,soep-is-2011,67+,2,Realschule,Intermediate secondary school (Realschule)
soep-is,soep-is-2011,67+,3,Gymnasium,Upper secondary school (Gymnasium)
soep-is,soep-is-2011,67+,4,Gesamtschule,Comprehensive school (Gesamtschule)
soep-is,soep-is-2011,67+,5,"Abendrealschule, Abendgymnasium",Evening intermediate / upper secondary school (Abendrealschule / Abendgymnasium)
soep-is,soep-is-2011,67+,6,Fachoberschule,Specialized upper secondary school (Fachoberschule)
soep-is,soep-is-2011,67+,9,Keine Angabe,No answer
soep-is,soep-is-2011,68+,1,"Trifft nicht zu, war nur als Selbständiger tätig","Does not apply, I have only been self-employed"
soep-is,soep-is-2011,68+,2,"Trifft nicht zu, war überhaupt nicht erwerbstätig","Does not apply, I have not been employed at all"
soep-is,soep-is-2011,69+41,1,Voll erwerbstätig,Employed full-time
soep-is,soep-is-2011,69+41,2,In Teilzeitbeschäftigung,Employed part-time
soep-is,soep-is-2011,69+41,3,"In betrieblicher Ausbildung, Lehre oder betrieblicher Umschulung",Completing in-service training (betriebliche Ausbildung) / apprenticeship (Lehre) / in-service retraining (betriebliche Umschulung)
soep-is,soep-is-2011,69+41,4,Geringfügig oder unregelmäßig erwerbstätig,In marginal (geringfügig) or irregular employment (unregelmäßig erwerbstätig)
soep-is,soep-is-2011,69+41,5,In Altersteilzeit mit Arbeitszeit Null,"In partial retirement, phase with zero working hours (Altersteilzeit mit Arbeitszeit Null)"
soep-is,soep-is-2011,69+41,6,Als Wehrpflichtiger beim Wehrdienst,Completing compulsory military service (Wehrpflicht)
soep-is,soep-is-2011,69+41,7,Zivildienstleistender oder Freiwilliges soziales Jahr,Completing community service as a substitute for compulsory military service (Zivildienst) or as a voluntary social year (freiwilliges soziales Year)
soep-is,soep-is-2011,69+41,8,Bundesfreiwilligendienst,In the federal volunteer service (Bundesfreiwilligendienst)
soep-is,soep-is-2011,69+41,9,Nicht erwerbstätig,Not employed
soep-is,soep-is-2011,69+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,7+,1972,1972,1972
soep-is,soep-is-2011,7+,1973,1973,1973
soep-is,soep-is-2011,7+,1974,1974,1974
soep-is,soep-is-2011,7+,1975,1975,1975
soep-is,soep-is-2011,7+,1976,1976,1976
soep-is,soep-is-2011,7+,1977,1977,1977
soep-is,soep-is-2011,7+,1978,1978,1978
soep-is,soep-is-2011,7+,1979,1979,1979
soep-is,soep-is-2011,7+,1980,1980,1980
soep-is,soep-is-2011,7+,98,Nein,No
soep-is,soep-is-2011,7+,99,Keine Angabe,No answer
soep-is,soep-is-2011,70+41,1,"Ja, ABM-Stelle","Yes, a job-creation measure (ABM)"
soep-is,soep-is-2011,70+41,2,"Ja, gemeinnützige Arbeit (1-Euro-Job)","Yes, a „1-Euro Job“ (community work)"
soep-is,soep-is-2011,70+41,3,Nein,No
soep-is,soep-is-2011,70+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,71+41,1,"Ja, Mini-Job (bis 400 Euro)","Yes, Mini-Job (up to 400 euros)"
soep-is,soep-is-2011,71+41,2,"Ja, Midi-Job (401 bis 800 Euro)","Yes, Midi-Job (401 to 800 euros)"
soep-is,soep-is-2011,71+41,3,Nein,No
soep-is,soep-is-2011,71+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,72+41,1,"Voll berufstätig, also mindestens 35 Wochenstunden","Employed full-time, at least 35 hours per week"
soep-is,soep-is-2011,72+41,2,"Teilzeitbeschäftigt, also 20 bis 34 Wochenstunden","Employed part-time, from 20 to 34 hours per week"
soep-is,soep-is-2011,72+41,3,Geringfügig oder unregelmäßig beschäftigt,In marginal or irregular employment
soep-is,soep-is-2011,72+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,73+,1,Arbeiter (auch in der Landwirtschaft),"Blue-collar worker (Arbeiter), including those working in agriculture"
soep-is,soep-is-2011,73+,2,Selbständiger (einschl. mithelfender Familienangehörige),Self-employed (also: Working for a self-employed relative)
soep-is,soep-is-2011,73+,3,Auszubildende / Praktikanten,Apprentice / trainee / intern
soep-is,soep-is-2011,73+,4,Angestellte,White-collar worker (Angestellte)
soep-is,soep-is-2011,73+,5,Beamte / Staatsverwaltung (einschließlich Richter und Berufssoldaten),"Civil servant, including judges and professional soldiers"
soep-is,soep-is-2011,73+,9,Keine Angabe,No answer
soep-is,soep-is-2011,74+41,1,Ungelernte Arbeiter,Unskilled worker (ungelernt)
soep-is,soep-is-2011,74+41,2,Angelernte Arbeiter,Semi-skilled worker (angelernt)
soep-is,soep-is-2011,74+41,3,Gelernte und Facharbeiter,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter)
soep-is,soep-is-2011,74+41,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman (Vorarbeiter / Kolonnenführer)
soep-is,soep-is-2011,74+41,5,"Meister, Polier",Master craftsperson (Meister / Polierer)
soep-is,soep-is-2011,74+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,75+,1,Selbständige Landwirte,Self-employed farmer
soep-is,soep-is-2011,75+,2,"Freie Berufe, selbständige Akademiker",Freelance professional / self-employed academic
soep-is,soep-is-2011,75+,3,Sonstige Selbständige,Other self-employed people
soep-is,soep-is-2011,75+,4,Mithelfende Familienangehörige,Working for a self-employed relative
soep-is,soep-is-2011,75+,9,Keine Angabe,No answer
soep-is,soep-is-2011,76+,1,Keine,None
soep-is,soep-is-2011,76+,2,1 bis 9,1 to 9
soep-is,soep-is-2011,76+,3,10 und mehr,10 and more
soep-is,soep-is-2011,76+,9,Keine Angabe,No answer
soep-is,soep-is-2011,77+,1,Auszubildende,Apprentice
soep-is,soep-is-2011,77+,2,"Volontäre, Praktikanten u.ä.",Trainee/ interim
soep-is,soep-is-2011,77+,9,Keine Angabe,No answer
soep-is,soep-is-2011,78+,1,Industrie- und Werkmeister im Angestelltenverhältnis,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position"
soep-is,soep-is-2011,78+,2,Angestellter mit einfacher Tätigkeit ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education
soep-is,soep-is-2011,78+,3,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education
soep-is,soep-is-2011,78+,4,"Angestellter mit qualifizierter Tätigkeit (z.B. Sachbearbeiter, Buchhalter oder technischer Zeichner)","Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)"
soep-is,soep-is-2011,78+,5,"Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter)","Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)"
soep-is,soep-is-2011,78+,6,"Angestellter mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände)","Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)"
soep-is,soep-is-2011,78+,9,Keine Angabe,No answer
soep-is,soep-is-2011,79+41,1,Einfacher Dienst,Lower level
soep-is,soep-is-2011,79+41,2,Mittlerer Dienst,Middle level
soep-is,soep-is-2011,79+41,3,Gehobener Dienst,Upper level
soep-is,soep-is-2011,79+41,4,Höherer Dienst,Executive level
soep-is,soep-is-2011,79+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,8+,1981,1981,1981
soep-is,soep-is-2011,8+,1982,1982,1982
soep-is,soep-is-2011,8+,1983,1983,1983
soep-is,soep-is-2011,8+,1984,1984,1984
soep-is,soep-is-2011,8+,1985,1985,1985
soep-is,soep-is-2011,8+,1986,1986,1986
soep-is,soep-is-2011,8+,1987,1987,1987
soep-is,soep-is-2011,8+,1988,1988,1988
soep-is,soep-is-2011,8+,1989,1989,1989
soep-is,soep-is-2011,8+,1990,1990,1990
soep-is,soep-is-2011,8+,98,Nein,No
soep-is,soep-is-2011,8+,99,Keine Angabe,No answer
soep-is,soep-is-2011,80+41,1,"Nein, ganz sicher nicht","No, definitely not"
soep-is,soep-is-2011,80+41,2,Eher unwahrscheinlich,Probably not
soep-is,soep-is-2011,80+41,3,Wahrscheinlich,Probably
soep-is,soep-is-2011,80+41,4,Ganz sicher,Definitely
soep-is,soep-is-2011,80+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,82+41,1,Habe erstmals in meinem Leben eine Erwerbstätigkeit aufgenommen,I started working for the first time in my life
soep-is,soep-is-2011,82+41,2,Bin nach einer Unterbrechung jetzt wieder zum früheren Arbeitgeber zurückgekehrt,I returned to a previous employer after a break in employment
soep-is,soep-is-2011,82+41,3,Habe eine Stelle bei einem neuen Arbeitgeber angetreten (bei Zeitarbeitnehmern: einschl. Tätigkeit in einem Entleihbetrieb),I started a new job with a different employer (for temporary workers this includes working in a temporary job)
soep-is,soep-is-2011,82+41,4,Bin vom Betrieb übernommen worden (war vorher dort in Ausbildung / in ABM / oder als freier Mitarbeiter tätig),I was hired by the company (in which I previously worked as an apprentice / in a job creation measure (ABM) / on a freelance basis)
soep-is,soep-is-2011,82+41,5,Habe innerhalb des Unternehmens die Stelle gewechselt,I changed positions within the same company
soep-is,soep-is-2011,82+41,6,Habe eine neue Tätigkeit als Selbständiger aufgenommen,I became self-employed
soep-is,soep-is-2011,82+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,83+41,1,"Arbeiter, auch in der Landwirtschaft","Blue-collar worker (Arbeiter), including those working in agriculture"
soep-is,soep-is-2011,83+41,2,Angestellte,White-collar worker (Angestellte)
soep-is,soep-is-2011,83+41,3,"Selbständige, einschl. mithelfende Familienangehörige",Self-employed (also: Working for a self-employed relative)
soep-is,soep-is-2011,83+41,4,"Beamte, einschließlich Richter und Berufssoldaten","Civil servant, including judges and professional soldiers"
soep-is,soep-is-2011,83+41,5,Auszubildende und Praktikanten,Apprentice / trainee / intern
soep-is,soep-is-2011,83+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,84+41,1,Industrie- und Werkmeister im Angestelltenverhältnis,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position"
soep-is,soep-is-2011,84+41,2,Angestellter mit einfacher Tätigkeit ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education
soep-is,soep-is-2011,84+41,3,Angestellter mit einfacher Tätigkeit mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education
soep-is,soep-is-2011,84+41,4,"Angestellter mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner","Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)"
soep-is,soep-is-2011,84+41,5,"Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter","Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)"
soep-is,soep-is-2011,84+41,6,"Angestellter mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände","Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)"
soep-is,soep-is-2011,84+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,85+41,1,Auszubildende im gewerblich-technischen Bereich,Apprentice / trainee in industry of technology
soep-is,soep-is-2011,85+41,2,Auszubildende im kaufmännischen Bereich,Apprentice / trainee in trade and commerce
soep-is,soep-is-2011,85+41,3,"Volontäre, Praktikanten u.ähnliches","Volunteer, intern, etc"
soep-is,soep-is-2011,85+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,86+41,1,Unbefristetes Arbeitsverhältnis,Permanent contract
soep-is,soep-is-2011,86+41,2,Befristetes Arbeitsverhältnis,Fixed-term contract
soep-is,soep-is-2011,86+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,87+41,1,Unter 5 Beschäftigte,fewer than 5 Â employees
soep-is,soep-is-2011,87+41,2,5 bis 10 Beschäftigte,5-10 employees
soep-is,soep-is-2011,87+41,3,11 bis unter 20 Beschäftigte,11-19 employees
soep-is,soep-is-2011,87+41,4,20 bis unter 100 Beschäftigte,20-99 employeesÂ 
soep-is,soep-is-2011,87+41,5,100 bis unter 200 Beschäftigte,100-199 employees
soep-is,soep-is-2011,87+41,6,200 bis unter 2000 Beschäftigte,"200-1,999 employees"
soep-is,soep-is-2011,87+41,7,2000 und mehr Beschäftigte,2000 or more employees
soep-is,soep-is-2011,87+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,88+41,1,"Nein, nie","No, never"
soep-is,soep-is-2011,88+41,2,"Ja, und zwar täglich",Every day
soep-is,soep-is-2011,88+41,3,"Ja, und zwar mehrmals in der Woche",Several times per week
soep-is,soep-is-2011,88+41,4,"Ja, und zwar wochenweise (Wechselschicht)",For a week at a time (alternating shifts)
soep-is,soep-is-2011,88+41,5,"Ja, und zwar seltener, nur bei Bedarf","Less often, only when needed"
soep-is,soep-is-2011,88+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,89+41,1,"Nein, nie","No, never"
soep-is,soep-is-2011,89+41,2,"Ja, und zwar jede Woche",Every week
soep-is,soep-is-2011,89+41,3,"Ja, und zwar alle zwei Wochen",Every other week
soep-is,soep-is-2011,89+41,4,"Ja, und zwar alle drei bis vier Wochen",Every 3-4 weeks
soep-is,soep-is-2011,89+41,5,"Ja, und zwar seltener",Less often
soep-is,soep-is-2011,89+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,9+,1991,1991,1991
soep-is,soep-is-2011,9+,1992,1992,1992
soep-is,soep-is-2011,9+,1993,1993,1993
soep-is,soep-is-2011,9+,1994,1994,1994
soep-is,soep-is-2011,9+,1995,1995,1995
soep-is,soep-is-2011,9+,1996,1996,1996
soep-is,soep-is-2011,9+,1997,1997,1997
soep-is,soep-is-2011,9+,1998,1998,1998
soep-is,soep-is-2011,9+,1999,1999,1999
soep-is,soep-is-2011,9+,2000,2000,2000
soep-is,soep-is-2011,9+,98,Nein,No
soep-is,soep-is-2011,9+,99,Keine Angabe,No answer
soep-is,soep-is-2011,90+41,1,Täglich,Daily
soep-is,soep-is-2011,90+41,2,Wöchentlich,Weekly
soep-is,soep-is-2011,90+41,3,Seltener,Less often
soep-is,soep-is-2011,90+41,-2,Keine Angabe,No answer
soep-is,soep-is-2011,91+,2,"Nicht zu sagen, da wechselnder Arbeitsort","Difficult to say, location of workplace varies"
