study,dataset,version,section,sectext,group,grouplabel,variable,waves,years,variabletext,references,contact,only_labeled_vals
soep-is,bio,2015,Variables in File BIO,,,,l0309,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0308,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0870,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0310,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0851,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0850,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0871,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0852,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0854,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0853,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0872,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0855,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0183,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0191,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0186,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0188,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0182,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0197,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0212,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0214,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0216,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0218,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0220,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0222,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0224,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0873,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0875,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0876,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0878,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0856,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0857,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0879,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0266,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0248,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0267,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0269,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0077,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0084,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0086,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0088,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0090,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0122,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0114,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0116,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0118,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0120,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0085,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0087,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0089,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0091,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0123,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0115,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0117,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0119,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0121,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0880,,,,,,
soep-is,bio,2015,Variables in File BIO,,,,l0881,,,,,,
soep-is,bioage,2015,Introduction,"The bioage data file is generated using information collected in the “Mother & Child” and “Parent” questionnaires. It contains information on every child, on which at least one questionnaire has been answered by one of the parents. Each row can be identified by the ID of the child (pid), the survey year (syear) and the ID of the respondent (pidresp), which means that sometimes there are more than one row per child and year.

There are five different “Mother & Child” and “Parent” questionnaires in the SOEP and three different “Mother & Child” questionnaires in the SOEP-IS. The information from all eight questionnaires is included the bioage data set. The bioage data set contains all variables with information on the children surveyed in SOEP-IS available within the SOEP-IS and the core SOEP—regardless of whether these variables are also surveyed in the SOEP-IS or only in the core SOEP. The “Mother & Child” and “Parent” questionnaires aim to follow and observe future generations of the SOEP-IS and collect all information in one file, even though the data come from different survey years. As we try to make this process as comprehensive and gap-free as possible, we begin following and documenting the development of children in SOEP-IS households from birth onwards.",,,,,,,,,
soep-is,bioage,2015,Data Files and Respondents,"The data file bioage contains a variable named bioage identifying the bioage questionnaire the data stems from. The specific suffix reflects the age of the children in it (e.g., bioage06 includes children who turned six that survey year, producing a range in ages between 5 years and 1 month and 6 years and 11 months, depending on the birth month and interview month). Except for bioage08a and bioage08b, it is usually the mother who completes the questionnaire. In the exceptional case that a mother cannot complete the questionnaire, the father does. Both the father’s and the mother’s personal ID numbers have the suffix resp (pidresp). Note that while the parents are the actual respondents, the data are organized under the child’s unchanging personal ID number (pid).

Bioage01 (SOEP): “Mother and Child” Questionnaire, Children Aged 0-1 years

The questionnaire is given to all women in the core SOEP who gave birth to a child in the current or previous survey year and to all women whose non-biological child was born in the same period. The questionnaire contains information on pregnancy, childbirth, childcare, and child health. In the exceptional case that a mother is unable to complete the questionnaire, the father responds.

Bioage03 (SOEP): “Your child between the ages of two and three”, Children Aged 2-3 years

The questionnaire is given to all mothers in the core SOEP whose child turns three in the current survey year. In the exceptional case that a mother cannot complete the questionnaire, the father responds.

Bioage06 (SOEP): “Your child between the ages of five and six”, Children Aged 5-6 years

The questionnaire is given to all mothers in the core SOEP whose child turns six in the current survey year. In the exceptional case that a mother cannot complete the questionnaire, the father responds.

Bioage08a and Bioage08b (SOEP): “Parent” Questionnaire, children aged 7-8 years

The questionnaire is given to both mothers and fathers of children turning eight in the current survey year of the core SOEP. Data of parent 1, which is usually the mother, can be found in bioage08a. Data of parent 2, which is usually the father, can be found in bioage08b.

Bioage 0-23 months (SOEP-IS): “Mother and Child” Questionnaire, Children Aged 0-2 years

The questionnaire is given to all mothers in the SOEP-IS whose child is under two years old. In the exceptional case that a mother cannot complete the questionnaire, the father responds.

Bioage 24-47 months (SOEP-IS): “Mother and Child” Questionnaire, Children Aged 3-4 years

The questionnaire is given to all mothers in the SOEP-IS whose child is between two and four years old. In the exceptional case that a mother cannot complete the questionnaire, the father responds.

Bioage >48 months (SOEP-IS): “Parent” Questionnaire, Children Aged 5-16 years

The questionnaire is given to either mothers or fathers in the SOEP-IS whose child is older than four but younger than 16 years. We ask the person who knows the child best, in most cases the mother, to complete the questionnaire.",,,,,,,,,
soep-is,bioage,2015,Topics and Variables,"The bioage data sets contain information regarding

• Pregnancy and childbirth

• Child health

• Childcare situation

• Changes in living circumstances since birth of child

• Child’s abilities

• Parenting experiences

• Expectations about the child’s success in school

• Educational goals and aspirations of the parents

• Educational behavior of the parents

• Self-conception of the role of parents

The rules used to generate the variables from the questionnaires are consistent over the various bioage questionnaires. This ensures consistency over the years, even if different questionnaires (in terms of question order or content) are used. The consistency also makes it possible to compare different age groups easily as the data is presented in “long” format, i.e., the datasets contain information from SOEP’s bioage01, bioage03, bioage06, bioage08a and bioage08b as well as SOEP-IS’s bioage 0-23 months, bioage 24-47 months, and bioage >48 months.",,,,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,cid,,,,,,1
soep-is,bioage,2015,Variables in File BIOAGE,,,,hid,,,,,,1
soep-is,bioage,2015,Variables in File BIOAGE,,,,pid,,,,,,1
soep-is,bioage,2015,Variables in File BIOAGE,,,,pidresp,,,,,,1
soep-is,bioage,2015,Variables in File BIOAGE,,,,syear,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,bioage,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ6,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ7,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ8,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ9,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ10,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ11,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ12,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,activ13,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,bepar1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,bepar2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,bepar3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,bepar4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,bepar5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,bepar6,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,bepar7,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,bepar8,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,bepar9,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,bepar10,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,biochild,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,breastf,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,breastfm,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,change1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,change2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,change3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,change4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,change5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,change6,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,change7,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,change8,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,delivcs,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,delivpl,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh6,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh7,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh8,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh9,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh10,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh11,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh12,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh13,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh14,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh15,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh16,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh17,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edbeh18,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal6,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal7,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal8,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal9,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal10,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal11,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal12,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal13,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal14,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal15,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal16,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal17,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,edgoal18,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,fathinhh,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,feeling1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,feeling2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,feeling3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,feeling4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,health,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,hospital3mb,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,hospital12m,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,language,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,maincare,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,medaid3mb,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,medaid3m,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,mvmn1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,mvmn2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,mvmn3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,mvmn4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,mvmn5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,nchild,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,pregplan,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,pregy,,,"Note that the information concerning year and month of birth from the “Mother & Child” and “Parent” questionnaires proved to be partially inconsistent. Therefore, as of the beginning of 2012 the child’s age in months is computed using birth information from ppfad. For further information, refer to the documentation on ppfad. Furthermore, this question is only asked in bioage01.",,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,pregmo,,,"This variable is based on the exact month of birth (BCPREGMO), the duration of childbearing in weeks (BCSSW) and the interview month of the previous year’s personal interview. Hence this information is available only for those women in the sample for at least two years. As the exact day of birth is unknown, this variable remains a close approximation. Furthermore, this question is only asked in bioage01.",,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,prebeg,,,"The variable BCPREBEG contains information on the beginning of pregnancy (i.e., the month of conception). Information is given in the regular SOEP spell format: values start with 1 for January 1983 (e.g., the earliest spell in bioage01, survey year 2010, is 304, which equals April 2008). Furthermore, this question is only asked in bioage01.",,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,preend,,,"The variable is based on the exact month of birth (BCPREGMO) and the duration of pregnancy in weeks (BCSSW). Accordingly, information is available only for women who completed the “Mother & Child Questionnaire” and for whom the duration of the pregnancy is known. Note that the month of conception may vary by one month as the exact date of birth remains unknown. Furthermore, this question is only asked in bioage01.",,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare1h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare2h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare3h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare4h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare5h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare6h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare7h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare8h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare9h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare10h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare11h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,scare12h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,sclenrolm,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,sclenroly,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,sclenroln,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,sexresp,,,"This variable tells whether the mother or father answered the respective questionnaire. The information for this variable comes from the ppfad file. Furthermore, this question is only asked in bioage08.",,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,sclr1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,sclr2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,sclr3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,sclr4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,sclr5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,spch1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,spch2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,spch3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,spch4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,spch5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,skll1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,skll2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,skll3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,skll4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,skll5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,suppartn,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,temp1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,temp2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,temp3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,temp4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,temp5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,temp6,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,temp7,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,tvyn,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,tvhrs,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,birthy,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,birthm,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,age,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,sex,,,This variable is based on the exact month of birth (BCPREGMO) and the duration of pregnancy in weeks (BCSSW).,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,birthpw,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,height,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,weightb,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,weight,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,circum,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,lstmedex,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,disord,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,disord1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,disord2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,disord3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,disord4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,disord5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,disord6,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,disord7,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,disord8,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,disord9,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,disordno,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill0,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill10,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill11,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill12,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill13,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill14,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill6,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill7,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill8,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,ill9,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,illno,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,care1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,care1h,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,care2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,care3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,care4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,care5,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,care6,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,behav1,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,behav2,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,behav3,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,behav4,,,,,,
soep-is,bioage,2015,Variables in File BIOAGE,,,,behav5,,,,,,
