study_name,dataset_name,name,label,label_de
soep-is,bio,l0642,Former Relationship [B],Vorherige Beziehung [B]
soep-is,bio,l0643,Former Relationship [B} Since (Year),Vorherige Beziehung [B] seit Jahr
soep-is,bio,l0644,Former Relationsship [B] Ended In (Year),Vorherige Beziehung [B] Ende Jahr
soep-is,bio,l0645,Former Relationship [B] Reason For End,Vorherige Beziehung [B] Ende Grund
soep-is,bio,l0646,Lives Together With Partner [B],Mit Partner [B]zusammengelebt
soep-is,bio,l0647,Moved Together [B] (Year),Jahr Zusammenzug [B]
soep-is,bio,l0648,Partner Moved Out [B]  (Year),Jahr Wohnung aufgegeben/Partner ausgezogen [B]
soep-is,bio,l0649,Live Together Despite Of Separation [B],Zusammen wohnend trotz Trennung [B]
soep-is,bio,l0650,Married Partner [B],Partner [B] geheiratet
soep-is,bio,l0651,Marriage [B] (Year),Jahr Eheschliessung [B]
soep-is,bio,l0652,Divorced [B],Scheidung [B]
soep-is,bio,lehe2b,Still married to partner [B],Besteht die Ehe mit Partner [B] noch
soep-is,bio,l0653,Divorced [B] (Year),Jahr Scheidung [B]
soep-is,bio,l0654,Former Relationship [C],Vorherige Beziehung [C]
soep-is,bio,l0655,Former Relationship [C} Since (Year),Vorherige Beziehung [C] seit Jahr
soep-is,bio,l0656,Former Relationsship [C] Ended In (Year),Vorherige Beziehung [C] Ende Jahr
soep-is,bio,l0657,Former Relationship [C] Reason For End,Vorherige Beziehung [C] Ende Grund
soep-is,bio,l0658,Lives Together With Partner [C],Mit Partner [C]zusammengelebt
soep-is,bio,l0660,Moved Together [C] (Year),Jahr Zusammenzug [C]
soep-is,bio,l0661,Partner Moved Out [C]  (Year),Jahr Wohnung aufgegeben/Partner ausgezogen [C]
soep-is,bio,l0662,Live Together Despite Of Separation [C],Zusammen wohnend trotz Trennung [C]
soep-is,bio,l0663,Married Partner [C],Partner [C] geheiratet
soep-is,bio,l0664,Marriage [C] (Year),Jahr Eheschliessung [C]
soep-is,bio,l0665,Divorced [C],Scheidung [C]
soep-is,bio,lehe2c,Still married to partner [C],Besteht die Ehe mit Partner [C] noch
soep-is,bio,l0666,Divorced [C] (Year),Jahr Scheidung [C]
soep-is,bio,l0667,Former Relationship [D],Vorherige Beziehung [D]
soep-is,bio,l0668,Former Relationship [D} Since (Year),Vorherige Beziehung [D] seit Jahr
soep-is,bio,l0669,Former Relationsship [D] Ended In (Year),Vorherige Beziehung [D] Ende Jahr
soep-is,bio,l0670,Former Relationship [D] Reason For End,Vorherige Beziehung [D] Ende Grund
soep-is,bio,l0671,Lives Together With Partner [D],Mit Partner [D]zusammengelebt
soep-is,bio,l0672,Moved Together [D] (Year),Jahr Zusammenzug [D]
soep-is,bio,l0673,Partner Moved Out [D]  (Year),Jahr Wohnung aufgegeben/Partner ausgezogen [D]
soep-is,bio,l0674,Live Together Despite Of Separation [D],Zusammen wohnend trotz Trennung [D]
soep-is,bio,l0675,Married Partner [D],Partner [D] geheiratet
soep-is,bio,l0676,Marriage [D] (Year),Jahr Eheschliessung [D]
soep-is,bio,l0677,Divorced [D],Scheidung [D]
soep-is,bio,lehe2d,Still married to partner [D],Besteht die Ehe mit Partner [D] noch
soep-is,bio,l0678,Divorced [D] (Year),Jahr Scheidung [D]
soep-is,bio,l0679,Other Marriage [E],Sonstige Heirat [E]
soep-is,bio,l0680,Other Marriage [E] (Year),Jahr Sonstige Heirat [E]
soep-is,bio,l0681,Still In Other Marriage [E],besteht sonstige Ehe noch [E]
soep-is,bio,l0682,Divorced [E] (Year),Jahr Ende sonstiger Ehe [E]
soep-is,bio,l0683,Divorced [E] (Reason),Grund Ende sonstiger Ehe [E]
soep-is,bio,l0061,Siblings yes/no,Geschwister ja/nein
soep-is,bio,l0063,Number of sisters,Anzahl Schwestern
soep-is,bio,l0062,Number of brothers,Anzahl Brueder
soep-is,bio,l0065,Siblings: Item Nonrespronse,Geschwister: Gesamt k.A.
soep-is,bio,l0859,Identical twin,eineiige Zwillinge
soep-is,bio,l0860,Dizygotic twin sister,zweieiige Schwester
soep-is,bio,l0861,Dizygotic twin brother,zweieiiger Bruder
soep-is,bio,l0862,No twin,kein Zwilling
soep-is,bio,l0066,No. Of Years Living With Bio. Parents,Anz. Jahre leben b. leibl. Eltern
soep-is,bio,l0067,No. Of Years Living With Single Mother,Anz. Jahre leben b. alleinst. Mutter
soep-is,bio,l0068,No. Of Years Living With Mother And Partner,Anz. Jahre leben b. Mutter mit Partner
soep-is,bio,l0069,No. Of Years Living With Single Father,Anz. Jahre leben b. alleinst. Vater
soep-is,bio,l0070,No. Of Years Living With Single Father And Partner,Anz. Jahre leben b. Vater mit Partnerin
soep-is,bio,l0071,No. Of Years Living With Other Relatives,Anz. Jahre leben b. andern Verwandten
soep-is,bio,l0072,No. Of Years Living With Foster Parents,Anz. Jahre leben b. Pflegeeltern
soep-is,bio,l0073,No. Of Years Living In Home,Anz. Jahre leben im Heim
soep-is,bio,l0074,No. Of Year: Item Nonresponse,Anzahl Jahre: Gesamt k.A.
soep-is,bio,l0057,Place Of Res. Before Reunification,Wo vor der Wiedervereinigung gelebt
soep-is,bio,l0281,Second Home,Zweitwohnung
soep-is,bio,l0283,Use Of Home,Wohnungsnutzung
soep-is,bio,l0285,Number Of Children,Anzahl Kinder
soep-is,bio,l0286,No Children,keine Kinder
soep-is,bio,l0288,Sex Child 1,Geschlecht Kind 1
soep-is,bio,l0287,Year Of Birth Child 1,Geburtsjahr Kind 1
soep-is,bio,l0863,Month of Birth Child 1,Geburtsmonat Kind 1
soep-is,bio,l0289,Residence Child 1,Wohnort Kind 1
soep-is,bio,l0291,Sex Child 2,Geschlecht Kind 2
soep-is,bio,l0290,Year Of Birth Child 2,Geburtsjahr Kind 2
soep-is,bio,l0864,Month of Birth Child 2,Geburtsmonat Kind 2
soep-is,bio,l0292,Residence Child 2,Wohnort Kind 2
soep-is,bio,l0294,Sex Child 3,Geschlecht Kind 3
soep-is,bio,l0293,Year Of Birth Child 3,Geburtsjahr Kind 3
soep-is,bio,l0865,Month of Birth Child 3,Geburtsmonat Kind 3
soep-is,bio,l0295,Residence Child 3,Wohnort Kind 3
soep-is,bio,l0297,Sex Child 4,Geschlecht Kind 4
soep-is,bio,l0296,Year Of Birth Child 4,Geburtsjahr Kind 4
soep-is,bio,l0866,Month of Birth Child 4,Geburtsmonat Kind 4
soep-is,bio,l0298,Residence Child 4,Wohnort Kind 4
soep-is,bio,l0300,Sex Child 5,Geschlecht Kind 5
soep-is,bio,l0299,Year Of Birth Child 5,Geburtsjahr Kind 5
soep-is,bio,l0867,Month of Birth Child 5,Geburtsmonat Kind 5
soep-is,bio,l0301,Residence Child 5,Wohnort Kind 5
soep-is,bio,l0303,Sex Child 6,Geschlecht Kind 6
soep-is,bio,l0302,Year Of Birth Child 6,Geburtsjahr Kind 6
soep-is,bio,l0868,Month of Birth Child 6,Geburtsmonat Kind 6
soep-is,bio,l0304,Residence Child 6,Wohnort Kind 6
soep-is,bio,l0306,Sex Child 7,Geschlecht Kind 7
soep-is,bio,l0305,Year Of Birth Child 7,Geburtsjahr Kind 7
soep-is,bio,l0869,Month of Birth Child 7,Geburtsmonat Kind 7
soep-is,bio,l0307,Residence Child 7,Wohnort Kind 7
soep-is,bio,l0309,Sex Child 8,Geschlecht Kind 8
soep-is,bio,l0308,Year Of Birth Child 8,Geburtsjahr Kind 8
soep-is,bio,l0870,Month of Birth Child 8,Geburtsmonat Kind 8
soep-is,bio,l0310,Residence Child 8,Wohnort Kind 8
soep-is,bio,l0851,Sex Child 9,Geschlecht Kind 9
soep-is,bio,l0850,Year Of Birth 9,Geburtsjahr Kind 9
soep-is,bio,l0871,Month of Birth Child 9,Geburtsmonat Kind 9
soep-is,bio,l0852,Residence Child 9,Wohnort Kind 9
soep-is,bio,l0854,Sex Child 10,Geschlecht Kind 10
soep-is,bio,l0853,Year Of Birth 10,Geburtsjahr Kind 10
soep-is,bio,l0872,Month of Birth Child 10,Geburtsmonat Kind 10
soep-is,bio,l0855,Residence Child 10,Wohnort Kind 10
soep-is,bio,l0183,No Certificate,kein Abschluss
soep-is,bio,l0191,Type Of Certificate,Schulabschluss
soep-is,bio,l0186,Country Last Attended School,Land letzter Schulbesuch
soep-is,bio,l0188,Completed School,Schulabschluss
soep-is,bio,l0182,Last Year Attended School,Jahr letzter Schulbesuch
soep-is,bio,l0197,Vocational Training In Germany,Berufsausbildung oder Studium In Deutschland
soep-is,bio,l0212,"Vocational,Specialist Training Completed","Lehre, Facharbeiterabschluss"
soep-is,bio,l0214,Specialized Vocational School,"Berufsfachschule., Handelsschule, Gesundheitswesen"
soep-is,bio,l0216,Trade Or Technical School,Fachschule
soep-is,bio,l0218,Civil Servant Education,Beamtenausbildung
soep-is,bio,l0220,"Engineering School, Career Training Academy","Fachhochschule, Berufsakademie"
soep-is,bio,l0222,"University,College","Universitaet, Hochschule"
soep-is,bio,l0224,Other Type Of Education Completed,sonstiger Ausbildungsabschluss
soep-is,bio,l0873,Completed Education (No Answer),Abschluss (kA)
soep-is,bio,l0875,Registered Unemployed During Last 10 Years Y/N,Arbeitslosigkeit in letzten 10 Jahren
soep-is,bio,l0876,How Often Unemployed During Last 10 Years,Anzahl Arbeitslosigkeitsperioden in letzten 10 Jahren
soep-is,bio,l0878,Unemployed during last 10 Years (Months),Monate Arbeitslosigkeit
soep-is,bio,l0856,Number of Employers/Jobs,Anzahl berufliche Taetigkeiten
soep-is,bio,l0857,Does Not Apply (Self-Employed/Not Employed),Trifft nicht zu
soep-is,bio,l0879,Current Employment Status,Erwerbsstatus
soep-is,bio,l0266,Last Year Of Employment,Jahr letzte Erwerbstaetigkeit
soep-is,bio,l0248,Never Employed,nie berufstaetig gewesen
soep-is,bio,l0267,Employment Status,Erwerbsstatus
soep-is,bio,l0269,Last Occupation: Civil Service,Letzte Taetigkeit: Oeffentlicher Dienst
soep-is,bio,l0077,Mother and Father live in HH,Vater und Mutter leben im Haushalt
soep-is,bio,l0084,Father Born In Germany,Vater in Deutschland geboren
soep-is,bio,l0086,Country Of Birth Father,Geburtsland Vater
soep-is,bio,l0088,Father German Citizen,Vater deutscher Staatsbuerger
soep-is,bio,l0090,Father: School Certificate,Schulabschluss Vater
soep-is,bio,l0122,Father: Not Employed,Vater: nicht erwerbstaetig
soep-is,bio,l0114,Father: Type Of Blue-Collar Worker,Vater: Art Arbeiter
soep-is,bio,l0116,Father: Type Of White-Collar Worker,Vater: Art Angestellter
soep-is,bio,l0118,Father: Type Of Civil Servant,Vater: Art Beamter
soep-is,bio,l0120,Father: Type Of Self-Employment,Vater: Art Selbstaendiger
soep-is,bio,l0085,Mother Born In Germany,Mutter in Deutschland geboren
soep-is,bio,l0087,Country Of Birth Mother,Geburtsland Mutter
soep-is,bio,l0089,Mother German Citizen,Mutter deutsche Staatsbuergerin
soep-is,bio,l0091,Mother: School Certificate,Schulabschluss Mutter
soep-is,bio,l0123,Mother: Not Employed,Mutter: nicht erwerbstaetig
soep-is,bio,l0115,Mother: Type Of Blue-Collar Worker,Mutter: Art Arbeiterin
soep-is,bio,l0117,Mother: Type Of White-Collar Worker,Mutter: Art Angestellte
soep-is,bio,l0119,Mother: Type Of Civil Servant,Mutter: Art Beamte
soep-is,bio,l0121,Mother: Type Of Self-Employment,Mutter: Art Selbstaendige
soep-is,bio,l0880,"Church, Religion Yes/No",Religion j/n
soep-is,bio,l0881,"Church, Religion",Religionsgemeinschaft
soep-is,bioage,cid,unchanging hh number,Ursprungshaushaltsnummer
soep-is,bioage,hid,current wave hh number,Aktuelle Haushaltsnummer
soep-is,bioage,pid,unchanging personal id of child,unveraenderliche Personennummer des Kindes
soep-is,bioage,pidresp,unchanging personal id of parent,unveraenderliche Personennummer des Elternteiles
soep-is,bioage,syear,survey year,Erhebungsjahr
soep-is,bioage,bioage,bioage (SOEP & SOEP-IS) data set,Bioage (SOEP & SOEP-IS) Datensatz
soep-is,bioage,activ1,singing children songs to/with child (times during last 14 days),Haeufigkeit(Vor-)Singen Kinderlieder letzte 14 Tage
soep-is,bioage,activ2,taking walks outdoors (no. of times during last 14 days),Haeufigkeit Spaziergaenge an frischer Luft letzte 14 Tage
soep-is,bioage,activ3,painting or doing arts and crafts (times during last 14 days),"Haeufigkeit Malen,Basteln letzte 14 Tage"
soep-is,bioage,activ4,reading/telling stories (in german) (times during last 14 days),"Haeufigkeit Geschichten vorlesen,erzaehlen letzte 14 Tage"
soep-is,bioage,activ5,looking at picture books (times during last 14 days),Haeufigkeit Bilderbuecher anschauen letzte 14 Tage
soep-is,bioage,activ6,going to playground (no. of times during last 14 days),Haeufigkeit zum Spielplatz gehen letzte 14 Tage
soep-is,bioage,activ7,visiting other families with children (times during last 14 days),Haeufigkeit Besuch bei anderen Familien letzte 14 Tage
soep-is,bioage,activ8,going shopping with child (no. of times during last 14 days),Haeufigkeit einkaufen gehen letzte 14 Tage
soep-is,bioage,activ9,watching television/videos with child (times during last 14 days),"Haeufigkeit zusammen Video,TV anschauen letzte 14 Tage"
soep-is,bioage,activ10,frequency of playing cards or dice in the last 14 days,Haeufigkeit Karten-/Wuerfelspiele spielen letzte 14 Tage
soep-is,bioage,activ11,frequency of computer/online gaming in the last 14 days,Haeufigkeit zusammen PC-/Internetspiele letzte 14 Tage
soep-is,bioage,activ12,"frequency of trips to childs theater,circus,museum, last 14 days",Hfgkt Besuch Kindertheater/Zirkus/Museum letzte 14 Tage
soep-is,bioage,activ13,frequency of reading/story-telling in other language last 14 days,Hfgkt Geschichte vorlesen/erzaehlen and.Sprache letzte 14 Tage
soep-is,bioage,bepar1,be parents:sacrifice own wishes,Elternrolle: eigene Wuensche zugunsten des Kindes opfern
soep-is,bioage,bepar2,be parents:disobedience is aimed to bother me,"Elternrolle: K. will mich aergern, wenn es nicht gehorcht, Verbotenes tut"
soep-is,bioage,bepar3,be parents:child is my main purpose in life,Elternrolle: Betreuung und Erziehung bestimmen mein ganzes Leben
soep-is,bioage,bepar4,be parents:wish i was less overwhelmed by parent. responsab.,"Elternrolle: Wunsch, nicht durch Elternpflichten gefangen zu sein"
soep-is,bioage,bepar5,be parents:problems in upbringing are childs fault,Elternrolle: Probleme in der Erziehung liegen am Kind
soep-is,bioage,bepar6,be parents:nothing is better than being with child,"Elternrolle: wenn mit Kind zus. gibt es nicht anderes, was man lieber"
soep-is,bioage,bepar7,be parents:would put up with everything for child,Elternrolle: fuer das Wohl des Kindes alles aushalten
soep-is,bioage,bepar8,be parents:child misbehavior is intentional,"Elternrolle: wenn K. sich falsch verhaelt, dann mit Absicht"
soep-is,bioage,bepar9,be parents:often put everything aside to support child,"Elternrolle: oft all. stehen, liegen lasse, um K. zu unterstuetzen"
soep-is,bioage,bepar10,be parents:look forward to spending time with child,"Elternrolle: darauf freuen, mit Kind zusammen zu sein"
soep-is,bioage,biochild,biological child,leibliches Kind
soep-is,bioage,breastf,breast-feeding baby,Kind gestillt
soep-is,bioage,breastfm,breast-feeding time in months,Stillzeit in Monaten
soep-is,bioage,change1,circumstances in life have greatly changed,Lebensumstaende stark veraendert
soep-is,bioage,change2,child provides happiness and joy,Kind bereitet Glueck und Freude
soep-is,bioage,change3,often close to running out of strength,oft am Ende der Kraefte
soep-is,bioage,change4,very satisfied with the role of mother,Mutterrolle sehr befriedigend
soep-is,bioage,change5,often unable to cope with tasks/responsibilities,"neuen Aufgaben,Anforderungen oft nicht gew."
soep-is,bioage,change6,have made new contacts through the child,ueber Kind neue Kontakte knuepfen
soep-is,bioage,change7,suffering from being limited to the role of mother,unter Einschr. auf Mutterrolle leiden
soep-is,bioage,change8,important to provide the child with much affection,Kind viel Zaertlichkeit geben ist wichtig
soep-is,bioage,delivcs,delivery by caesarean section,Entbindung mit Kaiserschnitt
soep-is,bioage,delivpl,place where birth took place,Ort der Enbindung
soep-is,bioage,edbeh1,education     behavior: show love,"Erziehung: Mit Worten und Gesten zeigen, dass man Kind gern hat"
soep-is,bioage,edbeh2,education     behavior: criticize,Erziehung: Kind kritisieren
soep-is,bioage,edbeh3,education     behavior: ask what he/she has experienced,"Erziehung: Nachfragen, was Kind getan und erlebt hat"
soep-is,bioage,edbeh4,education     behavior: punish when disobedient,"Erziehung: Kind bestrafen, wenn es etwas gegen eigenen Willen tut"
soep-is,bioage,edbeh5,"education     behavior: threaten to punish, but do not punish ","Erziehung: Strafe androhen, aber nicht ausfuehren"
soep-is,bioage,edbeh6,education     behavior: know where child is,"Erziehung: Wissen, wo das Kind sich ausser Haus aufhaelt"
soep-is,bioage,edbeh7,education     behavior: rather strict with child,Erziehung: streng zu dem Kind sein
soep-is,bioage,edbeh8,education     behavior: comfort child when child is sad,"Erziehung: Kind troesten, wenn es traurig ist"
soep-is,bioage,edbeh9,education     behavior: shout when child makes mistakes,"Erziehung: anschreien, wenn es etwas falsch gemacht hat"
soep-is,bioage,edbeh10,education    behavior: a disobedient child is ungrateful,"Erziehung: Kind fuer undankbar halten, weil es nicht gehorcht"
soep-is,bioage,edbeh11,education     behavior: do not talk to child when disobedient,"Erziehung: eine Weile nicht mit Kind reden, wenn es etwas angestellt hat"
soep-is,bioage,edbeh12,education     behavior: tell child not to disobey,Erziehung: Kind soll sich Anordnungen/Entscheidungen nicht widersetzen
soep-is,bioage,edbeh13,education     behavior: praise my child,Erziehung: Kind loben
soep-is,bioage,edbeh14,education     behavior: scold if angry,"Erziehung: beschimpfen, wenn wuetend auf es"
soep-is,bioage,edbeh15,education    behavior: try to influence child friendships,Erziehung: Freundeskreis des Kindes aktiv beeinflussen
soep-is,bioage,edbeh16,education     behavior: reduce or retract punishment,Erziehung: Bestrafung abschwaechen/vorzeitig aufheben
soep-is,bioage,edbeh17,education     behavior: disappointed about bad behavior,"Erziehung: enttaeuscht, traurig, wenn K. sich schlecht benommen hat"
soep-is,bioage,edbeh18,education     behavior: hard to be consistent in parenting,"Erziehung: faellt schwer, in der Erziehung konsequent zu sein"
soep-is,bioage,edgoal1,education     goal. child should: be a good student,Erziehungsziel: guter Schueler
soep-is,bioage,edgoal2,education     goal. child should: get along with other kids,Erziehungsziel: Kind versteh sich gut mit anderen
soep-is,bioage,edgoal3,education     goal. child should: be interested why things happen,"Erziehungsziel: Interesse, wie und warum Dinge passieren"
soep-is,bioage,edgoal4,education     goal. child should: act like normal girl/boy,Erziehungsziel: Verhalten wie normaler Junge/normales Maedchen
soep-is,bioage,edgoal5,education    goal. child should: be honest,Erziehungsziel: Ehrlichkeit
soep-is,bioage,edgoal6,education     goal. child should: have good manners,Erziehungsziel: gute Umgangsformen
soep-is,bioage,edgoal7,education     goal. child should:  have good self-control,Erziehungsziel: Selbstbeherrschung
soep-is,bioage,edgoal8,education     goal. child should:  be responsible,Erziehungsziel: Verantwortungsbewusstsein
soep-is,bioage,edgoal9,education     goal. child should: treat others with respect,Erziehungsziel: Ruecksichtnahme auf andere
soep-is,bioage,edgoal10,education    goal. child should:  obey parents,Erziehungsziel: Gehorsam gegenueber Eltern
soep-is,bioage,edgoal11,education    goal. child should: have good ability to judge,Erziehungsziel: gutes Urteilsvermoegen
soep-is,bioage,edgoal12,education    goal. child should: be clean and neat,Erziehungsziel: ordentlich und sauber sein
soep-is,bioage,edgoal13,education    goal. child should: strive to achieve goals,"Erziehungsziel: Bemuehen, Ziele zu erreichen"
soep-is,bioage,edgoal14,education    goal. child should:  fit in well in groups,"Erziehungsziel: Faehigkeit, sich in Gruppen einfuegen"
soep-is,bioage,edgoal15,education    goal. child should: learn to overcome obstacles,Erziehungsziel: sich gegen Widerstaende durchzusetzen
soep-is,bioage,edgoal16,education    goal. child should: be satisfied with self,"Erziehungsziel: zufrieden mit dem sein, was man hat und kann"
soep-is,bioage,edgoal17,education    goal. child should: learn to avoid risks,Erziehungsziel: Risiken im Leben vermeiden
soep-is,bioage,edgoal18,education    goal. child should:  be lovable,"Erziehungsziel: von anderen gemocht werden, liebenswert sein"
soep-is,bioage,fathinhh,father lives in household,Vater lebt im Haushalt
soep-is,bioage,feeling1,physical condition in the final third of the pregnancy,Koerperliches Befinden letz.Drittel der SS
soep-is,bioage,feeling2,physical condition in the first 3 months after birth,Koerperliches Befinden erste 3 Monate n.G.
