study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,range,concept,filter,goto,description,scripternotes,number,old.template.id,dataset,var_fix
soep-is,soep-is-2011,Q47N2,,62,Ist Ihr Haushaltseinkommen ...,,Is your household income...,,cat,19+16,,,Q47N1;ZNETTOX1=1,,,,Q47N2,,,
soep-is,soep-is-2011,Q47N3,,63,Ist Ihr Haushaltseinkommen ...,,Is your household income...,,cat,20+16,,,Q47N1;ZNETTOX1=2,,,,Q47N3,,,
soep-is,soep-is-2011,Q47N4,,64,Ist Ihr Haushaltseinkommen ...,,Is your household income...,,cat,21+16,,,Q47N3;ZNETTOX3=2,,,,Q47N4,,,
soep-is,soep-is-2011,Q47N5,,65,Ist Ihr Haushaltseinkommen ...,,Is your household income...,,cat,22+16,,,Q47N4;ZNETTOX4=2,,,,Q47N5,,,
soep-is,soep-is-2011,Q48,,66,"Bleibt Ihnen in der Regel monatlich ein gewisser Betrag übrig, den Sie sparen oder zurücklegen können, etwa für größere Anschaffungen, für Notlagen oder zur Vermögensbildung? Wenn ja, welcher Betrag etwa?",,"Do you usually have an amount of money left over at the end of the month that you can
save for larger purchases, emergency expenses or to acquire wealth? If yes, how much?",,cat,1+16,,hspar1,,,,,Q48,,,
soep-is,soep-is-2011,Q48.1,,67,Welcher Betrag etwa?,,What amount?,,txt,,,,,,,,Q48,,,
soep-is,soep-is-2011,Q48.1,hspar2,67,Etwa Euro im Monat,,About … euros per month,,int,,,hspar2,,,,,Q48,,,
soep-is,soep-is-2011,Q49,,68,"Gibt es in Ihrem Haushalt jemand, der aus Alters- oder Krankheitsgründen oder wegen einer Behinderung dauernd hilfe- oder pflegebedürftig ist?",,"Does someone in your household need care or assistance on a constant basis due to age, sickness or medical treatment?",,cat,1+16,,hpfleg,,,,,Q49,,,
soep-is,soep-is-2011,Q50,,69,"Erhält die hilfebedürftige Person Leistungen aus der Pflegeversicherung, und wenn ja, für welche Pflegestufe?",,"Does the person in need of care receive long-term care insurance benefits (Pflegeversicherung), and if so, at what care level (Pflegestufe)?",,cat,23+16,,hpstuf,Q49:HPFLEG=1,,,,Q50,,,
soep-is,soep-is-2011,Q51,,70,Nun haben wir ein paar Fragen zu Ihrer Person.,,Now we have a few question about you personally.,,txt,,,,,,,,Q51,,,
soep-is,soep-is-2011,Q52,,71,Zunächst geht es um Ihre Zufriedenheit mit bestimmten Bereichen Ihres Lebens. Wie zufrieden sind Sie gegenwärtig mit den folgenden Bereichen Ihres Lebens? Wie zufrieden sind Sie …,"Liste 52 vorlegen. Bitte geben Sie für jeden Bereich den Grad Ihrer Zufriedenheit an: Wenn Sie ganz und gar unzufrieden sind, den Wert """"0"""",
wenn Sie ganz und gar zufrieden sind, den Wert """"10"""". Wenn Sie teils zufrieden/teils unzufrieden sind, einen Wert dazwischen. TNZ trifft nicht zu",first of all its is about your satisfaction with different areas in your life. How satisfied are you right now with the following areas of your life? How satisfied are you …,"Please show list 52.

Please indicate for each area your level of satisfaction: If you are completely dissatisfied use the value ""0"", if you are completely satisfied use the value ""10"". If you are partly satisfied / partly dissatisfied, use a value in between. TNZ = does not apply. ",txt,,,,,,,,Q52,,,
soep-is,soep-is-2011,Q52,pzuf01,71,mit Ihrer Gesundheit?,,with your health?,,cat,24+25,,pzuf01,,,,,Q52,,,
soep-is,soep-is-2011,Q52,pzuf20,71,mit Ihrem Schlaf?,,with your sleep?,,cat,24+25,,pzuf20,,,,,Q52,,,
soep-is,soep-is-2011,Q52,pzuf02,71,falls Sie erwerbstätig sind: mit Ihrer Arbeit?,,with your work (if employed)?,,cat,24+26,,pzuf02,,,,,Q52,,,
soep-is,soep-is-2011,Q52,pzuf04,71,mit dem Einkommen Ihres Haushalts?,,with your household income?,,cat,24+25,,pzuf04,,,,,Q52,,,
soep-is,soep-is-2011,Q52,pzuf05,71,falls Sie erwerbstätig sind: mit Ihrem persönlichen Einkommen?,,with your personal income (if employed)?,,cat,24+26,,pzuf05,,,,,Q52,,,
soep-is,soep-is-2011,Q52,pzuf07,71,mit Ihrer Wohnung?,,with your dwelling?,,cat,24+25,,pzuf07,,,,,Q52,,,
soep-is,soep-is-2011,Q52,pzuf08,71,mit Ihrer Freizeit?,,with your leisure time?,,cat,24+25,,pzuf08,,,,,Q52,,,
soep-is,soep-is-2011,Q52,pzuf13,71,mit Ihrem Familienleben?,,with your family life?,,cat,24+25,,pzuf13,,,,,Q52,,,
soep-is,soep-is-2011,Q53,,72,"Bitte denken Sie an die letzten vier Wochen und sagen mir zu jedem der folgenden Gefühle, ob Sie dieses sehr selten, selten, manchmal, oft oder sehr oft erlebt haben. 
Wie oft haben Sie sich …",Liste 53 vorlegen,"Thinking back on the last four weeks, please state how often you have experienced each of the following feelings very rarely, rarely, occasionally, often, or very often. How often have you felt...",Show list 53,txt,,,,,,,,Q53,,,
soep-is,soep-is-2011,Q53,pgef1,72,ärgerlich gefühlt?,,angry?,,cat,27+16,,pgef1,,,,,Q53,,,
soep-is,soep-is-2011,Q53,pgef2,72,ängstlich gefühlt?,,worried?,,cat,27+16,,pgef2,,,,,Q53,,,
soep-is,soep-is-2011,Q53,pgef3,72,glücklich gefühlt?,,happy?,,cat,27+16,,pgef3,,,,,Q53,,,
soep-is,soep-is-2011,Q53,pgef4,72,traurig gefühlt?,,sad?,,cat,27+16,,pgef4,,,,,Q53,,,
soep-is,soep-is-2011,Q54,,73,"Wie schätzen Sie sich persönlich ein: Sind Sie im Allgemeinen ein risikobereiter Mensch oder versuchen Sie, Risiken zu vermeiden?","Liste 54 vorlegen 
Antworten Sie bitte anhand der folgenden Skala. Der Wert 0 bedeutet: gar nicht risikobereit. Der Wert 10 bedeutet: sehr risikobereit. Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen.",How do you see yourself: Are you generally a person who is fully prepared to take risks or do you try to avoid taking risks?,"Show list 54.

Please tick a box on the scale, where the value 0 means “risk averse” and the value 10 means “fully prepared to take risks” (risk-prone). You can use the values in between to make your estimate.",cat,28+,,prisk,,,,,Q54,,,
soep-is,soep-is-2011,Q55,,74,"Inwiefern halten Sie die folgenden Eigenschaften für typisch weiblich oder typisch männlich? Bitte sagen Sie mir für jede Eigenschaft, ob Sie diese typisch weiblich, eher weiblich, weder typisch weiblich noch typisch männlich, eher männlich oder typisch männlich finden.",,"To what extent do you consider the following attributes typically feminine or typically masculine? Please say whether you consider each attribute typically feminine, somewhat feminine, neither feminine nor masculine, somewhat masculine, or typically masculine. ",,txt,,,,,,,,Q55,,,
soep-is,soep-is-2011,Q55,ieigiat04,74,warmherzig,,warm-hearted,,cat,29+16,,ieigiat04,,,,,Q55,,,
soep-is,soep-is-2011,Q55,ieigiat01,74,lenkbar,,acquiescent,,cat,29+16,,ieigiat01,,,,,Q55,,,
soep-is,soep-is-2011,Q55,ieigiat03,74,durchsetzungsfähig,,assertive,,cat,29+16,,ieigiat03,,,,,Q55,,,
soep-is,soep-is-2011,Q55,ieigiat02,74,kaltherzig,,cold-hearted,,cat,29+16,,ieigiat02,,,,,Q55,,,
soep-is,soep-is-2011,Q56M,,75,"Nun geht es um verschiedene Eigenschaften, die Männer heutzutage besitzen können. Denken Sie jetzt an einen für Sie typischen Mann. Bitte bewerten Sie nun, mit welcher Wahrscheinlichkeit Ihrer Meinung nach ein typischer Mann die folgenden Eigenschaften besitzt.","Liste 56 vorlegen
Antworten Sie bitte anhand der folgenden Skala. Der Wert 1 bedeutet: sehr unwahrscheinlich. Der Wert 7 bedeutet: sehr wahrscheinlich. Mit den Werten dazwischen können Sie Ihre Meinung abstufen.","The next question is about the various attributes that men might possess today. Think of someone you would consider a typical man. Please rate the likelihood of a typical man possessing each of the following attributes, in your opinion.","Show list 56.

Please answer using the following scale from 1 to 7, where 1 means ""Very unlikely"" and 7 means ""Very likely"". You can weigh your answers using the steps between ""1"" and ""7"".",txt,,,,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp101,75,Bestimmend,,Dictatorial,,cat,30+16,,ityp101,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp102,75,Feinfühlig,,Sensitive,,cat,30+16,,ityp102,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp103,75,Mutig,,Couragous,,cat,30+16,,ityp103,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp104,75,Liebevoll,,Affectionate,,cat,30+16,,ityp104,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp105,75,Wagemutig,,Daring,,cat,30+16,,ityp105,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp106,75,Fürsorglich,,Gentle,,cat,30+16,,ityp106,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp107,75,Wetteifernd,,Competititive,,cat,30+16,,ityp107,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp108,75,Sanftmutig,,Sympathetic,,cat,30+16,,ityp108,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp109,75,Egoistisch,,Egoistical,,cat,30+16,,ityp109,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp110,75,Unterordnend,,Subordinate self to others,,cat,30+16,,ityp110,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp111,75,Prahlerisch,,Boastful,,cat,30+16,,ityp111,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp112,75,Unterwürfig,,Servile,,cat,30+16,,ityp112,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp113,75,Aggressiv,,Aggressive,,cat,30+16,,ityp113,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp114,75,Weinerlich,,Whiny,,cat,30+16,,ityp114,,,,,Q56M,,,
soep-is,soep-is-2011,Q56M,ityp115,75,Leichtgläubig,,Gullible,,cat,30+16,,ityp115,,,,,Q56M,,,
soep-is,soep-is-2011,Q57F,,76,"Jetzt geht es um verschiedene Eigenschaften, die Frauen heutzutage besitzen können. Denken Sie jetzt an eine für Sie typische Frau. Bitte bewerten Sie nun, mit welcher Wahrscheinlichkeit Ihrer Meinung nach eine typische Frau die folgenden Eigenschaften besitzt.","Liste 56 vorlegen
Antworten Sie bitte anhand der folgenden Skala. Der Wert 1 bedeutet: sehr unwahrscheinlich. Der Wert 7 bedeutet: sehr wahrscheinlich. Mit den Werten dazwischen können Sie Ihre Meinung abstufen.",The next question is about the various attributes that women might possess today. Think of someone you would consider at typical woman. Please rate the likelihood of a typical woman possessing each of the following attributes  in your opinion.,"Show list 56.

Please answer using the following scale from 1 to 7, where 1 means ""Very unlikely"" and 7 means ""Very likely"". You can weigh your answers using the steps between ""1"" and ""7"".",txt,,,,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp201,76,Bestimmend,,Dictatorial,,cat,30+16,,ityp201,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp202,76,Feinfühlig,,Sensitive,,cat,30+16,,ityp202,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp203,76,Mutig,,Couragous,,cat,30+16,,ityp203,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp204,76,Liebevoll,,Affectionate,,cat,30+16,,ityp204,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp205,76,Wagemutig,,Daring,,cat,30+16,,ityp205,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp206,76,Fürsorglich,,Gentle,,cat,30+16,,ityp206,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp207,76,Wetteifernd,,Competitive,,cat,30+16,,ityp207,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp208,76,Sanftmutig,,Sympathetic,,cat,30+16,,ityp208,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp209,76,Egoistisch,,Egoistical,,cat,30+16,,ityp209,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp210,76,Unterordnend,,Subordinate self to others,,cat,30+16,,ityp210,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp211,76,Prahlerisch,,Boastful,,cat,30+16,,ityp211,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp212,76,Unterwürfig,,Servile,,cat,30+16,,ityp212,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp213,76,Aggressiv,,Aggressive,,cat,30+16,,ityp213,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp214,76,Weinerlich,,Whiny,,cat,30+16,,ityp214,,,,,Q57F,,,
soep-is,soep-is-2011,Q57F,ityp215,76,Leichtgläubig,,Gullible,,cat,30+16,,ityp215,,,,,Q57F,,,
soep-is,soep-is-2011,Q58,,77,"Einmal ganz allgemein gesprochen: Wie stark interessieren Sie sich für Politik? Sehr stark, stark, nicht so stark oder überhaupt nicht?",,"Generally speaking, how much are you interested in politics? Very interested, moderately interested, not so interested, or completely disinterested?",,cat,31+16,,ppol1,,,,,Q58,,,
soep-is,soep-is-2011,Q59,,78,"Viele Leute in der Bundesrepublik neigen längere Zeit einer bestimmten Partei zu, obwohl sie auch ab und zu eine andere Partei wählen. Wie ist das bei Ihnen: Neigen Sie einer bestimmten Partei in Deutschland zu?",,"Many people in Germany lean towards one party in the long term, even if they occasionally vote for another party. Do you lean towards a particular party?",,cat,1+16,,ppol2,,,,,Q59,,,
soep-is,soep-is-2011,Q60,,79,Welcher Partei neigen Sie zu?,,Toward which party do you lean?,,cat,32+16,,ppol3,,,,,Q60,,,
soep-is,soep-is-2011,Q60,ppolso,79,Andere und zwar:,,"Other, namely:",,chr,,,ppolso,,,,,Q60,,,
soep-is,soep-is-2011,Q60b,,80,Sind Sie Mitglied in einer der folgenden Organisationen bzw. Verbände?,,Are you a member of one of the following organisations or unions?,,txt,,,,,,,,Q60b,,,
soep-is,soep-is-2011,Q60b,porg1,80,in einer Gewerkschaft?,,In a trade union?,,cat,1+16,,porg1,,,,,Q60b,,,
soep-is,soep-is-2011,Q60b,porg2,80,in einem Berufsverband?,,In a professional body?,,cat,1+16,,porg2,,,,,Q60b,,,
soep-is,soep-is-2011,Q60b,porg3,80,"im Betriebs- oder Personalrat der Firma oder Behörde, in der Sie arbeiten?",,In a works council or staff council at your workplace,,cat,1+16,,porg3,,,,,Q60b,,,
soep-is,soep-is-2011,Q60b,porg4,80,"in einer Gruppe oder Organisation, die sich für die Erhaltung und den Schutz von Umwelt und Natur einsetzt?",,In an environmental or conservationist group or organization?,,cat,1+16,,porg4,,,,,Q60b,,,
soep-is,soep-is-2011,Q60b,porg5,80,in einem Verein oder einer sonstigen Organisation?,,In a club or similar organization?,,cat,1+16,,porg5,,,,,Q60b,,,
soep-is,soep-is-2011,Q61,,81,"Welche der folgenden Tätigkeiten üben Sie in Ihrer freien Zeit aus? Geben Sie bitte zu jeder Tätigkeit an, wie oft Sie das machen: jede Woche, jeden Monat, seltener oder nie?",,"Which of the following activities do you take part in during your free time? Please check off how often you do each activity: at least once a week, at least once a month, less often, never.",,txt,,,,,,,,Q61,,,
soep-is,soep-is-2011,Q61,pfz1,81,"Besuch von kulturellen Veranstaltungen, z.B. Konzerten, Theatern, Vorträgen",,"Going to cultural events such as concerts, theater, lectures, etc.",,cat,33+16,,pfz1,,,,,Q61,,,
soep-is,soep-is-2011,Q61,pfz2,81,"Kinobesuch, Besuch von Popkonzerten, Tanzveranstaltungen, Discos, Sportveranstaltungen",,"Going to movies, pop concerts, dancing, clubs, sporting events",,cat,33+16,,pfz2,,,,,Q61,,,
soep-is,soep-is-2011,Q61,pfz3,81,Aktiver Sport,,Doing sports,,cat,33+16,,pfz3,,,,,Q61,,,
soep-is,soep-is-2011,Q61,pfz4,81,"Künstlerische und musische Tätigkeiten (Musizieren, Tanzen, Theater, Malen, Fotografieren)",,"Artistic or musical activities (playing music/singing, dancing, acting, painting, photography)",,cat,33+16,,pfz4,,,,,Q61,,,
soep-is,soep-is-2011,Q61,pfz5,81,"Geselligkeit mit Freunden, Verwandten oder Nachbarn",,"Socializing with friends, relatives or neighbors",,cat,33+16,,pfz5,,,,,Q61,,,
soep-is,soep-is-2011,Q61,pfz6,81,"Mithelfen, wenn bei Freunden, Verwandten oder Nachbarn etwas zu tun ist",,"Helping out friends, relatives, or neighbors",,cat,33+16,,pfz6,,,,,Q61,,,
soep-is,soep-is-2011,Q61,pfz7,81,"Ehrenamtliche Tätigkeiten in Vereinen, Verbänden oder sozialen Diensten",,Doing volunteer work in clubs or social services,,cat,33+16,,pfz7,,,,,Q61,,,
soep-is,soep-is-2011,Q61,pfz8,81,"Beteiligung in Bürgerinitiativen, in Parteien, in der Kommunalpolitik",,"Working in a citizens‘ group, political party, local government",,cat,33+16,,pfz8,,,,,Q61,,,
soep-is,soep-is-2011,Q61,pfz9,81,"Kirchgang, Besuch religiöser Veranstaltungen",,Attending church / religious events,,cat,33+16,,pfz9,,,,,Q61,,,
soep-is,soep-is-2011,Q62,,82,Haben Sie die deutsche Staatsangehörigkeit?,,Do you have German citizenship?,,cat,1+,,psta1,Q1;Lela=2,,,,Q62,,,
soep-is,soep-is-2011,Q63,,83,Welche Staatsangehörigkeit haben Sie?,,What is your country of citizenship?,,chr,,,ppnat,Q62;PSTA1=2,,,,Q63,,,
soep-is,soep-is-2011,Q64,,84,Wie ist Ihr Familienstand?,Liste 64 vorlegen,What is your marital status?,Show list 64,cat,34+,,pfamst,Q1;Lela=2,,,,Q64,,,
soep-is,soep-is-2011,Q65,,85,Haben Sie derzeit eine feste Partnerschaft?,,Are you in a serious / permanent relationship?,,cat,1+,,pp1,"Q64;PFAMST=2,7,3,4,5,9",,,,Q65,,,
soep-is,soep-is-2011,Q66,,86,Wohnt Ihr Partner / Ihre Partnerin hier im Haushalt?,,Does your partner live with you in this household?,,cat,1+,,pp2,Q65;PP1=1,,,,Q66,,,
soep-is,soep-is-2011,Q67,,87,Sind Sie in Deutschland geboren?,Gemeint ist Deutschland beziehungsweise die Bundesrepublik Deutschland oder die Deutsche Demokratische Republik in den Staatsgrenzen zur Zeit Ihrer Geburt.,Were you born in Germany?,This refers to Germany or the Federal Republic of Germany or the German Democratic Republic in the national borders at the time of your birth.,cat,4+,,lsta1,,,,,Q67,,,
soep-is,soep-is-2011,Q68,,88,In welchem Land sind Sie geboren?,Bitte heutige Bezeichnung eintragen!,What country were you born in?,Please enter the current name!,chr,,,lsta2,Q67;LSTA1=2,,,,Q68,,,
soep-is,soep-is-2011,Q69,,89,Wann sind Sie in die Bundesrepublik Deutschland zugezogen?,,When did you move to the Federal Republic of Germany?,,txt,,,,Q67;LSTA1=2,,,,Q69,,,
soep-is,soep-is-2011,Q69,lzug01,89,Im Jahr:,,In year:,,int,,,lzug01,,,,,Q69,,,
soep-is,soep-is-2011,Q70,,90,Haben Sie die deutsche Staatsangehörigkeit?,,Do you have German citizenship?,,cat,4+,,lsta1a,,,,,Q70,,,
soep-is,soep-is-2011,Q71,,91,Welche Staatsangehörigkeit haben Sie?,,What is your country of citizenship?,,chr,,,lpnat,Q70;LSTA1a=2,,,,Q71,,,
soep-is,soep-is-2011,Q72,,92,Haben Sie die deutsche Staatsangehörigkeit seit Geburt oder erst später erworben?,,"Have you had German citizenship since your birth, or did you acquire German citizenship later?",,cat,35+,,lsta3,Q70;LSTA1a=1,,,,Q72,,,
soep-is,soep-is-2011,Q73,,93,"Im Folgenden geht es um Partnerschaft und Ehe.
Die Fragen werden immer in Bezug auf die Beziehung gestellt, unabhängig davon, ob Sie in dieser Beziehung geheiratet haben oder nicht.
Ob Sie in dieser Beziehung geheiratet haben, wird erst in den Folgefragen geklärt.
Bei den Fragen geht es sowohl um die aktuelle Beziehung, als auch um frühere Beziehungen.
Wir beginnen mit der aktuellen Beziehung und fragen dann rückblickend nach den festen Beziehungen, die Sie vorher hatten.
Bei den früheren Beziehungen sprechen wir dann von fester Beziehung, wenn diese sechs Monate oder länger andauerte.",,"In the following, it is about partnership and marriage. The questions are always asked in terms of the relationship, regardless of whether you got married in this relationship or not. Whether you have been married in the particular relationship or not will be clarified in subsequent questions. The questionsare about both, the current relationship, as well about former relationships. We begin with the current relationship and then ask you retrospectively about the steady relationships you had before.
Conrcening the previous relations, we speak of a steady relationship if it lasted six months or longer.",,txt,,,,,,,,Q73,,,
