input_study,input_dataset,input_version,input_variable,output_study,output_dataset,output_version,output_variable
soep-is,l11_inno_final,2011,ppleb4c,soep-is,bio,2014,l0662
soep-is,l11_inno_final,2011,pehe1c,soep-is,bio,2014,l0663
soep-is,l11_inno_final,2011,pehe2c,soep-is,bio,2014,l0664
soep-is,l11_inno_final,2011,pehe3c,soep-is,bio,2014,l0665
soep-is,l11_inno_final,2011,pehe4c,soep-is,bio,2014,l0666
soep-is,l11_inno_final,2011,pp1d,soep-is,bio,2014,l0667
soep-is,l11_inno_final,2011,ppjd,soep-is,bio,2014,l0668
soep-is,l11_inno_final,2011,ppendd,soep-is,bio,2014,l0669
soep-is,l11_inno_final,2011,ppend2d,soep-is,bio,2014,l0670
soep-is,l11_inno_final,2011,ppleb1d,soep-is,bio,2014,l0671
soep-is,l11_inno_final,2011,ppleb2d,soep-is,bio,2014,l0672
soep-is,l11_inno_final,2011,ppleb3d,soep-is,bio,2014,l0673
soep-is,l11_inno_final,2011,ppleb4d,soep-is,bio,2014,l0674
soep-is,l11_inno_final,2011,pehe1d,soep-is,bio,2014,l0675
soep-is,l11_inno_final,2011,pehe2d,soep-is,bio,2014,l0676
soep-is,l11_inno_final,2011,pehe3d,soep-is,bio,2014,l0677
soep-is,l11_inno_final,2011,pehe4d,soep-is,bio,2014,l0678
soep-is,l11_inno_final,2011,pehe1e,soep-is,bio,2014,l0679
soep-is,l11_inno_final,2011,pehe4e,soep-is,bio,2014,l0680
soep-is,l11_inno_final,2011,pehe5e,soep-is,bio,2014,l0681
soep-is,l11_inno_final,2011,pehe6e,soep-is,bio,2014,l0682
soep-is,l11_inno_final,2011,pehe7e,soep-is,bio,2014,l0683
soep-is,l11_inno_final,2011,lkgeb9,soep-is,bio,2014,l0850
soep-is,l11_inno_final,2011,lksex9,soep-is,bio,2014,l0851
soep-is,l11_inno_final,2011,lkwo9,soep-is,bio,2014,l0852
soep-is,l11_inno_final,2011,lkgeb10,soep-is,bio,2014,l0853
soep-is,l11_inno_final,2011,lksex10,soep-is,bio,2014,l0854
soep-is,l11_inno_final,2011,lkwo10,soep-is,bio,2014,l0855
soep-is,l11_inno_final,2011,lbesch10,soep-is,bio,2014,l0856
soep-is,l11_inno_final,2011,lbesch10n,soep-is,bio,2014,l0857
soep-is,l11_inno_final,2011,lal10a,soep-is,bio,2014,l0875
soep-is,l11_inno_final,2011,lal10b,soep-is,bio,2014,l0876
soep-is,l11_inno_final,2011,lal10c,soep-is,bio,2014,l0878
soep-is,l11_inno_final,2011,lrelneu,soep-is,bio,2014,l0880
soep-is,l11_inno_final,2011,lrelso,soep-is,bio,2014,l0881
soep-is,l11_inno_final,2011,lrel,soep-is,bio,2014,l0881
soep-is,p11_Inno_final,2011,pnrfest,soep-is,bio,2014,pid
soep-is,l11_inno_final,2011,pnrfest,soep-is,bio,2014,pid
soep-is,l11_inno_Jahresangabe Heirat,2011,pnrfest,soep-is,bio,2014,pid
soep-is,mb11_inno_final,2011,stichu,soep-is,bio,2014,sample1
soep-is,mc11_Inno_final,2011,stichu,soep-is,bio,2014,sample1
soep-is,p11_Inno_final,2011,stichu,soep-is,bio,2014,sample1
soep-is,l11_inno_final,2011,stichu,soep-is,bio,2014,sample1
soep-is,ma11_Inno_final,2011,stichu,soep-is,bio,2014,sample1
soep-is,h11_Inno_final,2011,stichu,soep-is,bio,2014,sample1
soep-is,h11_Inno_final,2011,jahr,soep-is,bio,2014,syear
soep-is,p11_Inno_final,2011,jahr,soep-is,bio,2014,syear
soep-is,mc11_Inno_final,2011,jahr,soep-is,bio,2014,syear
soep-is,mb11_inno_final,2011,jahr,soep-is,bio,2014,syear
soep-is,ma11_Inno_final,2011,jahr,soep-is,bio,2014,syear
soep-is,l11_inno_final,2011,jahr,soep-is,bio,2014,syear
soep-is,mc11_Inno_final,2011,cver01,soep-is,bioage,2013,behav1
soep-is,mb11_inno_final,2011,bver01,soep-is,bioage,2013,behav1
soep-is,mb11_inno_final,2011,bver10,soep-is,bioage,2013,behav10
soep-is,mc11_Inno_final,2011,cver10,soep-is,bioage,2013,behav10
soep-is,mb11_inno_final,2011,bver11,soep-is,bioage,2013,behav11
soep-is,mc11_Inno_final,2011,cver11,soep-is,bioage,2013,behav11
soep-is,mb11_inno_final,2011,bver12,soep-is,bioage,2013,behav12
soep-is,mc11_Inno_final,2011,cver12,soep-is,bioage,2013,behav12
soep-is,mc11_Inno_final,2011,cver13,soep-is,bioage,2013,behav13
soep-is,mb11_inno_final,2011,bver13,soep-is,bioage,2013,behav13
soep-is,mc11_Inno_final,2011,cver14,soep-is,bioage,2013,behav14
soep-is,mb11_inno_final,2011,bver14,soep-is,bioage,2013,behav14
soep-is,mc11_Inno_final,2011,cver15,soep-is,bioage,2013,behav15
soep-is,mb11_inno_final,2011,bver15,soep-is,bioage,2013,behav15
soep-is,mc11_Inno_final,2011,cver16,soep-is,bioage,2013,behav16
soep-is,mb11_inno_final,2011,bver16,soep-is,bioage,2013,behav16
soep-is,mc11_Inno_final,2011,cver17,soep-is,bioage,2013,behav17
soep-is,mb11_inno_final,2011,bver17,soep-is,bioage,2013,behav17
soep-is,mb11_inno_final,2011,bver02,soep-is,bioage,2013,behav2
soep-is,mc11_Inno_final,2011,cver02,soep-is,bioage,2013,behav2
soep-is,mb11_inno_final,2011,bver03,soep-is,bioage,2013,behav3
soep-is,mc11_Inno_final,2011,cver03,soep-is,bioage,2013,behav3
soep-is,mc11_Inno_final,2011,cver04,soep-is,bioage,2013,behav4
soep-is,mb11_inno_final,2011,bver04,soep-is,bioage,2013,behav4
soep-is,mb11_inno_final,2011,bver05,soep-is,bioage,2013,behav5
soep-is,mc11_Inno_final,2011,cver05,soep-is,bioage,2013,behav5
soep-is,mc11_Inno_final,2011,cver06,soep-is,bioage,2013,behav6
soep-is,mb11_inno_final,2011,bver06,soep-is,bioage,2013,behav6
soep-is,mc11_Inno_final,2011,cver07,soep-is,bioage,2013,behav7
soep-is,mb11_inno_final,2011,bver07,soep-is,bioage,2013,behav7
soep-is,mc11_Inno_final,2011,cver08,soep-is,bioage,2013,behav8
soep-is,mb11_inno_final,2011,bver08,soep-is,bioage,2013,behav8
soep-is,mb11_inno_final,2011,bver09,soep-is,bioage,2013,behav9
soep-is,mc11_Inno_final,2011,cver09,soep-is,bioage,2013,behav9
soep-is,h11_Inno_final,2011,hkgebmob,soep-is,bioage,2013,birthm
soep-is,mc11_Inno_final,2011,cgebm,soep-is,bioage,2013,birthm
soep-is,h11_Inno_final,2011,hkgebmoe,soep-is,bioage,2013,birthm
soep-is,mb11_inno_final,2011,bgebm,soep-is,bioage,2013,birthm
soep-is,h11_Inno_final,2011,hkgebmof,soep-is,bioage,2013,birthm
soep-is,h11_Inno_final,2011,hkgebmoc,soep-is,bioage,2013,birthm
soep-is,ma11_Inno_final,2011,agebm,soep-is,bioage,2013,birthm
soep-is,h11_Inno_final,2011,hkgebmod,soep-is,bioage,2013,birthm
soep-is,h11_Inno_final,2011,hkgebmoa,soep-is,bioage,2013,birthm
soep-is,ma11_Inno_final,2011,awoch,soep-is,bioage,2013,birthpw
soep-is,h11_Inno_final,2011,hkgebd,soep-is,bioage,2013,birthy
soep-is,h11_Inno_final,2011,hkgeba,soep-is,bioage,2013,birthy
soep-is,ma11_Inno_final,2011,agebj,soep-is,bioage,2013,birthy
soep-is,h11_Inno_final,2011,hkgebb,soep-is,bioage,2013,birthy
soep-is,mb11_inno_final,2011,bgebj,soep-is,bioage,2013,birthy
soep-is,h11_Inno_final,2011,hkgebf,soep-is,bioage,2013,birthy
soep-is,mc11_Inno_final,2011,cgebj,soep-is,bioage,2013,birthy
soep-is,h11_Inno_final,2011,hkgebe,soep-is,bioage,2013,birthy
soep-is,h11_Inno_final,2011,hkgebc,soep-is,bioage,2013,birthy
soep-is,mc11_Inno_final,2011,cein1,soep-is,bioage,2013,care1
soep-is,ma11_Inno_final,2011,aein1,soep-is,bioage,2013,care1
soep-is,mb11_inno_final,2011,bein1,soep-is,bioage,2013,care1
soep-is,ma11_Inno_final,2011,aeins,soep-is,bioage,2013,care1h
soep-is,mb11_inno_final,2011,bein1s,soep-is,bioage,2013,care1h
soep-is,mc11_Inno_final,2011,cein1s,soep-is,bioage,2013,care1h
soep-is,mc11_Inno_final,2011,cbet5,soep-is,bioage,2013,care2
soep-is,mb11_inno_final,2011,bbet5,soep-is,bioage,2013,care2
soep-is,ma11_Inno_final,2011,abet5,soep-is,bioage,2013,care2
soep-is,mc11_Inno_final,2011,cbet3,soep-is,bioage,2013,care3
soep-is,ma11_Inno_final,2011,abet3,soep-is,bioage,2013,care3
soep-is,mb11_inno_final,2011,bbet3,soep-is,bioage,2013,care3
soep-is,mc11_Inno_final,2011,cbet1,soep-is,bioage,2013,care4
soep-is,ma11_Inno_final,2011,abet1,soep-is,bioage,2013,care4
soep-is,mb11_inno_final,2011,bbet1,soep-is,bioage,2013,care4
soep-is,ma11_Inno_final,2011,abet2,soep-is,bioage,2013,care5
soep-is,mc11_Inno_final,2011,cbet2,soep-is,bioage,2013,care5
soep-is,mb11_inno_final,2011,bbet2,soep-is,bioage,2013,care5
soep-is,mc11_Inno_final,2011,cbet4,soep-is,bioage,2013,care6
soep-is,ma11_Inno_final,2011,abet4,soep-is,bioage,2013,care6
soep-is,mb11_inno_final,2011,bbet4,soep-is,bioage,2013,care6
soep-is,mc11_Inno_final,2011,cverg10,soep-is,bioage,2013,char10
soep-is,mb11_inno_final,2011,bvergl1,soep-is,bioage,2013,char1a
soep-is,mc11_Inno_final,2011,cverg01,soep-is,bioage,2013,char1b
soep-is,mc11_Inno_final,2011,cverg07,soep-is,bioage,2013,char2
soep-is,mb11_inno_final,2011,bvergl2,soep-is,bioage,2013,char2
soep-is,mb11_inno_final,2011,bvergl3,soep-is,bioage,2013,char3
soep-is,mc11_Inno_final,2011,cverg08,soep-is,bioage,2013,char3
soep-is,mc11_Inno_final,2011,cverg09,soep-is,bioage,2013,char4
soep-is,mb11_inno_final,2011,bvergl4,soep-is,bioage,2013,char4
soep-is,mc11_Inno_final,2011,cverg02,soep-is,bioage,2013,char5
soep-is,mc11_Inno_final,2011,cverg03,soep-is,bioage,2013,char6
soep-is,mc11_Inno_final,2011,cverg04,soep-is,bioage,2013,char7
soep-is,mc11_Inno_final,2011,cverg05,soep-is,bioage,2013,char8
soep-is,mc11_Inno_final,2011,cverg06,soep-is,bioage,2013,char9
soep-is,ma11_Inno_final,2011,akop,soep-is,bioage,2013,circum
soep-is,ma11_Inno_final,2011,astor,soep-is,bioage,2013,disord
soep-is,ma11_Inno_final,2011,astor1,soep-is,bioage,2013,disord1
soep-is,ma11_Inno_final,2011,astor2,soep-is,bioage,2013,disord2
soep-is,ma11_Inno_final,2011,astor3,soep-is,bioage,2013,disord3
soep-is,ma11_Inno_final,2011,astor4,soep-is,bioage,2013,disord4
soep-is,ma11_Inno_final,2011,astor5,soep-is,bioage,2013,disord5
soep-is,ma11_Inno_final,2011,astor6,soep-is,bioage,2013,disord6
soep-is,ma11_Inno_final,2011,astor7,soep-is,bioage,2013,disord7
soep-is,ma11_Inno_final,2011,astor8,soep-is,bioage,2013,disord8
soep-is,ma11_Inno_final,2011,astor9,soep-is,bioage,2013,disord9
soep-is,mc11_Inno_final,2011,csch4,soep-is,bioage,2013,donegra1
soep-is,mc11_Inno_final,2011,csch5,soep-is,bioage,2013,donegra2
soep-is,mc11_Inno_final,2011,csch6,soep-is,bioage,2013,donegra3
soep-is,ma11_Inno_final,2011,agro,soep-is,bioage,2013,height
soep-is,mc11_Inno_final,2011,cgro,soep-is,bioage,2013,height
soep-is,mb11_inno_final,2011,bgro,soep-is,bioage,2013,height
soep-is,mc11_Inno_final,2011,csch1,soep-is,bioage,2013,idegrad1
soep-is,mc11_Inno_final,2011,csch2,soep-is,bioage,2013,idegrad2
soep-is,mc11_Inno_final,2011,csch3,soep-is,bioage,2013,idegrad3
soep-is,mc11_Inno_final,2011,cstor,soep-is,bioage,2013,ill0
soep-is,mb11_inno_final,2011,bstor,soep-is,bioage,2013,ill0
soep-is,mc11_Inno_final,2011,cstor1,soep-is,bioage,2013,ill10
soep-is,mb11_inno_final,2011,bstor01,soep-is,bioage,2013,ill11
soep-is,mb11_inno_final,2011,bstor02,soep-is,bioage,2013,ill12
soep-is,mb11_inno_final,2011,bstor03,soep-is,bioage,2013,ill13
soep-is,mb11_inno_final,2011,bstor04,soep-is,bioage,2013,ill14
soep-is,mc11_Inno_final,2011,cstor2,soep-is,bioage,2013,ill2
soep-is,mb11_inno_final,2011,bstor05,soep-is,bioage,2013,ill2
soep-is,mb11_inno_final,2011,bstor06,soep-is,bioage,2013,ill3
soep-is,mb11_inno_final,2011,bstor07,soep-is,bioage,2013,ill4
soep-is,mc11_Inno_final,2011,cstor3,soep-is,bioage,2013,ill4
soep-is,mc11_Inno_final,2011,cstor4,soep-is,bioage,2013,ill5
soep-is,mb11_inno_final,2011,bstor08,soep-is,bioage,2013,ill5
soep-is,mb11_inno_final,2011,bstor09,soep-is,bioage,2013,ill6
soep-is,mc11_Inno_final,2011,cstor5,soep-is,bioage,2013,ill7
soep-is,mb11_inno_final,2011,bstor10,soep-is,bioage,2013,ill7
soep-is,mc11_Inno_final,2011,cstor6,soep-is,bioage,2013,ill8
soep-is,mb11_inno_final,2011,bstor11,soep-is,bioage,2013,ill8
soep-is,mc11_Inno_final,2011,cstor7,soep-is,bioage,2013,ill9
soep-is,mb11_inno_final,2011,bstor12,soep-is,bioage,2013,ill9
soep-is,mb11_inno_final,2011,bstor14,soep-is,bioage,2013,illno
soep-is,mc11_Inno_final,2011,cstor9,soep-is,bioage,2013,illno
soep-is,ma11_Inno_final,2011,aunt,soep-is,bioage,2013,lstmedex
soep-is,ma11_Inno_final,2011,auntno,soep-is,bioage,2013,lstmedex
soep-is,mc11_Inno_final,2011,csch4,soep-is,bioage,2013,probgra1
soep-is,mc11_Inno_final,2011,csch5,soep-is,bioage,2013,probgra2
soep-is,mc11_Inno_final,2011,csch6,soep-is,bioage,2013,probgra3
soep-is,mc11_Inno_final,2011,cein3,soep-is,bioage,2013,school
soep-is,mc11_Inno_final,2011,cein4,soep-is,bioage,2013,school
soep-is,mc11_Inno_final,2011,cein9,soep-is,bioage,2013,schoolallday
soep-is,h11_Inno_final,2011,hksexf,soep-is,bioage,2013,sex
soep-is,h11_Inno_final,2011,hksexd,soep-is,bioage,2013,sex
soep-is,h11_Inno_final,2011,hksexb,soep-is,bioage,2013,sex
soep-is,h11_Inno_final,2011,hksexe,soep-is,bioage,2013,sex
soep-is,h11_Inno_final,2011,hksexc,soep-is,bioage,2013,sex
soep-is,h11_Inno_final,2011,hksexa,soep-is,bioage,2013,sex
soep-is,mc11_Inno_final,2011,cgew,soep-is,bioage,2013,weight
soep-is,mb11_inno_final,2011,bgew,soep-is,bioage,2013,weight
soep-is,ma11_Inno_final,2011,agew,soep-is,bioage,2013,weightb
soep-is,mb11_inno_final,2011,bver01,soep-is,bioage,2014,behav1
soep-is,mc11_Inno_final,2011,cver01,soep-is,bioage,2014,behav1
soep-is,mb11_inno_final,2011,bver10,soep-is,bioage,2014,behav10
soep-is,mc11_Inno_final,2011,cver10,soep-is,bioage,2014,behav10
soep-is,mb11_inno_final,2011,bver11,soep-is,bioage,2014,behav11
soep-is,mc11_Inno_final,2011,cver11,soep-is,bioage,2014,behav11
soep-is,mc11_Inno_final,2011,cver12,soep-is,bioage,2014,behav12
soep-is,mb11_inno_final,2011,bver12,soep-is,bioage,2014,behav12
soep-is,mb11_inno_final,2011,bver13,soep-is,bioage,2014,behav13
soep-is,mc11_Inno_final,2011,cver13,soep-is,bioage,2014,behav13
soep-is,mb11_inno_final,2011,bver14,soep-is,bioage,2014,behav14
soep-is,mc11_Inno_final,2011,cver14,soep-is,bioage,2014,behav14
soep-is,mc11_Inno_final,2011,cver15,soep-is,bioage,2014,behav15
soep-is,mb11_inno_final,2011,bver15,soep-is,bioage,2014,behav15
soep-is,mb11_inno_final,2011,bver16,soep-is,bioage,2014,behav16
soep-is,mc11_Inno_final,2011,cver16,soep-is,bioage,2014,behav16
soep-is,mb11_inno_final,2011,bver17,soep-is,bioage,2014,behav17
soep-is,mc11_Inno_final,2011,cver17,soep-is,bioage,2014,behav17
soep-is,mc11_Inno_final,2011,cver02,soep-is,bioage,2014,behav2
soep-is,mb11_inno_final,2011,bver02,soep-is,bioage,2014,behav2
soep-is,mc11_Inno_final,2011,cver03,soep-is,bioage,2014,behav3
soep-is,mb11_inno_final,2011,bver03,soep-is,bioage,2014,behav3
soep-is,mb11_inno_final,2011,bver04,soep-is,bioage,2014,behav4
soep-is,mc11_Inno_final,2011,cver04,soep-is,bioage,2014,behav4
soep-is,mb11_inno_final,2011,bver05,soep-is,bioage,2014,behav5
soep-is,mc11_Inno_final,2011,cver05,soep-is,bioage,2014,behav5
soep-is,mb11_inno_final,2011,bver06,soep-is,bioage,2014,behav6
soep-is,mc11_Inno_final,2011,cver06,soep-is,bioage,2014,behav6
soep-is,mb11_inno_final,2011,bver07,soep-is,bioage,2014,behav7
soep-is,mc11_Inno_final,2011,cver07,soep-is,bioage,2014,behav7
soep-is,mc11_Inno_final,2011,cver08,soep-is,bioage,2014,behav8
soep-is,mb11_inno_final,2011,bver08,soep-is,bioage,2014,behav8
soep-is,mc11_Inno_final,2011,cver09,soep-is,bioage,2014,behav9
soep-is,mb11_inno_final,2011,bver09,soep-is,bioage,2014,behav9
soep-is,h11_Inno_final,2011,hkgebmob,soep-is,bioage,2014,birthm
soep-is,h11_Inno_final,2011,hkgebmoa,soep-is,bioage,2014,birthm
soep-is,h11_Inno_final,2011,hkgebmod,soep-is,bioage,2014,birthm
soep-is,mb11_inno_final,2011,bgebm,soep-is,bioage,2014,birthm
soep-is,h11_Inno_final,2011,hkgebmoe,soep-is,bioage,2014,birthm
soep-is,h11_Inno_final,2011,hkgebmof,soep-is,bioage,2014,birthm
soep-is,h11_Inno_final,2011,hkgebmoc,soep-is,bioage,2014,birthm
soep-is,mc11_Inno_final,2011,cgebm,soep-is,bioage,2014,birthm
soep-is,ma11_Inno_final,2011,agebm,soep-is,bioage,2014,birthm
soep-is,ma11_Inno_final,2011,awoch,soep-is,bioage,2014,birthpw
soep-is,h11_Inno_final,2011,hkgebb,soep-is,bioage,2014,birthy
soep-is,h11_Inno_final,2011,hkgeba,soep-is,bioage,2014,birthy
soep-is,ma11_Inno_final,2011,agebj,soep-is,bioage,2014,birthy
soep-is,h11_Inno_final,2011,hkgebd,soep-is,bioage,2014,birthy
soep-is,h11_Inno_final,2011,hkgebc,soep-is,bioage,2014,birthy
soep-is,h11_Inno_final,2011,hkgebf,soep-is,bioage,2014,birthy
soep-is,mb11_inno_final,2011,bgebj,soep-is,bioage,2014,birthy
soep-is,h11_Inno_final,2011,hkgebe,soep-is,bioage,2014,birthy
soep-is,mc11_Inno_final,2011,cgebj,soep-is,bioage,2014,birthy
soep-is,mb11_inno_final,2011,bein1,soep-is,bioage,2014,care1
soep-is,mc11_Inno_final,2011,cein1,soep-is,bioage,2014,care1
soep-is,ma11_Inno_final,2011,aein1,soep-is,bioage,2014,care1
soep-is,mc11_Inno_final,2011,cein1s,soep-is,bioage,2014,care1h
soep-is,ma11_Inno_final,2011,aeins,soep-is,bioage,2014,care1h
soep-is,mb11_inno_final,2011,bein1s,soep-is,bioage,2014,care1h
soep-is,mb11_inno_final,2011,bbet5,soep-is,bioage,2014,care2
soep-is,mc11_Inno_final,2011,cbet5,soep-is,bioage,2014,care2
soep-is,ma11_Inno_final,2011,abet5,soep-is,bioage,2014,care2
soep-is,mc11_Inno_final,2011,cbet3,soep-is,bioage,2014,care3
soep-is,ma11_Inno_final,2011,abet3,soep-is,bioage,2014,care3
soep-is,mb11_inno_final,2011,bbet3,soep-is,bioage,2014,care3
soep-is,mc11_Inno_final,2011,cbet1,soep-is,bioage,2014,care4
soep-is,mb11_inno_final,2011,bbet1,soep-is,bioage,2014,care4
soep-is,ma11_Inno_final,2011,abet1,soep-is,bioage,2014,care4
soep-is,ma11_Inno_final,2011,abet2,soep-is,bioage,2014,care5
soep-is,mc11_Inno_final,2011,cbet2,soep-is,bioage,2014,care5
soep-is,mb11_inno_final,2011,bbet2,soep-is,bioage,2014,care5
soep-is,mb11_inno_final,2011,bbet4,soep-is,bioage,2014,care6
soep-is,ma11_Inno_final,2011,abet4,soep-is,bioage,2014,care6
soep-is,mc11_Inno_final,2011,cbet4,soep-is,bioage,2014,care6
soep-is,mc11_Inno_final,2011,cverg10,soep-is,bioage,2014,char10
soep-is,mb11_inno_final,2011,bvergl1,soep-is,bioage,2014,char1a
soep-is,mc11_Inno_final,2011,cverg01,soep-is,bioage,2014,char1b
soep-is,mb11_inno_final,2011,bvergl2,soep-is,bioage,2014,char2
soep-is,mc11_Inno_final,2011,cverg07,soep-is,bioage,2014,char2
soep-is,mc11_Inno_final,2011,cverg08,soep-is,bioage,2014,char3
soep-is,mb11_inno_final,2011,bvergl3,soep-is,bioage,2014,char3
soep-is,mb11_inno_final,2011,bvergl4,soep-is,bioage,2014,char4
soep-is,mc11_Inno_final,2011,cverg09,soep-is,bioage,2014,char4
soep-is,mc11_Inno_final,2011,cverg02,soep-is,bioage,2014,char5
soep-is,mc11_Inno_final,2011,cverg03,soep-is,bioage,2014,char6
soep-is,mc11_Inno_final,2011,cverg04,soep-is,bioage,2014,char7
soep-is,mc11_Inno_final,2011,cverg05,soep-is,bioage,2014,char8
soep-is,mc11_Inno_final,2011,cverg06,soep-is,bioage,2014,char9
soep-is,ma11_Inno_final,2011,akop,soep-is,bioage,2014,circum
soep-is,ma11_Inno_final,2011,astor,soep-is,bioage,2014,disord
soep-is,ma11_Inno_final,2011,astor1,soep-is,bioage,2014,disord1
soep-is,ma11_Inno_final,2011,astor2,soep-is,bioage,2014,disord2
soep-is,ma11_Inno_final,2011,astor3,soep-is,bioage,2014,disord3
soep-is,ma11_Inno_final,2011,astor4,soep-is,bioage,2014,disord4
soep-is,ma11_Inno_final,2011,astor5,soep-is,bioage,2014,disord5
soep-is,ma11_Inno_final,2011,astor6,soep-is,bioage,2014,disord6
soep-is,ma11_Inno_final,2011,astor7,soep-is,bioage,2014,disord7
soep-is,ma11_Inno_final,2011,astor8,soep-is,bioage,2014,disord8
soep-is,ma11_Inno_final,2011,astor9,soep-is,bioage,2014,disord9
soep-is,mc11_Inno_final,2011,csch4,soep-is,bioage,2014,donegra1
soep-is,mc11_Inno_final,2011,csch5,soep-is,bioage,2014,donegra2
soep-is,mc11_Inno_final,2011,csch6,soep-is,bioage,2014,donegra3
soep-is,mc11_Inno_final,2011,cgro,soep-is,bioage,2014,height
soep-is,ma11_Inno_final,2011,agro,soep-is,bioage,2014,height
soep-is,mb11_inno_final,2011,bgro,soep-is,bioage,2014,height
soep-is,mc11_Inno_final,2011,csch1,soep-is,bioage,2014,idegrad1
soep-is,mc11_Inno_final,2011,csch2,soep-is,bioage,2014,idegrad2
soep-is,mc11_Inno_final,2011,csch3,soep-is,bioage,2014,idegrad3
soep-is,mc11_Inno_final,2011,cstor,soep-is,bioage,2014,ill0
soep-is,mb11_inno_final,2011,bstor,soep-is,bioage,2014,ill0
soep-is,mc11_Inno_final,2011,cstor1,soep-is,bioage,2014,ill10
soep-is,mb11_inno_final,2011,bstor01,soep-is,bioage,2014,ill11
soep-is,mb11_inno_final,2011,bstor02,soep-is,bioage,2014,ill12
soep-is,mb11_inno_final,2011,bstor03,soep-is,bioage,2014,ill13
soep-is,mb11_inno_final,2011,bstor04,soep-is,bioage,2014,ill14
soep-is,mb11_inno_final,2011,bstor05,soep-is,bioage,2014,ill2
soep-is,mc11_Inno_final,2011,cstor2,soep-is,bioage,2014,ill2
soep-is,mb11_inno_final,2011,bstor06,soep-is,bioage,2014,ill3
soep-is,mc11_Inno_final,2011,cstor3,soep-is,bioage,2014,ill4
soep-is,mb11_inno_final,2011,bstor07,soep-is,bioage,2014,ill4
soep-is,mc11_Inno_final,2011,cstor4,soep-is,bioage,2014,ill5
soep-is,mb11_inno_final,2011,bstor08,soep-is,bioage,2014,ill5
soep-is,mb11_inno_final,2011,bstor09,soep-is,bioage,2014,ill6
soep-is,mc11_Inno_final,2011,cstor5,soep-is,bioage,2014,ill7
soep-is,mb11_inno_final,2011,bstor10,soep-is,bioage,2014,ill7
soep-is,mc11_Inno_final,2011,cstor6,soep-is,bioage,2014,ill8
soep-is,mb11_inno_final,2011,bstor11,soep-is,bioage,2014,ill8
soep-is,mb11_inno_final,2011,bstor12,soep-is,bioage,2014,ill9
soep-is,mc11_Inno_final,2011,cstor7,soep-is,bioage,2014,ill9
soep-is,mb11_inno_final,2011,bstor14,soep-is,bioage,2014,illno
soep-is,mc11_Inno_final,2011,cstor9,soep-is,bioage,2014,illno
soep-is,ma11_Inno_final,2011,auntno,soep-is,bioage,2014,lstmedex
soep-is,ma11_Inno_final,2011,aunt,soep-is,bioage,2014,lstmedex
soep-is,mc11_Inno_final,2011,csch4,soep-is,bioage,2014,probgra1
soep-is,mc11_Inno_final,2011,csch5,soep-is,bioage,2014,probgra2
soep-is,mc11_Inno_final,2011,csch6,soep-is,bioage,2014,probgra3
soep-is,mc11_Inno_final,2011,cein3,soep-is,bioage,2014,school
soep-is,mc11_Inno_final,2011,cein4,soep-is,bioage,2014,school
soep-is,mc11_Inno_final,2011,cein9,soep-is,bioage,2014,schoolallday
soep-is,h11_Inno_final,2011,hksexd,soep-is,bioage,2014,sex
soep-is,h11_Inno_final,2011,hksexa,soep-is,bioage,2014,sex
soep-is,h11_Inno_final,2011,hksexc,soep-is,bioage,2014,sex
soep-is,h11_Inno_final,2011,hksexe,soep-is,bioage,2014,sex
soep-is,h11_Inno_final,2011,hksexf,soep-is,bioage,2014,sex
soep-is,h11_Inno_final,2011,hksexb,soep-is,bioage,2014,sex
soep-is,mb11_inno_final,2011,bgew,soep-is,bioage,2014,weight
soep-is,mc11_Inno_final,2011,cgew,soep-is,bioage,2014,weight
soep-is,ma11_Inno_final,2011,agew,soep-is,bioage,2014,weightb
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2013,mbklas
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2013,megp
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2013,misco88
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2013,misei
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2013,mmps
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2013,msiops
soep-is,l11_inno_final,2011,lv07,soep-is,bioparen,2013,vbklas
soep-is,l11_inno_final,2011,lv07,soep-is,bioparen,2013,vegp
soep-is,l11_inno_final,2011,lv07,soep-is,bioparen,2013,visco88
soep-is,l11_inno_final,2011,lv07,soep-is,bioparen,2013,visei
soep-is,l11_inno_final,2011,lv07,soep-is,bioparen,2013,vmps
soep-is,l11_inno_final,2011,lv07,soep-is,bioparen,2013,vsiops
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2014,mbklas
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2014,megp
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2014,misco88
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2014,misei
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2014,mmps
soep-is,l11_inno_final,2011,lm07,soep-is,bioparen,2014,msiops
soep-is,l11_inno_final,2011,lv07,soep-is,bioparen,2014,vbklas
soep-is,l11_inno_final,2011,lv07,soep-is,bioparen,2014,vegp
soep-is,l11_inno_final,2011,lv07,soep-is,bioparen,2014,visco88
soep-is,l11_inno_final,2011,lv07,soep-is,bioparen,2014,visei
soep-is,l11_inno_final,2011,lv07,soep-is,bioparen,2014,vmps
