study,questionnaire,question,item,number,concept,text,instruction,answer_list,scale,filter,goto,label,description,dummy,meta,view_sort_id,view_lft,view_rgt,view_import_note,view_import_concept,view_import_type,view_first_concept,view_calculated_number,view_calculated_item,text_de,instruction_de
soep-is,soep-is-2011,Q55,,0,," To what extent do you consider the following attributes typically feminine or typically masculine? Please say whether you consider each attribute typically feminine, somewhat feminine, neither feminine nor masculine, somewhat masculine, or typically masculine. ",,,txt,,,,,,,136,103,106,,,,,,,"Inwiefern halten Sie die folgenden Eigenschaften für typisch weiblich oder typisch männlich? Bitte sagen Sie mir für jede Eigenschaft, ob Sie diese typisch weiblich, eher weiblich, weder typisch weiblich noch typisch männlich, eher männlich oder typisch männlich finden.",
soep-is,soep-is-2011,Q55,0,0,,...cold-hearted ,,q55,cat,,,,,,,140,,,,,,,,, ...kaltherzig,
soep-is,soep-is-2011,Q56M,,0,,"The next question is about the various attributes that men might possess today. Think of someone you would consider a typical man. Please rate the likelihood of a typical man possessing each of the following attributes, in your opinion.",,,txt,,,,,,,141,104,108,,,,,,,"Nun geht es um verschiedene Eigenschaften, die Männer heutzutage besitzen können. Denken Sie jetzt an einen für Sie typischen Mann. Bitte bewerten Sie nun, mit welcher Wahrscheinlichkeit Ihrer Meinung nach ein typischer Mann die folgenden Eigenschaften besitzt.","-> Liste 56 vorlegen
Antworten Sie bitte anhand der folgenden Skala. Der Wert 1 bedeutet: sehr unwahrscheinlich. Der Wert 7 bedeutet: sehr wahrscheinlich. Mit den Werten dazwischen können Sie Ihre Meinung abstufen."
soep-is,soep-is-2011,Q56M,0,0,,Gullible,,q56,cat,,,,,,,156,,,,,,,,,Leichtgläubig,
soep-is,soep-is-2011,Q57F,,0,,The next question is about the various attributes that women might possess today. Think of someone you would consider at typical woman. Please rate the likelihood of a typical woman possessing each of the following attributes  in your opinion.,,,txt,,,,,,,157,106,110,,,,,,,"Jetzt geht es um verschiedene Eigenschaften, die Frauen heutzutage besitzen können. Denken Sie jetzt an eine für Sie typische Frau. Bitte bewerten Sie nun, mit welcher Wahrscheinlichkeit Ihrer Meinung nach eine typische Frau die folgenden Eigenschaften besitzt.","-> Liste 56 vorlegen
Antworten Sie bitte anhand der folgenden Skala. Der Wert 1 bedeutet: sehr unwahrscheinlich. Der Wert 7 bedeutet: sehr wahrscheinlich. Mit den Werten dazwischen können Sie Ihre Meinung abstufen."
soep-is,soep-is-2011,Q57F,0,0,,Gullible,,q57,cat,,,,,,,172,,,,,,,,,Leichtgläubig,
soep-is,soep-is-2011,Q58,,0,,"Generally speaking, how much are you interested in politics? Very interested, moderately interested, not so interested, or completely disinterested?",,q58,cat,,,,,,,173,108,111,,,,"",,,"Einmal ganz allgemein gesprochen: Wie stark interessieren Sie sich für Politik? Sehr stark, stark, nicht so stark oder überhaupt nicht?",
soep-is,soep-is-2011,Q59,,0,,"Many people in Germany lean towards one party in the long term, even if they occasionally vote for another party. Do you lean towards a particular party?",,q59,cat,,,,,,,174,110,112,,,,"",,,"Viele Leute in der Bundesrepublik neigen längere Zeit einer bestimmten Partei zu, obwohl sie auch ab und zu eine andere Partei wählen. Wie ist das bei Ihnen: Neigen Sie einer bestimmten Partei in Deutschland zu?",
soep-is,soep-is-2011,Q60,,0,,Toward which party do you lean?,,q60,cat,,,,,,,175,111,114,,,,"",,,Welcher Partei neigen Sie zu?,
soep-is,soep-is-2011,Q60,0,0,,"Other, namely:",,,chr,,,,,,,176,,,,,,,,,Andere und zwar:,
soep-is,soep-is-2011,Q60b,,0,,Are you a member of one of the following organisations or unions?,,,txt,,,,,,,177,112,116,,,,,,,Sind Sie Mitglied in einer der folgenden Organisationen bzw. Verbände?,
soep-is,soep-is-2011,Q60b,0,0,,In a club or similar organization?,,q261,cat,,,,,,,182,,,,,,,,,in einem Verein oder einer sonstigen Organisation?,
soep-is,soep-is-2011,Q61,,0,,"Which of the following activities do you take part in during your free time? Please check off how often you do each activity: at least once a week, at least once a month, less often, never.",,,txt,,,,,,,183,114,118,,,,,,,"Welche der folgenden Tätigkeiten üben Sie in Ihrer freien Zeit aus? Geben Sie bitte zu jeder Tätigkeit an, wie oft Sie das machen: jede Woche, jeden Monat, seltener oder nie?",
soep-is,soep-is-2011,Q61,0,0,,Attending church / religious events,,q61,cat,,,,,,,192,,,,,,,,,"Kirchgang, Besuch religiöser Veranstaltungen",
soep-is,soep-is-2011,Q62,,0,,Do you have German citizenship?,,q62,cat,Q1;Lela=2,,,,,,193,116,119,,,,"",,,Haben Sie die deutsche Staatsangehörigkeit?,
soep-is,soep-is-2011,Q63,,0,,What is your country of citizenship?,,,chr,Q62;PSTA1=2,,,,,,194,118,120,,,,"",,,Welche Staatsangehörigkeit haben Sie?,
soep-is,soep-is-2011,Q64,,0,,What is your marital status?,,q64,cat,Q1;Lela=2,,,,,,195,119,121,,,,"",,,Wie ist Ihr Familienstand?,-> Liste 64 vorlegen
soep-is,soep-is-2011,Q65,,0,,Are you in a serious / permanent relationship?,,q65,cat,"Q64;PFAMST=2,7,3,4,5,9",,,,,,196,120,122,,,,"",,,Haben Sie derzeit eine feste Partnerschaft?,
soep-is,soep-is-2011,Q66,,0,,Does your partner live with you in this household?,,q66,cat,Q65;PP1=1,,,,,,197,121,123,,,,"",,,Wohnt Ihr Partner / Ihre Partnerin hier im Haushalt?,
soep-is,soep-is-2011,Q67,,0,,Were you born in Germany?,,q67,cat,,,,,,,198,122,124,,,,"",,,Sind Sie in Deutschland geboren?,Gemeint ist Deutschland beziehungsweise die Bundesrepublik Deutschland oder die Deutsche Demokratische Republik in den Staatsgrenzen zur Zeit Ihrer Geburt.
soep-is,soep-is-2011,Q68,,0,,What country were you born in?,,,chr,Q67;LSTA1=2,,,,,,199,123,125,,,,"",,,In welchem Land sind Sie geboren?,Bitte heutige Bezeichnung eintragen!
soep-is,soep-is-2011,Q69,,0,,When did you move to the Federal Republic of Germany?,,,txt,Q67;LSTA1=2,,,,,,200,124,127,,,,,,,Wann sind Sie in die Bundesrepublik Deutschland zugezogen?,
soep-is,soep-is-2011,Q69,0,0,,In year:,,,int,,,,,,,201,,,,,,,,,Im Jahr:,
soep-is,soep-is-2011,Q70,,0,,Do you have German citizenship?,,q70,cat,,,,,,,202,125,128,,,,"",,,Haben Sie die deutsche Staatsangehörigkeit?,
soep-is,soep-is-2011,Q71,,0,,What is your country of citizenship?,,,chr,Q70;LSTA1a=2,,,,,,203,127,129,,,,"",,,Welche Staatsangehörigkeit haben Sie?,
soep-is,soep-is-2011,Q72,,0,,"Have you had German citizenship since your birth, or did you acquire German citizenship later?",,q72,cat,Q70;LSTA1a=1,,,,,,204,128,130,,,,"",,,Haben Sie die deutsche Staatsangehörigkeit seit Geburt oder erst später erworben?,
soep-is,soep-is-2011,Q73,,0,,"In the following, it is about partnership and marriage. The questions are always asked in terms of the relationship, regardless of whether you got married in this relationship or not. Whether you have been married in the particular relationship or not will be clarified in subsequent questions. The questionsare about both, the current relationship, as well about former relationships. We begin with the current relationship and then ask you retrospectively about the steady relationships you had before.
Conrcening the previous relations, we speak of a steady relationship if it lasted six months or longer.",,,txt,,,,,,,205,129,131,,,,,,,"Im Folgenden geht es um Partnerschaft und Ehe.
Die Fragen werden immer in Bezug auf die Beziehung gestellt, unabhängig davon, ob Sie in dieser Beziehung geheiratet haben oder nicht.
Ob Sie in dieser Beziehung geheiratet haben, wird erst in den Folgefragen geklärt.
Bei den Fragen geht es sowohl um die aktuelle Beziehung, als auch um frühere Beziehungen.
Wir beginnen mit der aktuellen Beziehung und fragen dann rückblickend nach den festen Beziehungen, die Sie vorher hatten.
Bei den früheren Beziehungen sprechen wir dann von fester Beziehung, wenn diese sechs Monate oder länger andauerte.",
soep-is,soep-is-2011,Q74,,0,,Are you in a steady/commited relationship?,,q74,cat,,,,,,,206,130,132,,,,"",,,Wie ist das derzeit: Haben Sie eine feste Beziehung?,
soep-is,soep-is-2011,Q75,,0,,Please state the first name of your partner.,,,chr,Q74;PP1a=1,,,,,,207,131,133,,,,"",,,Bitte geben Sie den Vornamen Ihres Partners / Ihrer Partnerin an.,Vorname eintragen:
soep-is,soep-is-2011,Q76,,0,,Since when have you been in a relationship with <first name>?,,,txt,Q74;PP1a=1,,,,,,208,132,135,,,,,,,Seit wann besteht die Beziehung zu <Vorname>?,
soep-is,soep-is-2011,Q76,0,0,,Since year...,,,int,,,,,,,209,,,,,,,,,Seit … Jahr,
soep-is,soep-is-2011,Q77,,0,, Does <first name> live in this household?,,q77,cat,Q74;PP1a=1,,,,,,210,133,136,,,,"",,,Wohnt <Vorname> hier im Haushalt?,
soep-is,soep-is-2011,Q78,,0,,When did you move in together with <first name>?,,,txt,Q77;PP2a=1,,,,,,211,135,138,,,,,,,Wann sind Sie mit <Vorname> zusammen gezogen?,Gemeint ist das Jahr der ersten gemeinsamen Wohnung.
soep-is,soep-is-2011,Q78,0,0,,Since year...,,,int,,,,,,,212,,,,,,,,,Seit … Jahr,
soep-is,soep-is-2011,Q79,,0,,Did you ever live with <first name> before?,,q79,cat,Q77;PP2a=2,,,,,,213,136,139,,,,"",,,Haben Sie früher einmal mit <Vorname> zusammen gelebt?,
soep-is,soep-is-2011,Q80,,0,,"In what year did you give up the shared dwelling, or when did you or your partner move out?",,,txt,Q79;PPLEBA=1,,,,,,214,138,141,,,,,,,In welchem Jahr wurde die gemeinsame Wohnung aufgegeben beziehungsweise wann ist einer der Partner ausgezogen?,
soep-is,soep-is-2011,Q80,0,0,,Year,,,int,,,,,,,215,,,,,,,,,Jahr,
soep-is,soep-is-2011,Q81,,0,,Are you married to <first name>?,,q81,cat,Q74;PP1a=1,,,,,,216,139,142,,,,"",,,Sind Sie mit <Vorname> verheiratet?,
soep-is,soep-is-2011,Q81b,,0,,When did you enter into this marriage?,,,txt,,,,,,,217,141,144,,,,,,,Wann wurde diese Ehe geschlossen?,
soep-is,soep-is-2011,Q81b,0,0,,Year,,,int,,,,,,,218,,,,,,,,,Jahr,
soep-is,soep-is-2011,Q83,,0,,Now it is about previous relationships. Did you ever have a permanent relationship before your current one?,,q83,cat,,,,,,,219,142,145,,,,"",,,"Jetzt geht es um Ihre Beziehung davor, also die, die Sie vor der aktuellen Beziehung hatten. Hatten Sie davor eine feste Beziehung?",
soep-is,soep-is-2011,Q84,,0,,What year did that relationship start?,,,txt,Q83;PP1B=1,,,,,,220,144,147,,,,,,,In welchem Jahr begann diese Beziehung?,
soep-is,soep-is-2011,Q84,0,0,,Year,,,int,,,,,,,221,,,,,,,,,Jahr,
soep-is,soep-is-2011,Q85,,0,,And what year did that relationship end?,,,txt,Q83;PP1B=1,,,,,,222,145,149,,,,,,,Und in welchem Jahr endete diese Beziehung?,
soep-is,soep-is-2011,Q85,0,0,,Year,,,int,,,,,,,223,,,,,,,,,Jahr,
soep-is,soep-is-2011,Q86,,0,,How did that relationship end?,,q86,cat,Q83;PP1B=1,,,,,,224,147,150,,,,"",,,Wie endete die Beziehung? Durch Trennung oder durch Tod?,
soep-is,soep-is-2011,Q87,,0,,Did you live togehter with that partner?,,q87,cat,Q83;PP1B=1,,,,,,225,149,151,,,,"",,,Haben Sie mit diesem Partner / dieser Partnerin zusammen gelebt?,
soep-is,soep-is-2011,Q88,,0,,When did you move in with that partner?,,,txt,Q87;PPLEB1B=1,,,,,,226,150,153,,,,,,,Wann sind Sie mit diesem Partner / dieser Partnerin zusammen gezogen?,
soep-is,soep-is-2011,Q88,0,0,,Year,,,int,,,,,,,227,,,,,,,,,Jahr,
soep-is,soep-is-2011,Q89,,0,,"When did you give up your shared dwelling, or when did you or your partner move out?",,,txt,Q87;PPLEB1B=1,,,,,,228,151,155,,,,,,,Und wann wurde die gemeinsame Wohnung aufgegeben bzw. wann ist einer der Partner ausgezogen?,
soep-is,soep-is-2011,Q89,0,0,,"Does not apply, still living in the same dwelling although separated",,,bin,,,,,,,230,,,,,,,,,"Trifft nicht zu, wohnen trotz Trennung noch zusammen",
soep-is,soep-is-2011,Q90,,0,,Did you marry that partner?,,q90,cat,Q83;PP1B=1,,,,,,231,153,156,,,,"",,,Haben Sie diesen Partner / diese Partnerin damals geheiratet?,
soep-is,soep-is-2011,Q91,,0,,What year did you marry?,,,txt,Q90;PEHE1B=1,,,,,,232,155,158,,,,,,,Wann wurde diese Ehe geschlossen?,
soep-is,soep-is-2011,Q91,0,0,,Year,,,int,,,,,,,233,,,,,,,,,Jahr,
soep-is,soep-is-2011,Q92,,0,,Did you divorce?,,q92,cat,Q90;PEHE1B=1,,,,,,234,156,159,,,,"",,,Wurde diese Ehe geschieden?,
soep-is,soep-is-2011,Q93,,0,,When did you divorce?,,,txt,Q92;PEHE3B=1,,,,,,235,158,161,,,,,,,Wann wurde diese Ehe geschieden?,
soep-is,soep-is-2011,Q93,0,0,,Year,,,int,,,,,,,236,,,,,,,,,Jahr,
soep-is,soep-is-2011,Q94,,0,,Were you ever beem married to someone you have not mentioned so far?,,q94,cat,"Q81;PEHE1A=2,9 and Q90;PEHE1B=2,9",,,,,,237,159,162,,,,"",,,"Haben Sie in einer anderen, noch nicht genannten Beziehung geheiratet?",
soep-is,soep-is-2011,Q95,,0,,When did you marry that person?,,,int,Q94;PEHE1E=1,,,,,,238,161,163,,,,"",,,Wann wurde diese Ehe geschlossen?,
soep-is,soep-is-2011,Q96,,0,,Are you still married to that person?,,q96,cat,Q94;PEHE1E=1,,,,,,239,162,164,,,,"",,,Besteht diese Ehe noch?,
soep-is,soep-is-2011,Q97,,0,,When did that marriage end?,,,int,Q96;PEHE5E=2,,,,,,240,163,165,,,,"",,,Wann endete diese Ehe?,
soep-is,soep-is-2011,Q98,,0,,How did that marriage end? By daeth or by seperation?,,q98,cat,Q96;PEHE5E=2,,,,,,241,164,166,,,,"",,,Wie endete diese Ehe? Durch Scheidung oder durch Tod?,
soep-is,soep-is-2011,Q99_Q100,,0,,Did you or do you have any siblings?,,,txt,,,,,,,242,165,168,,,,,,,Haben oder hatten Sie Geschwister? Falls ja: wie viele Brüder und wie viele Schwestern?,
soep-is,soep-is-2011,Q99_Q100,0,0,,No,,,bin,,,,,,,245,,,,,,,,,Nein,
soep-is,soep-is-2011,LQ99_Q100R4,,0,,Is that your twin sister? / Is this your twin brother? / Is one of your siblings your twin?,,q101,cat,Q99_Q100:LGESCH1!=1,,,,,,246,166,169,,,,"",,,Ist eines davon Ihr Zwillingsbruder oder Ihre Zwillingsschwester?,
soep-is,soep-is-2011,Q102,,0,,Do you or did you have children?,,,txt,,,,,,,247,168,171,,,,,,,Haben oder hatten Sie Kinder?,Gemeint sind leibliche oder adoptierte Kinder (nicht Pflege- oder Stiefkinder).
soep-is,soep-is-2011,Q102,0,0,,"No, never had children",,,bin,,,,,,,249,,,,,,,,,"Nein, hatte nie Kinder",
soep-is,soep-is-2011,Q104Info,,0,,We would now like some general information about each of your children. Please start with your first (oldest) child and end with your last (youngest) child.,,,txt,Q102:LKNO=1,,,,,,250,169,172,,,,,,,"Nun hätten wir gerne zu jedem Ihrer Kinder ein paar allgemeine Angaben. Bitte beginnen Sie mit Ihrem ersten, also ältesten Kind, und dann dem Alter nach, das Jüngste zuletzt. ",
soep-is,soep-is-2011,Q105,,0,,Please state the first name of your child.,,,txt,,,,,,,251,171,174,,,,,,,Bitte nennen Sie mir den Vornamen Ihres Kindes.,
soep-is,soep-is-2011,Q105,0,0,,Prename,,,chr,,,,,,,252,,,,,,,,,Vorname,
soep-is,soep-is-2011,Q106,,0,,<first name>  is ... ,,q106,cat,,,,,,,253,172,175,,,,"",,,<Vorname> ist …,
soep-is,soep-is-2011,Q107,,0,,What year was <first name> born?,,,txt,,,,,,,254,174,177,,,,,,,In welchem Jahr ist <Vorname> geboren?,
soep-is,soep-is-2011,Q107,0,0,,Year of birth,,,int,,,,,,,255,,,,,,,,,Geburtsjahr,
soep-is,soep-is-2011,Q108,,0,,Where does <first name> live?,,q108,cat,,,,,,,256,175,178,,,,"",,,Wo lebt <Vorname> heute?,Liste 108 vorlegen
soep-is,soep-is-2011,Q109Einleitung,,0,,"And now about your close and extended family.Which of the following family members do you have? For each, indicate how many such relatives you have, whether they live in your household, and if not, how far away they reside.",,,txt,,,,,,,257,177,179,,,,,,,"Und nun nochmals zu Ihrem engeren wie weiteren Familienkreis. Welche der folgenden Verwandten haben Sie gegenwärtig? Für diese Personen geben Sie bitte die Anzahl an und zusätzlich, ob sie in Ihrem Haushalt leben bzw. wie weit entfernt sie wohnen.",
soep-is,soep-is-2011,Q109,,0,,Which of the following family members do you have?,,,txt,,,,,,,258,178,181,,,,,,,Welche der folgenden Verwandten haben sie?,Liste 109 vorlegen
soep-is,soep-is-2011,Q109,0,0,,No answer,,,bin,,,,,,,275,,,,,,,,,Keine Angabe,
soep-is,soep-is-2011,Q109C,,0,,Please specifiy the number of your former (marital) partner(s),,,txt,,,,,,,276,179,183,,,,,,,Geben Sie bitte die Anzahl Ihrer ehemaligen (Ehe-) Partner an.,
soep-is,soep-is-2011,Q109C,0,0,,Former (marital) partner,,,int,,,,,,,277,,,,,,,,,Anzahl Ihrer ehemaligen (Ehe-) Partner,
soep-is,soep-is-2011,Q109C.1,,0,,Please specifiy the number of your daughters.,,,txt,,,,,,,278,181,185,,,,,,,Geben Sie bitte die Anzahl Ihrer Töchter an.,
soep-is,soep-is-2011,Q109C.1,0,0,,Number of Daugther(s),,,int,,,,,,,279,,,,,,,,,Anzahl Ihrer Töchter:,
soep-is,soep-is-2011,Q109C.2,,0,,Please specifiy the number of your sons.,,,txt,,,,,,,280,183,187,,,,,,,Geben Sie bitte die Anzahl Ihrer Söhne an.,
soep-is,soep-is-2011,Q109C.2,0,0,,Number of Son(s),,,int,,,,,,,281,,,,,,,,,Anzahl Ihrer Söhne:,
soep-is,soep-is-2011,Q109C.3,,0,,Please specifiy the number of your sisters and half  sisters.,,,txt,,,,,,,282,185,189,,,,,,,"Geben Sie bitte die Anzahl Ihrer Schwestern, auch Halbgewister an.",
soep-is,soep-is-2011,Q109C.3,0,0,,Number of Sister(s) (including half-sisters),,,int,,,,,,,283,,,,,,,,,"Anzahl Ihrer Schwester, auch Halbgeschwister:",
soep-is,soep-is-2011,Q109C.4,,0,,Please specifiy the number of your brothers and half brothers.,,,txt,,,,,,,284,187,191,,,,,,,"Geben Sie bitte die Anzahl Ihrer Brüder, auch Halbgewister an.",
soep-is,soep-is-2011,Q109C.4,0,0,,Number of Brother(s) (including half-brothers),,,int,,,,,,,285,,,,,,,,,"Anzahl Ihrer Brüder, auch Halbgeschwister:",
soep-is,soep-is-2011,Q109C.5,,0,,Please specifiy the number of your grandmother(s).,,,txt,,,,,,,286,189,193,,,,,,,Geben Sie bitte die Anzahl Ihrer Großmütter an.,
soep-is,soep-is-2011,Q109C.5,0,0,,Number of Grandmother(s),,,int,,,,,,,287,,,,,,,,,Anzahl Ihrer Großmütter:,
soep-is,soep-is-2011,Q109C.6,,0,,Please specifiy the number of your grandfather(s),,,txt,,,,,,,288,191,195,,,,,,,Geben Sie bitte die Anzahl Ihrer Großväter an.,
soep-is,soep-is-2011,Q109C.6,0,0,,Number of Grandfather(s),,,int,,,,,,,289,,,,,,,,,Anzahl Ihrer Großväter:,
soep-is,soep-is-2011,Q109C.7,,0,,Please specifiy the number of your grandchild (ren),,,txt,,,,,,,290,193,197,,,,,,,Geben Sie bitte die Anzahl Ihrer Enkel an.,
soep-is,soep-is-2011,Q109C.7,0,0,,Grandchild(ren),,,int,,,,,,,291,,,,,,,,,Anzahl Ihrer Enkel:,
soep-is,soep-is-2011,Q109C.8,,0,,Please specifiy the number of your aunt(s)/ niece(s).,,,txt,,,,,,,292,195,199,,,,,,,Geben Sie bitte die Anzahl Ihrer Tanten/Nichten an.,
soep-is,soep-is-2011,Q109C.8,0,0,,Aunt(s) / niece(s),,,int,,,,,,,293,,,,,,,,,Anzahl Ihrer Tanten/Nichten:,
soep-is,soep-is-2011,Q109C.9,,0,,Please specifiy the number of your uncle(s)/ nephew (s).,,,txt,,,,,,,294,197,201,,,,,,,Geben Sie bitte die Anzahl Ihrer Onkel/Neffen an.,
soep-is,soep-is-2011,Q109C.9,0,0,,Number of Uncle(s) / nephew(s),,,int,,,,,,,295,,,,,,,,,Anzahl Ihrer Onkel/Neffen:,
soep-is,soep-is-2011,Q109C.10,,0,,Please specifiy the number of other relatives with whom you have close contact.,,,txt,,,,,,,296,199,203,,,,,,,"Geben Sie bitte die Anzahl Ihrer sonstigen Verwandten, mit denen Sie näheren Kontakt haben, an.",
