study,questionnaire,concept,question,item,number,text_de,text,instruction_de,instruction,answer_list,scale,filter,goto,label,description,dummy,meta,view_sort_id,view_lft,view_rgt,view_import_note,view_import_concept,view_import_type,view_first_concept,view_calculated_number,,,label_de,,,,,
soep-is,soep-is-2011,,Q44,,Q44,"Wie hoch ist der Betrag, den Sie oder ein anderes Haushaltsmitglied monatlich als Hilfe zum Lebensunterhalt erhalten?",What is the amount that you or another household member receive monthly as assistance for livelihood?,,,,txt,Q38:hdsh1=1,,,,,,102,8733,8737,,,,,,,,,,,,,
soep-is,soep-is-2011,hdsh2,Q44,hdsh2,Q44,Euro durchschnittlich pro Monat,Average amount per month: ...euros,,,,int,,,,,,,103,,,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q45,,Q45,Wie viel Grundsicherung im Alter oder bei Erwerbsminderung erhalten Sie oder ein anderes Haushaltsmitglied pro Monat?,How much are you or another household member currently receiving per month in basic income support for the elderly / those with reduced earning capacity (Grundsicherung im Alter oder bei Erwerbsminderung)?,,,,txt,Q38:hdgs1=1,,,,,,104,8735,8739,,,,,,,,,,,,,
soep-is,soep-is-2011,hdgs2,Q45,hdgs2,Q45,Euro durchschnittlich pro Monat,Average amount per month: ...euros,,,,int,,,,,,,105,,,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q46,,Q46,Wie viel Wohngeld oder Lastenzuschuss erhalten Sie oder ein anderes Haushaltsmitglied pro Monat?,How much housing allowance (Wohngeld oder Lastenzuschuss) are you or another household member currently receiving per month?,,,,txt,Q38:hdwg1=1,,,,,,106,8737,8741,,,,,,,,,,,,,
soep-is,soep-is-2011,hdwg2,Q46,hdwg2,Q46,Euro durchschnittlich pro Monat,Average amount per month: ...euros,,,,int,,,,,,,107,,,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q47,,Q47,Wenn man mal alle Einkünfte zusammennimmt: Wie hoch ist das monatliche Haushaltseinkommen aller Haushaltsmitglieder heute?,If you take a look at the total income from all members of the household: how high is the monthly household income today?,"Bitte geben Sie den monatlichen Netto-Betrag an, also nach Abzug von Steuern und Sozialabgaben. Regelmäßige Zahlungen wie Renten, Wohngeld, Kindergeld, BAföG, Unterhaltszahlungen usw. rechnen Sie bitte dazu!
Falls nicht genau bekannt: Bitte schätzen Sie den monatlichen Betrag.",,,txt,,,,,,,108,8739,8743,,,,,,,,,,,,,
soep-is,soep-is-2011,hnetto,Q47,hnetto,Q47,Euro im Monat,euros per month,,,,int,,,,,,,109,,,,,,,,,,,,,,,
soep-is,soep-is-2011,znetto,Q47N1,,Q47N1,Ist Ihr Haushaltseinkommen ...,Is your household income...,,,znettox1,cat,Q47:HNETTO=2,,,,,,110,8741,8744,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q47N2,,Q47N2,Ist Ihr Haushaltseinkommen ...,Is your household income...,,,znettox2,cat,Q47N1;ZNETTOX1=1,,,,,,111,8743,8745,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q47N3,,Q47N3,Ist Ihr Haushaltseinkommen ...,Is your household income...,,,znettox3,cat,Q47N1;ZNETTOX1=2,,,,,,112,8744,8746,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q47N4,,Q47N4,Ist Ihr Haushaltseinkommen ...,Is your household income...,,,znettox4,cat,Q47N3;ZNETTOX3=2,,,,,,113,8745,8747,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q47N5,,Q47N5,Ist Ihr Haushaltseinkommen ...,Is your household income...,,,znettox5,cat,Q47N4;ZNETTOX4=2 ,,,,,,114,8746,8748,,,,,,,,,,,,,
soep-is,soep-is-2011,hspar1,Q48,,Q48,"Bleibt Ihnen in der Regel monatlich ein gewisser Betrag übrig, den Sie sparen oder zurücklegen können, etwa für größere Anschaffungen, für Notlagen oder zur Vermögensbildung? Wenn ja, welcher Betrag etwa?","Do you usually have an amount of money left over at the end of the month that you can
save for larger purchases, emergency expenses or to acquire wealth? If yes, how much?",,,q48,cat,,,,,,,115,8747,8749,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q48.1,,Q48,Welcher Betrag etwa?,What amount?,,,,txt,,,,,,,116,8748,8751,,,,,,,,,,,,,
soep-is,soep-is-2011,hspar2,Q48.1,hspar2,Q48,Etwa Euro im Monat,About … euros per month,,,,int,,,,,,,117,,,,,,,,,,,,,,,
soep-is,soep-is-2011,hpfleg,Q49,,Q49,"Gibt es in Ihrem Haushalt jemand, der aus Alters- oder Krankheitsgründen oder wegen einer Behinderung dauernd hilfe- oder pflegebedürftig ist?","Does someone in your household need care or assistance on a constant basis due to age, sickness or medical treatment?",,,q49,cat,,,,,,,118,8749,8752,,,,,,,,,,,,,
soep-is,soep-is-2011,hpstuf,Q50,,Q50,"Erhält die hilfebedürftige Person Leistungen aus der Pflegeversicherung, und wenn ja, für welche Pflegestufe?","Does the person in need of care receive long-term care insurance benefits (Pflegeversicherung), and if so, at what care level (Pflegestufe)?",,,q50,cat,Q49:HPFLEG=1,,,,,,119,8751,8753,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q51,,Q51,Nun haben wir ein paar Fragen zu Ihrer Person.,Now we have a few question about you personally.,,,,txt,,,,,,,120,8752,8754,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q52,,Q52,Zunächst geht es um Ihre Zufriedenheit mit bestimmten Bereichen Ihres Lebens. Wie zufrieden sind Sie gegenwärtig mit den folgenden Bereichen Ihres Lebens? Wie zufrieden sind Sie …,first of all its is about your satisfaction with different areas in your life. How satisfied are you right now with the following areas of your life? How satisfied are you …,"Liste 52 vorlegen. Bitte geben Sie für jeden Bereich den Grad Ihrer Zufriedenheit an: Wenn Sie ganz und gar unzufrieden sind, den Wert """"0"""",
wenn Sie ganz und gar zufrieden sind, den Wert """"10"""". Wenn Sie teils zufrieden/teils unzufrieden sind, einen Wert dazwischen. TNZ trifft nicht zu",,,txt,,,,,,,121,8753,8763,,,,,,,,,,,,,
soep-is,soep-is-2011,pzuf01,Q52,pzuf01,Q52,mit Ihrer Gesundheit?,with your health?,,,q52,cat,,,,,,,122,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pzuf20,Q52,pzuf20,Q52,mit Ihrem Schlaf?,with your sleep?,,,q52,cat,,,,,,,123,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pzuf02,Q52,pzuf02,Q52,falls Sie erwerbstätig sind: mit Ihrer Arbeit?,with your work (if employed)?,,,q52.2,cat,,,,,,,124,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pzuf05,Q52,pzuf05,Q52,mit dem Einkommen Ihres Haushalts?,with your household income?,,,q52,cat,,,,,,,125,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pzuf04,Q52,pzuf04,Q52,falls Sie erwerbstätig sind: mit Ihrem persönlichen Einkommen?,with your personal income (if employed)?,,,q52.2,cat,,,,,,,126,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pzuf07,Q52,pzuf07,Q52,mit Ihrer Wohnung?,with your dwelling?,,,q52,cat,,,,,,,127,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pzuf08,Q52,pzuf08,Q52,mit Ihrer Freizeit?,with your leisure time?,,,q52,cat,,,,,,,128,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pzuf13,Q52,pzuf13,Q52,mit Ihrem Familienleben?,with your family life?,,,q52,cat,,,,,,,129,,,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q53,,Q53,"Bitte denken Sie an die letzten vier Wochen und sagen mir zu jedem der folgenden Gefühle, ob Sie dieses sehr selten, selten, manchmal, oft oder sehr oft erlebt haben. 
Wie oft haben Sie sich …","Thinking back on the last four weeks, please state how often you have experienced each of the following feelings very rarely, rarely, occasionally, often, or very often. How often have you felt...",Liste 53 vorlegen,Show list 53 ,,txt,,,,,,,130,8754,8768,,,,,,,,,,,,,
soep-is,soep-is-2011,pgef1,Q53,pgef1,Q53,ärgerlich gefühlt?,angry?,,,q53,cat,,,,,,,131,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pgef2,Q53,pgef2,Q53,ängstlich gefühlt?,worried?,,,q53,cat,,,,,,,132,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pgef3,Q53,pgef3,Q53,glücklich gefühlt?,happy?,,,q53,cat,,,,,,,133,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pgef4,Q53,pgef4,Q53,traurig gefühlt?,sad?,,,q53,cat,,,,,,,134,,,,,,,,,,,,,,,
soep-is,soep-is-2011,prisk,Q54,,Q54,"Wie schätzen Sie sich persönlich ein: Sind Sie im Allgemeinen ein risikobereiter Mensch oder versuchen Sie, Risiken zu vermeiden?",How do you see yourself: Are you generally a person who is fully prepared to take risks or do you try to avoid taking risks?,"Liste 54 vorlegen 
Antworten Sie bitte anhand der folgenden Skala. Der Wert 0 bedeutet: gar nicht risikobereit. Der Wert 10 bedeutet: sehr risikobereit. Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen.",,q54,cat,,,,,,,135,8763,8769,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q55,,Q55,"Inwiefern halten Sie die folgenden Eigenschaften für typisch weiblich oder typisch männlich? Bitte sagen Sie mir für jede Eigenschaft, ob Sie diese typisch weiblich, eher weiblich, weder typisch weiblich noch typisch männlich, eher männlich oder typisch männlich finden.","To what extent do you consider the following attributes typically feminine or typically masculine? Please say whether you consider each attribute typically feminine, somewhat feminine, neither feminine nor masculine, somewhat masculine, or typically masculine. ",,,,txt,,,,,,,136,8768,8774,,,,,,,,,,,,,
soep-is,soep-is-2011,ieigiat04,Q55,ieigiat04,Q55,warmherzig,warm-hearted,,,q55,cat,,,,,,,137,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ieigiat01,Q55,ieigiat01,Q55,lenkbar,acquiescent,,,q55,cat,,,,,,,138,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ieigiat03,Q55,ieigiat03,Q55,durchsetzungsfähig,assertive,,,q55,cat,,,,,,,139,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ieigiat02,Q55,ieigiat02,Q55,kaltherzig,cold-hearted ,,,q55,cat,,,,,,,140,,,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q56M,,Q56M,"Nun geht es um verschiedene Eigenschaften, die Männer heutzutage besitzen können. Denken Sie jetzt an einen für Sie typischen Mann. Bitte bewerten Sie nun, mit welcher Wahrscheinlichkeit Ihrer Meinung nach ein typischer Mann die folgenden Eigenschaften besitzt.","The next question is about the various attributes that men might possess today. Think of someone you would consider a typical man. Please rate the likelihood of a typical man possessing each of the following attributes, in your opinion.","Liste 56 vorlegen
Antworten Sie bitte anhand der folgenden Skala. Der Wert 1 bedeutet: sehr unwahrscheinlich. Der Wert 7 bedeutet: sehr wahrscheinlich. Mit den Werten dazwischen können Sie Ihre Meinung abstufen.",,,txt,,,,,,,141,8769,8790,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp101,Q56M,ityp101,Q56M,Aggressiv,Dictatorial,,,q56,cat,,,,,,,142,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp102,Q56M,ityp102,Q56M,Feinfühlig,Sensitive,,,q56,cat,,,,,,,143,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp103,Q56M,ityp103,Q56M,Mutig,Couragous,,,q56,cat,,,,,,,144,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp104,Q56M,ityp104,Q56M,Liebevoll,Affectionate,,,q56,cat,,,,,,,145,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp105,Q56M,ityp105,Q56M,Wagemutig,Daring,,,q56,cat,,,,,,,146,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp106,Q56M,ityp106,Q56M,Fürsorglich,Gentle,,,q56,cat,,,,,,,147,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp107,Q56M,ityp107,Q56M,Wetteifernd,Competititive,,,q56,cat,,,,,,,148,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp108,Q56M,ityp108,Q56M,Sanftmutig,Sympathetic,,,q56,cat,,,,,,,149,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp109,Q56M,ityp109,Q56M,Egoistisch,Egoistical,,,q56,cat,,,,,,,150,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp110,Q56M,ityp110,Q56M,Unterordnend,Subordinate self to others,,,q56,cat,,,,,,,151,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp111,Q56M,ityp111,Q56M,Prahlerisch,Boastful,,,q56,cat,,,,,,,152,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp112,Q56M,ityp112,Q56M,Unterwürfig,Servile,,,q56,cat,,,,,,,153,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp113,Q56M,ityp113,Q56M,Bestimmend,Aggressive,,,q56,cat,,,,,,,154,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp114,Q56M,ityp114,Q56M,Weinerlich,Whiny,,,q56,cat,,,,,,,155,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp115,Q56M,ityp115,Q56M,Leichtgläubig,Gullible,,,q56,cat,,,,,,,156,,,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q57F,,Q57F,"Jetzt geht es um verschiedene Eigenschaften, die Frauen heutzutage besitzen können. Denken Sie jetzt an eine für Sie typische Frau. Bitte bewerten Sie nun, mit welcher Wahrscheinlichkeit Ihrer Meinung nach eine typische Frau die folgenden Eigenschaften besitzt.",The next question is about the various attributes that women might possess today. Think of someone you would consider at typical woman. Please rate the likelihood of a typical woman possessing each of the following attributes  in your opinion.,"Liste 56 vorlegen
Antworten Sie bitte anhand der folgenden Skala. Der Wert 1 bedeutet: sehr unwahrscheinlich. Der Wert 7 bedeutet: sehr wahrscheinlich. Mit den Werten dazwischen können Sie Ihre Meinung abstufen.",,,txt,,,,,,,157,8774,8806,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp201,Q57F,ityp201,Q57F,Bestimmend,Aggressive,,,q57,cat,,,,,,,158,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp202,Q57F,ityp202,Q57F,Feinfühlig,Sensitive,,,q57,cat,,,,,,,159,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp203,Q57F,ityp203,Q57F,Mutig,Couragous,,,q57,cat,,,,,,,160,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp204,Q57F,ityp204,Q57F,Liebevoll,Affectionate,,,q57,cat,,,,,,,161,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp205,Q57F,ityp205,Q57F,Wagemutig,Daring,,,q57,cat,,,,,,,162,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp206,Q57F,ityp206,Q57F,Fürsorglich,Gentle,,,q57,cat,,,,,,,163,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp207,Q57F,ityp207,Q57F,Wetteifernd,Competitive,,,q57,cat,,,,,,,164,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp208,Q57F,ityp208,Q57F,Sanftmutig,Sympathetic,,,q57,cat,,,,,,,165,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp209,Q57F,ityp209,Q57F,Egoistisch,Egoistical,,,q57,cat,,,,,,,166,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp210,Q57F,ityp210,Q57F,Unterordnend,Subordinate self to others,,,q57,cat,,,,,,,167,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp211,Q57F,ityp211,Q57F,Prahlerisch,Boastful,,,q57,cat,,,,,,,168,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp212,Q57F,ityp212,Q57F,Unterwürfig,Servile,,,q57,cat,,,,,,,169,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp213,Q57F,ityp213,Q57F,Aggressiv,Dictatorial,,,q57,cat,,,,,,,170,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp214,Q57F,ityp214,Q57F,Weinerlich,Whiny,,,q57,cat,,,,,,,171,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ityp215,Q57F,ityp215,Q57F,Leichtgläubig,Gullible,,,q57,cat,,,,,,,172,,,,,,,,,,,,,,,
soep-is,soep-is-2011,ppol1,Q58,,Q58,"Einmal ganz allgemein gesprochen: Wie stark interessieren Sie sich für Politik? Sehr stark, stark, nicht so stark oder überhaupt nicht?","Generally speaking, how much are you interested in politics? Very interested, moderately interested, not so interested, or completely disinterested?",,,q58,cat,,,,,,,173,8790,8807,,,,,,,,,,,,,
soep-is,soep-is-2011,ppol2,Q59,,Q59,"Viele Leute in der Bundesrepublik neigen längere Zeit einer bestimmten Partei zu, obwohl sie auch ab und zu eine andere Partei wählen. Wie ist das bei Ihnen: Neigen Sie einer bestimmten Partei in Deutschland zu?","Many people in Germany lean towards one party in the long term, even if they occasionally vote for another party. Do you lean towards a particular party?",,,q59,cat,,,,,,,174,8806,8808,,,,,,,,,,,,,
soep-is,soep-is-2011,ppol3,Q60,,Q60,Welcher Partei neigen Sie zu?,Toward which party do you lean?,,,q60,cat,,,,,,,175,8807,8810,,,,,,,,,,,,,
soep-is,soep-is-2011,ppolso,Q60,ppolso,Q60,Andere und zwar:,"Other, namely:",,,,chr,,,,,,,176,,,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q60b,,Q60b,Sind Sie Mitglied in einer der folgenden Organisationen bzw. Verbände?,Are you a member of one of the following organisations or unions?,,,,txt,,,,,,,177,8808,8816,,,,,,,,,,,,,
soep-is,soep-is-2011,porg1,Q60b,porg1,Q60b,in einer Gewerkschaft?,In a trade union?,,,q261,cat,,,,,,,178,,,,,,,,,,,,,,,
soep-is,soep-is-2011,porg2,Q60b,porg2,Q60b,in einem Berufsverband?,In a professional body?,,,q261,cat,,,,,,,179,,,,,,,,,,,,,,,
soep-is,soep-is-2011,porg3,Q60b,porg3,Q60b,"im Betriebs- oder Personalrat der Firma oder Behörde, in der Sie arbeiten?",In a works council or staff council at your workplace,,,q261,cat,,,,,,,180,,,,,,,,,,,,,,,
soep-is,soep-is-2011,porg4,Q60b,porg4,Q60b,"in einer Gruppe oder Organisation, die sich für die Erhaltung und den Schutz von Umwelt und Natur einsetzt?",In an environmental or conservationist group or organization?,,,q261,cat,,,,,,,181,,,,,,,,,,,,,,,
soep-is,soep-is-2011,porg5,Q60b,porg5,Q60b,in einem Verein oder einer sonstigen Organisation?,In a club or similar organization?,,,q261,cat,,,,,,,182,,,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q61,,Q61,"Welche der folgenden Tätigkeiten üben Sie in Ihrer freien Zeit aus? Geben Sie bitte zu jeder Tätigkeit an, wie oft Sie das machen: jede Woche, jeden Monat, seltener oder nie?","Which of the following activities do you take part in during your free time? Please check off how often you do each activity: at least once a week, at least once a month, less often, never.",,,,txt,,,,,,,183,8810,8826,,,,,,,,,,,,,
soep-is,soep-is-2011,pfz1,Q61,pfz1,Q61,"Besuch von kulturellen Veranstaltungen, z.B. Konzerten, Theatern, Vorträgen","Going to cultural events such as concerts, theater, lectures, etc.",,,q61,cat,,,,,,,184,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pfz2,Q61,pfz2,Q61,"Kinobesuch, Besuch von Popkonzerten, Tanzveranstaltungen, Discos, Sportveranstaltungen","Going to movies, pop concerts, dancing, clubs, sporting events",,,q61,cat,,,,,,,185,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pfz3,Q61,pfz3,Q61,Aktiver Sport,Doing sports,,,q61,cat,,,,,,,186,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pfz4,Q61,pfz4,Q61,"Künstlerische und musische Tätigkeiten (Musizieren, Tanzen, Theater, Malen, Fotografieren)","Artistic or musical activities (playing music/singing, dancing, acting, painting, photography)",,,q61,cat,,,,,,,187,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pfz5,Q61,pfz5,Q61,"Geselligkeit mit Freunden, Verwandten oder Nachbarn","Socializing with friends, relatives or neighbors",,,q61,cat,,,,,,,188,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pfz6,Q61,pfz6,Q61,"Mithelfen, wenn bei Freunden, Verwandten oder Nachbarn etwas zu tun ist","Helping out friends, relatives, or neighbors",,,q61,cat,,,,,,,189,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pfz7,Q61,pfz7,Q61,"Ehrenamtliche Tätigkeiten in Vereinen, Verbänden oder sozialen Diensten",Doing volunteer work in clubs or social services,,,q61,cat,,,,,,,190,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pfz8,Q61,pfz8,Q61,"Beteiligung in Bürgerinitiativen, in Parteien, in der Kommunalpolitik","Working in a citizens<U+0092> group, political party, local government",,,q61,cat,,,,,,,191,,,,,,,,,,,,,,,
soep-is,soep-is-2011,pfz9,Q61,pfz9,Q61,"Kirchgang, Besuch religiöser Veranstaltungen",Attending church / religious events,,,q61,cat,,,,,,,192,,,,,,,,,,,,,,,
soep-is,soep-is-2011,psta1,Q62,,Q62,Haben Sie die deutsche Staatsangehörigkeit?,Do you have German citizenship?,,,q62,cat,Q1;Lela=2,,,,,,193,8816,8827,,,,,,,,,,,,,
soep-is,soep-is-2011,ppnat,Q63,,Q63,Welche Staatsangehörigkeit haben Sie?,What is your country of citizenship?,,,,chr,Q62;PSTA1=2,,,,,,194,8826,8828,,,,,,,,,,,,,
soep-is,soep-is-2011,pfamst,Q64,,Q64,Wie ist Ihr Familienstand?,What is your marital status?,Liste 64 vorlegen,,q64,cat,Q1;Lela=2,,,,,,195,8827,8829,,,,,,,,,,,,,
soep-is,soep-is-2011,pp1,Q65,,Q65,Haben Sie derzeit eine feste Partnerschaft?,Are you in a serious / permanent relationship?,,,q65,cat,"Q64;PFAMST=2,7,3,4,5,9",,,,,,196,8828,8830,,,,,,,,,,,,,
soep-is,soep-is-2011,pp2,Q66,,Q66,Wohnt Ihr Partner / Ihre Partnerin hier im Haushalt?,Does your partner live with you in this household?,,,q66,cat,Q65;PP1=1,,,,,,197,8829,8831,,,,,,,,,,,,,
soep-is,soep-is-2011,lsta1,Q67,,Q67,Sind Sie in Deutschland geboren?,Were you born in Germany?,Gemeint ist Deutschland beziehungsweise die Bundesrepublik Deutschland oder die Deutsche Demokratische Republik in den Staatsgrenzen zur Zeit Ihrer Geburt.,,q67,cat,,,,,,,198,8830,8832,,,,,,,,,,,,,
soep-is,soep-is-2011,lsta2,Q68,,Q68,In welchem Land sind Sie geboren?,What country were you born in?,Bitte heutige Bezeichnung eintragen!,,,chr,Q67;LSTA1=2,,,,,,199,8831,8833,,,,,,,,,,,,,
soep-is,soep-is-2011,,Q69,,Q69,Wann sind Sie in die Bundesrepublik Deutschland zugezogen?,When did you move to the Federal Republic of Germany?,,,,txt,Q67;LSTA1=2,,,,,,200,8832,8835,,,,,,,,,,,,,
soep-is,soep-is-2011,lzug01,Q69,lzug01,Q69,Im Jahr:,In year:,,,,int,,,,,,,201,,,,,,,,,,,,,,,
soep-is,soep-is-2011,lsta1a,Q70,,Q70,Haben Sie die deutsche Staatsangehörigkeit?,Do you have German citizenship?,,,q70,cat,,,,,,,202,8833,8836,,,,,,,,,,,,,
