output_study,output_dataset,output_version,output_variable,input_study,input_dataset,input_version,input_variable,,,
soep-is,is_hl,v1,HLK0059,soep-is,h_11,v1,ishdatt,,,
soep-is,is_hl,v1,HLK0006,soep-core,zh,v29,zhpmax,,,
soep-is,is_hl,v1,HLK0006,soep-core,bah,v29,bahpmax,,,
soep-is,is_hl,v1,HLK0006,soep-is,h_11,v1,ishpmax,,,
soep-is,is_hl,v1,HLC0041,soep-core,zh,v29,zh4902,,,
soep-is,is_hl,v1,HLC0041,soep-core,bah,v29,bah4902,,,
soep-is,is_hl,v1,HLC0108,soep-core,zh,v29,zh4505,,,
soep-is,is_hl,v1,HLC0108,soep-core,bah,v29,bah4505,,,
soep-is,is_hl,v1,HLF0190,soep-is,h_11,v1,ishh09,,,
soep-is,is_hl,v1,HLF0189,soep-is,h_11,v1,ishh08a,,,
soep-is,is_hl,v1,HLF0181,soep-is,h_11,v1,ishh03a,,,
soep-is,is_hl,v1,HLF0187,soep-is,h_11,v1,ishh07a,,,
soep-is,is_hl,v1,HLF0174,soep-is,h_11,v1,ishh01,,,
soep-is,is_hl,v1,HLF0186,soep-is,h_11,v1,ishh07,,,
soep-is,is_hl,v1,HLF0191,soep-is,h_11,v1,ishh09a,,,
soep-is,is_hl,v1,HLF0184,soep-is,h_11,v1,ishh06,,,
soep-is,is_hl,v1,HLF0194,soep-is,h_11,v1,ishh04,,,
soep-is,is_hl,v1,HLF0192,soep-is,h_11,v1,ishh10,,,
soep-is,is_hl,v1,HLF0175,soep-is,h_11,v1,ishh01a,,,
soep-is,is_hl,v1,HLF0183,soep-is,h_11,v1,ishh05a,,,
soep-is,is_hl,v1,HLF0193,soep-is,h_11,v1,ishh10a,,,
soep-is,is_hl,v1,HLK0056,soep-core,zh,v29,zhivform,,,
soep-is,is_hl,v1,HLK0056,soep-core,bah,v29,bahivform,,,
soep-is,is_hl,v1,HLK0056,soep-is,h_11,v1,ishform,,,
soep-is,is_hl,v1,HLF0176,soep-is,h_11,v1,ishh02,,,
soep-is,is_hl,v1,HLF0188,soep-is,h_11,v1,ishh08,,,
soep-is,is_hl,v1,HLF0173,soep-is,h_11,v1,ishzahl,,,
soep-is,is_hl,v1,HLK0060,soep-core,zh,v29,zhhmonin,,,
soep-is,is_hl,v1,HLK0060,soep-core,bah,v29,bahhmonin,,,
soep-is,is_hl,v1,HLK0060,soep-is,h_11,v1,ishdatm,,,
soep-is,is_hl,v1,HLF0177,soep-is,h_11,v1,ishh02a,,,
soep-is,is_hl,v1,HLF0013,soep-core,zh,v29,zh28,,,
soep-is,is_hl,v1,HLF0013,soep-core,bah,v29,bah28,,,
soep-is,is_hl,v1,HLK0058,soep-core,zh,v29,zhhdaer2,,,
soep-is,is_hl,v1,HLK0058,soep-core,bah,v29,bahhdaer2,,,
soep-is,is_hl,v1,HLF0195,soep-is,h_11,v1,ishh04a,,,
soep-is,is_hl,v1,HLF0185,soep-is,h_11,v1,ishh06a,,,
soep-is,is_hl,v1,HLF0180,soep-is,h_11,v1,ishh03,,,
soep-is,is_hl,v1,HLK0057,soep-core,zh,v29,zhhdaer1,,,
soep-is,is_hl,v1,HLK0057,soep-core,bah,v29,bahhdaer1,,,
soep-is,is_hl,v1,HLF0182,soep-is,h_11,v1,ishh05,,,
soep-is,is_hl,v1,HLC0077,soep-core,zh,v29,zh4913,,,
soep-is,is_hl,v1,HLC0077,soep-core,bah,v29,bah4910,,,
soep-is,is_hl,v1,HLC0078,soep-core,zh,v29,zh4914,,,
soep-is,is_hl,v1,HLC0078,soep-core,bah,v29,bah4911,,,
soep-is,is_hl,v1,HLC0079,soep-core,zh,v29,zh4915,,,
soep-is,is_hl,v1,HLC0079,soep-core,bah,v29,bah4912,,,
soep-is,is_hl,v1,HLF0369,soep-core,zh,v29,zh6401,,,
soep-is,is_hl,v1,HLF0369,soep-core,bah,v29,bah5801,,,
soep-is,is_hl,v1,HLF0369,soep-is,h_11,v1,ishpl,,,
soep-is,is_hl,v1,HLF0370,soep-core,zh,v29,zh6402,,,
soep-is,is_hl,v1,HLF0370,soep-core,bah,v29,bah5802,,,
soep-is,is_hl,v1,HLF0370,soep-is,h_11,v1,ishpstuf,,,
soep-is,is_hl,v1,HLK0046,soep-core,zh,v29,zcalcinc,,,
soep-is,is_hl,v1,HLK0046,soep-core,bah,v29,bacalcinc,,,
soep-is,is_hl,v1,HLC0069,soep-core,zh,v29,zh5011,,,
soep-is,is_hl,v1,HLC0035,soep-core,zh,v29,zh4705,,,
soep-is,is_hl,v1,HLC0035,soep-core,bah,v29,bah4705,,,
soep-is,is_hl,v1,HLC0096,soep-core,zh,v29,zh4510,,,
soep-is,is_hl,v1,HLC0096,soep-core,bah,v29,bah4510,,,
soep-is,is_hl,v1,HLF0304,soep-core,zh,v29,zh6306,,,
soep-is,is_hl,v1,HLF0304,soep-core,bah,v29,bah5706,,,
soep-is,is_hl,v1,HLF0321,soep-core,zh,v29,zh6508,,,
soep-is,is_hl,v1,HLF0321,soep-core,bah,v29,bah5908,,,
soep-is,is_hl,v1,HLK0047,soep-core,zh,v29,zlimit,,,
soep-is,is_hl,v1,HLK0047,soep-core,bah,v29,balimit,,,
soep-is,is_hl,v1,HLF0033,soep-core,zh,v29,zh1409,,,
soep-is,is_hl,v1,HLF0033,soep-core,bah,v29,bah1409,,,
soep-is,is_hl,v1,HLC0116,soep-core,bah,v29,bah7110,,,
soep-is,is_hl,v1,HLF0233,soep-core,bah,v29,bah7110a,,,
soep-is,is_hl,v1,HLF0142,soep-core,zh,v29,zh5507,,,
soep-is,is_hl,v1,HLF0151,soep-core,zh,v29,zh57,,,
soep-is,is_hl,v1,HLF0322,soep-core,zh,v29,zh6509,,,
soep-is,is_hl,v1,HLF0322,soep-core,bah,v29,bah5909,,,
soep-is,is_hl,v1,HLC0061,soep-core,zh,v29,zh5004,,,
soep-is,is_hl,v1,HLC0061,soep-core,bah,v29,bah4916,,,
soep-is,is_hl,v1,HLC0062,soep-core,zh,v29,zh5005,,,
soep-is,is_hl,v1,HLC0062,soep-core,bah,v29,bah4917,,,
soep-is,is_hl,v1,HLC0063,soep-core,zh,v29,zh5006,,,
soep-is,is_hl,v1,HLC0063,soep-core,bah,v29,bah4918,,,
soep-is,is_hl,v1,HLC0070,soep-core,zh,v29,zh5112,,,
soep-is,is_hl,v1,HLC0070,soep-core,bah,v29,bah5012,,,
soep-is,is_hl,v1,HLC0070,soep-is,h_11,v1,ishdgs1,,,
soep-is,is_hl,v1,HLC0071,soep-core,zh,v29,zh5113,,,
soep-is,is_hl,v1,HLC0071,soep-core,bah,v29,bah5013,,,
soep-is,is_hl,v1,HLC0071,soep-is,h_11,v1,ishdgs2,,,
soep-is,is_hl,v1,HLC0064,soep-core,zh,v29,zh5106,,,
soep-is,is_hl,v1,HLC0064,soep-core,bah,v29,bah5006,,,
soep-is,is_hl,v1,HLC0064,soep-is,h_11,v1,ishdag1,,,
soep-is,is_hl,v1,HLC0065,soep-core,zh,v29,zh5107,,,
soep-is,is_hl,v1,HLC0065,soep-core,bah,v29,bah5007,,,
soep-is,is_hl,v1,HLC0065,soep-is,h_11,v1,ishdag2,,,
soep-is,is_hl,v1,HLC0009,soep-core,zh,v29,zh4101,,,
soep-is,is_hl,v1,HLC0009,soep-core,bah,v29,bah4101,,,
soep-is,is_hl,v1,HLC0010,soep-core,zh,v29,zh4102,,,
soep-is,is_hl,v1,HLC0010,soep-core,bah,v29,bah4102,,,
soep-is,is_hl,v1,HLC0094,soep-core,zh,v29,zh4508,,,
soep-is,is_hl,v1,HLC0094,soep-core,bah,v29,bah4508,,,
soep-is,is_hl,v1,HLC0095,soep-core,zh,v29,zh4509,,,
soep-is,is_hl,v1,HLC0095,soep-core,bah,v29,bah4509,,,
soep-is,is_hl,v1,HLC0115,soep-core,zh,v29,zh44,,,
soep-is,is_hl,v1,HLC0115,soep-core,bah,v29,bah44,,,
soep-is,is_hl,v1,HLF0178,soep-is,h_11,v1,ishh11,,,
soep-is,is_hl,v1,HLF0179,soep-is,h_11,v1,ishh11a,,,
soep-is,is_hl,v1,HLF0017,soep-core,zh,v29,zh0802,,,
soep-is,is_hl,v1,HLF0017,soep-core,bah,v29,bah0802,,,
soep-is,is_hl,v1,HLF0017,soep-is,h_11,v1,ishwohn09a,,,
soep-is,is_hl,v1,HLF0034,soep-core,zh,v29,zh1410,,,
soep-is,is_hl,v1,HLF0034,soep-core,bah,v29,bah1410,,,
soep-is,is_hl,v1,HLF0035,soep-core,zh,v29,zh1411,,,
soep-is,is_hl,v1,HLF0035,soep-core,bah,v29,bah1411,,,
soep-is,is_hl,v1,HLC0052,soep-core,zh,v29,zh4907,,,
soep-is,is_hl,v1,HLC0052,soep-core,bah,v29,bah4907,,,
soep-is,is_hl,v1,HLC0053,soep-core,zh,v29,zh4908,,,
soep-is,is_hl,v1,HLC0053,soep-core,bah,v29,bah4908,,,
soep-is,is_hl,v1,HLC0054,soep-core,zh,v29,zh4909,,,
soep-is,is_hl,v1,HLC0054,soep-core,bah,v29,bah4909,,,
soep-is,is_hl,v1,HLC0117,soep-core,bah,v29,bah7111,,,
soep-is,is_hl,v1,HLF0166,soep-core,bah,v29,bah7111a,,,
soep-is,is_hl,v1,HLC0118,soep-core,bah,v29,bah7113,,,
soep-is,is_hl,v1,HLF0167,soep-core,bah,v29,bah7113a,,,
soep-is,is_hl,v1,HLF0015,soep-core,zh,v29,zh1901,,,
soep-is,is_hl,v1,HLF0015,soep-core,bah,v29,bah1901,,,
soep-is,is_hl,v1,HLF0124,soep-core,zh,v29,zh0214,,,
soep-is,is_hl,v1,HLF0124,soep-core,bah,v29,bah0214,,,
soep-is,is_hl,v1,HLF0125,soep-core,zh,v29,zh0216,,,
soep-is,is_hl,v1,HLF0125,soep-core,bah,v29,bah0216,,,
soep-is,is_hl,v1,HLF0029,soep-core,zh,v29,zh1405,,,
soep-is,is_hl,v1,HLF0029,soep-core,bah,v29,bah1405,,,
soep-is,is_hl,v1,HLF0036,soep-core,zh,v29,zh1412,,,
soep-is,is_hl,v1,HLF0036,soep-core,bah,v29,bah1412,,,
soep-is,is_hl,v1,HLF0037,soep-core,zh,v29,zh1413,,,
soep-is,is_hl,v1,HLF0037,soep-core,bah,v29,bah1413,,,
soep-is,is_hl,v1,HLF0053,soep-core,zh,v29,zh1505,,,
soep-is,is_hl,v1,HLF0053,soep-core,bah,v29,bah1505,,,
soep-is,is_hl,v1,HLF0054,soep-core,zh,v29,zh1506,,,
soep-is,is_hl,v1,HLF0054,soep-core,bah,v29,bah1506,,,
soep-is,is_hl,v1,HLC0049,soep-core,zh,v29,zh4904,,,
soep-is,is_hl,v1,HLC0049,soep-core,bah,v29,bah4904,,,
soep-is,is_hl,v1,HLC0050,soep-core,zh,v29,zh4905,,,
soep-is,is_hl,v1,HLC0050,soep-core,bah,v29,bah4905,,,
soep-is,is_hl,v1,HLC0051,soep-core,zh,v29,zh4906,,,
soep-is,is_hl,v1,HLC0051,soep-core,bah,v29,bah4906,,,
soep-is,is_hl,v1,HLC0046,soep-core,zh,v29,zh5104,,,
soep-is,is_hl,v1,HLC0046,soep-core,bah,v29,bah5004,,,
soep-is,is_hl,v1,HLC0046,soep-is,h_11,v1,ishdkz1,,,
soep-is,is_hl,v1,HLC0047,soep-core,zh,v29,zh5105,,,
soep-is,is_hl,v1,HLC0047,soep-core,bah,v29,bah5005,,,
soep-is,is_hl,v1,HLC0047,soep-is,h_11,v1,ishdkz2,,,
soep-is,is_hl,v1,HLF0323,soep-core,zh,v29,zh6601,,,
soep-is,is_hl,v1,HLF0323,soep-core,bah,v29,bah6001,,,
soep-is,is_hl,v1,HLF0324,soep-core,zh,v29,zh6602,,,
soep-is,is_hl,v1,HLF0324,soep-core,bah,v29,bah6002,,,
soep-is,is_hl,v1,HLF0072,soep-core,bah,v29,bah1702,,,
soep-is,is_hl,v1,HLF0078,soep-core,bah,v29,bah2503,,,
soep-is,is_hl,v1,HLF0079,soep-core,bah,v29,bah2504,,,
soep-is,is_hl,v1,HLF0084,soep-core,bah,v29,bah3202,,,
soep-is,is_hl,v1,HLC0091,soep-core,bah,v29,bah5101,,,
soep-is,is_hl,v1,HLC0092,soep-core,bah,v29,bah5102,,,
soep-is,is_hl,v1,HLD0004,soep-core,bah,v29,bah5301,,,
soep-is,is_hl,v1,HLD0005,soep-core,bah,v29,bah5302,,,
soep-is,is_hl,v1,HLC0024,soep-core,bah,v29,bah5501,,,
soep-is,is_hl,v1,HLC0025,soep-core,bah,v29,bah5502,,,
soep-is,is_hl,v1,HLC0026,soep-core,bah,v29,bah5503,,,
soep-is,is_hl,v1,HLC0027,soep-core,bah,v29,bah5504,,,
soep-is,is_hl,v1,HLC0028,soep-core,bah,v29,bah5505,,,
soep-is,is_hl,v1,HLC0029,soep-core,bah,v29,bah5506,,,
soep-is,is_hl,v1,HLC0030,soep-core,bah,v29,bah5507,,,
soep-is,is_hl,v1,HLF0331,soep-core,bah,v29,bah6101,,,
soep-is,is_hl,v1,HLF0332,soep-core,bah,v29,bah6102,,,
soep-is,is_hl,v1,HLF0262,soep-core,bah,v29,bah6202,,,
soep-is,is_hl,v1,HLF0210,soep-core,bah,v29,bah7101b,,,
soep-is,is_hl,v1,HLF0211,soep-core,bah,v29,bah7101c,,,
soep-is,is_hl,v1,HLF0213,soep-core,bah,v29,bah7102b,,,
soep-is,is_hl,v1,HLF0216,soep-core,bah,v29,bah7103b,,,
soep-is,is_hl,v1,HLF0219,soep-core,bah,v29,bah7104b,,,
soep-is,is_hl,v1,HLF0220,soep-core,bah,v29,bah7105,,,
soep-is,is_hl,v1,HLF0221,soep-core,bah,v29,bah7105a,,,
soep-is,is_hl,v1,HLF0222,soep-core,bah,v29,bah7105b,,,
soep-is,is_hl,v1,HLF0224,soep-core,bah,v29,bah7106b,,,
soep-is,is_hl,v1,HLF0225,soep-core,bah,v29,bah7107,,,
soep-is,is_hl,v1,HLF0226,soep-core,bah,v29,bah7107a,,,
soep-is,is_hl,v1,HLF0227,soep-core,bah,v29,bah7107b,,,
soep-is,is_hl,v1,HLF0230,soep-core,bah,v29,bah7108b,,,
soep-is,is_hl,v1,HLF0232,soep-core,bah,v29,bah7109b,,,
soep-is,is_hl,v1,HLF0234,soep-core,bah,v29,bah7110b,,,
soep-is,is_hl,v1,HLF0235,soep-core,bah,v29,bah7111b,,,
soep-is,is_hl,v1,HLF0238,soep-core,bah,v29,bah7112b,,,
soep-is,is_hl,v1,HLF0168,soep-core,bah,v29,bah7113b,,,
soep-is,is_hl,v1,HLF0171,soep-core,bah,v29,bah7114b,,,
soep-is,is_hl,v1,HLF0172,soep-core,bah,v29,bah7115b,,,
soep-is,is_hl,v1,HLF0243,soep-core,bah,v29,bah7116b,,,
soep-is,is_hl,v1,HLF0246,soep-core,bah,v29,bah7117b,,,
soep-is,is_hl,v1,HLF0249,soep-core,bah,v29,bah7118b,,,
soep-is,is_hl,v1,HLF0250,soep-core,bah,v29,bah7119,,,
soep-is,is_hl,v1,HLF0251,soep-core,bah,v29,bah7119a,,,
soep-is,is_hl,v1,HLF0252,soep-core,bah,v29,bah7119b,,,
soep-is,is_hl,v1,HLF0371,soep-core,bah,v29,bah7201,,,
soep-is,is_hl,v1,HLF0372,soep-core,bah,v29,bah7201a,,,
soep-is,is_hl,v1,HLF0373,soep-core,bah,v29,bah7201b,,,
soep-is,is_hl,v1,HLF0374,soep-core,bah,v29,bah7201ka,,,
soep-is,is_hl,v1,HLF0375,soep-core,bah,v29,bah7202,,,
soep-is,is_hl,v1,HLF0376,soep-core,bah,v29,bah7202a,,,
soep-is,is_hl,v1,HLF0377,soep-core,bah,v29,bah7202b,,,
soep-is,is_hl,v1,HLF0378,soep-core,bah,v29,bah7202ka,,,
soep-is,is_hl,v1,HLF0379,soep-core,bah,v29,bah7203,,,
soep-is,is_hl,v1,HLF0380,soep-core,bah,v29,bah7203a,,,
soep-is,is_hl,v1,HLF0381,soep-core,bah,v29,bah7203b,,,
soep-is,is_hl,v1,HLF0382,soep-core,bah,v29,bah7203ka,,,
soep-is,is_hl,v1,HLF0383,soep-core,bah,v29,bah7204,,,
soep-is,is_hl,v1,HLF0384,soep-core,bah,v29,bah7204a,,,
soep-is,is_hl,v1,HLF0385,soep-core,bah,v29,bah7204b,,,
soep-is,is_hl,v1,HLF0386,soep-core,bah,v29,bah7204ka,,,
soep-is,is_hl,v1,HLF0387,soep-core,bah,v29,bah7205,,,
soep-is,is_hl,v1,HLF0388,soep-core,bah,v29,bah7205a,,,
soep-is,is_hl,v1,HLF0389,soep-core,bah,v29,bah7205b,,,
soep-is,is_hl,v1,HLF0390,soep-core,bah,v29,bah7205ka,,,
soep-is,is_hl,v1,HLF0391,soep-core,bah,v29,bah7206,,,
soep-is,is_hl,v1,HLF0392,soep-core,bah,v29,bah7206a,,,
soep-is,is_hl,v1,HLF0393,soep-core,bah,v29,bah7206b,,,
soep-is,is_hl,v1,HLF0394,soep-core,bah,v29,bah7206ka,,,
soep-is,is_hl,v1,HLF0395,soep-core,bah,v29,bah7207,,,
soep-is,is_hl,v1,HLF0396,soep-core,bah,v29,bah7207a,,,
soep-is,is_hl,v1,HLF0397,soep-core,bah,v29,bah7207b,,,
soep-is,is_hl,v1,HLF0398,soep-core,bah,v29,bah7207ka,,,
soep-is,is_hl,v1,HLF0399,soep-core,bah,v29,bah7208,,,
soep-is,is_hl,v1,HLF0400,soep-core,bah,v29,bah7208a,,,
soep-is,is_hl,v1,HLF0401,soep-core,bah,v29,bah7208b,,,
soep-is,is_hl,v1,HLF0402,soep-core,bah,v29,bah7208ka,,,
soep-is,is_hl,v1,HLF0403,soep-core,bah,v29,bah7209,,,
soep-is,is_hl,v1,HLF0404,soep-core,bah,v29,bah7209a,,,
soep-is,is_hl,v1,HLF0405,soep-core,bah,v29,bah7209b,,,
soep-is,is_hl,v1,HLF0406,soep-core,bah,v29,bah7209ka,,,
soep-is,is_hl,v1,HLF0407,soep-core,bah,v29,bah7210,,,
soep-is,is_hl,v1,HLF0408,soep-core,bah,v29,bah7210a,,,
soep-is,is_hl,v1,HLF0409,soep-core,bah,v29,bah7210b,,,
soep-is,is_hl,v1,HLF0410,soep-core,bah,v29,bah7210ka,,,
soep-is,is_hl,v1,HLF0411,soep-core,bah,v29,bah7211,,,
soep-is,is_hl,v1,HLF0412,soep-core,bah,v29,bah7211a,,,
soep-is,is_hl,v1,HLF0413,soep-core,bah,v29,bah7211b,,,
soep-is,is_hl,v1,HLF0414,soep-core,bah,v29,bah7211ka,,,
soep-is,is_hl,v1,HLF0415,soep-core,bah,v29,bah7212,,,
soep-is,is_hl,v1,HLF0416,soep-core,bah,v29,bah7212a,,,
soep-is,is_hl,v1,HLF0417,soep-core,bah,v29,bah7212b,,,
soep-is,is_hl,v1,HLF0418,soep-core,bah,v29,bah7212ka,,,
soep-is,is_hl,v1,HLF0419,soep-core,bah,v29,bah7213,,,
soep-is,is_hl,v1,HLF0420,soep-core,bah,v29,bah7213a,,,
soep-is,is_hl,v1,HLF0421,soep-core,bah,v29,bah7213b,,,
soep-is,is_hl,v1,HLF0422,soep-core,bah,v29,bah7213ka,,,
soep-is,is_hl,v1,HLF0423,soep-core,bah,v29,bah7214,,,
soep-is,is_hl,v1,HLF0424,soep-core,bah,v29,bah7214a,,,
soep-is,is_hl,v1,HLF0425,soep-core,bah,v29,bah7214b,,,
soep-is,is_hl,v1,HLF0426,soep-core,bah,v29,bah7214ka,,,
soep-is,is_hl,v1,HLF0427,soep-core,bah,v29,bah7215,,,
soep-is,is_hl,v1,HLF0428,soep-core,bah,v29,bah7215a,,,
soep-is,is_hl,v1,HLF0429,soep-core,bah,v29,bah7215b,,,
soep-is,is_hl,v1,HLF0430,soep-core,bah,v29,bah7215ka,,,
soep-is,is_hl,v1,HLF0431,soep-core,bah,v29,bah7216,,,
soep-is,is_hl,v1,HLF0432,soep-core,bah,v29,bah7216a,,,
soep-is,is_hl,v1,HLF0433,soep-core,bah,v29,bah7216b,,,
soep-is,is_hl,v1,HLF0434,soep-core,bah,v29,bah7216ka,,,
soep-is,is_hl,v1,HLK0002,soep-core,bah,v29,bahwelle1,,,
soep-is,is_hl,v1,HLF0435,soep-is,h_11,v1,ishzahl1,,,
soep-is,is_hl,v1,HLF0436,soep-is,h_11,v1,ishwa,,,
soep-is,is_hl,v1,HID,soep-core,zh,v29,hid,,,
soep-is,is_hl,v1,HID,soep-core,bah,v29,bahhnr,,,
soep-is,is_hl,v1,HID,soep-is,h_11,v1,isNOT!_hid2011,,,
soep-is,is_hl,v1,INTID,soep-core,bah,v29,NOT!_intid2010,,,
soep-is,is_hl,v1,INTID,soep-is,h_11,v1,isNOT!_intid2011,,,
soep-is,is_hl,v1,IYEAR,soep-core,bah,v29,NOT!_iyear2010,,,
soep-is,is_hl,v1,IYEAR,soep-is,h_11,v1,isNOT!_iyear2011,,,
soep-is,is_hl,v1,RID,soep-is,h_11,v1,isNOT!_rid2011,,,
soep-is,is_hl,v1,SAMPLE1,soep-core,zh,v29,sample1,,,
soep-is,is_hl,v1,SAMPLE1,soep-core,bah,v29,sample1,,,
soep-is,is_hl,v1,SAMPLE1,soep-is,h_11,v1,isstichu,,,
soep-is,is_hl,v1,WELLE,soep-core,zh,v29,welle,,,
soep-is,is_hl,v1,WELLE,soep-core,bah,v29,welle,,,
soep-is,is_pl,v1,HID,soep-core,zp,v29,hid,,,
soep-is,is_pl,v1,HID,soep-core,bap,v29,hhnrakt,,,
soep-is,is_pl,v1,HID,soep-is,p_11,v1,ishid,,,
soep-is,is_pl,v1,HPMAX,soep-core,zp,v29,zhpmax,,,
soep-is,is_pl,v1,HPMAX,soep-core,bap,v29,bahpmax,,,
soep-is,is_pl,v1,HPMAX,soep-is,p_11,v1,ishpmax,,,
soep-is,is_pl,v1,INTID,soep-core,zp,v29,NOT!_intid2009,,,
soep-is,is_pl,v1,INTID,soep-core,bap,v29,NOT!_intid2010,,,
soep-is,is_pl,v1,INTID,soep-is,p_11,v1,isNOT!_intid2011,,,
soep-is,is_pl,v1,IYEAR,soep-core,bap,v29,NOT!_iyear2010,,,
soep-is,is_pl,v1,IYEAR,soep-is,p_11,v1,isNOT!_iyear2011,,,
soep-is,is_pl,v1,LELA,soep-is,p_11,v1,isNOT!_lela2011,,,
soep-is,is_pl,v1,PLH0171,soep-core,zp,v29,zp0101,,,
soep-is,is_pl,v1,PLH0171,soep-core,bap,v29,bap0101,,,
soep-is,is_pl,v1,PLH0171,soep-is,p_11,v1,ispzuf01,,,
soep-is,is_pl,v1,PLH0173,soep-core,zp,v29,zp0103,,,
soep-is,is_pl,v1,PLH0173,soep-core,bap,v29,bap0103,,,
soep-is,is_pl,v1,PLH0173,soep-is,p_11,v1,ispzuf02,,,
soep-is,is_pl,v1,PLH0174,soep-core,zp,v29,zp0104,,,
soep-is,is_pl,v1,PLH0174,soep-core,bap,v29,bap0104,,,
soep-is,is_pl,v1,PLH0175,soep-core,zp,v29,zp0105,,,
soep-is,is_pl,v1,PLH0175,soep-core,bap,v29,bap0105,,,
soep-is,is_pl,v1,PLH0175,soep-is,p_11,v1,ispzuf04,,,
soep-is,is_pl,v1,PLH0177,soep-core,zp,v29,zp0107,,,
soep-is,is_pl,v1,PLH0177,soep-core,bap,v29,bap0107,,,
soep-is,is_pl,v1,PLH0177,soep-is,p_11,v1,ispzuf07,,,
soep-is,is_pl,v1,PLH0178,soep-core,zp,v29,zp0108,,,
soep-is,is_pl,v1,PLH0178,soep-core,bap,v29,bap0108,,,
soep-is,is_pl,v1,PLH0178,soep-is,p_11,v1,ispzuf08,,,
soep-is,is_pl,v1,PLH0179,soep-core,zp,v29,zp0110,,,
soep-is,is_pl,v1,PLH0179,soep-core,bap,v29,bap0110,,,
soep-is,is_pl,v1,PLI0038,soep-core,zp,v29,zp0201,,,
soep-is,is_pl,v1,PLI0038,soep-core,bap,v29,bap0301,,,
soep-is,is_pl,v1,PLI0003,soep-core,zp,v29,zp0210,,,
soep-is,is_pl,v1,PLI0007,soep-core,zp,v29,zp0219,,,
soep-is,is_pl,v1,PLI0040,soep-core,zp,v29,zp0202,,,
soep-is,is_pl,v1,PLI0040,soep-core,bap,v29,bap0302,,,
soep-is,is_pl,v1,PLI0054,soep-core,zp,v29,zp0211,,,
soep-is,is_pl,v1,PLI0011,soep-core,zp,v29,zp0220,,,
soep-is,is_pl,v1,PLI0043,soep-core,zp,v29,zp0203,,,
soep-is,is_pl,v1,PLI0043,soep-core,bap,v29,bap0303,,,
soep-is,is_pl,v1,PLI0012,soep-core,zp,v29,zp0212,,,
soep-is,is_pl,v1,PLI0016,soep-core,zp,v29,zp0221,,,
soep-is,is_pl,v1,PLI0044,soep-core,zp,v29,zp0204,,,
soep-is,is_pl,v1,PLI0044,soep-core,bap,v29,bap0304,,,
soep-is,is_pl,v1,PLI0019,soep-core,zp,v29,zp0213,,,
soep-is,is_pl,v1,PLI0022,soep-core,zp,v29,zp0222,,,
soep-is,is_pl,v1,PLI0047,soep-core,zp,v29,zp0206,,,
soep-is,is_pl,v1,PLI0047,soep-core,bap,v29,bap0306,,,
soep-is,is_pl,v1,PLI0024,soep-core,zp,v29,zp0215,,,
soep-is,is_pl,v1,PLI0028,soep-core,zp,v29,zp0224,,,
soep-is,is_pl,v1,PLI0049,soep-core,zp,v29,zp0207,,,
soep-is,is_pl,v1,PLI0049,soep-core,bap,v29,bap0307,,,
soep-is,is_pl,v1,PLI0034,soep-core,zp,v29,zp0225,,,
soep-is,is_pl,v1,PLI0051,soep-core,zp,v29,zp0208,,,
soep-is,is_pl,v1,PLI0051,soep-core,bap,v29,bap0308,,,
soep-is,is_pl,v1,PLI0031,soep-core,zp,v29,zp0216,,,
soep-is,is_pl,v1,PLI0036,soep-core,zp,v29,zp0217,,,
soep-is,is_pl,v1,PLI0010,soep-core,zp,v29,zp0226,,,
soep-is,is_pl,v1,PLI0090,soep-core,zp,v29,zp0301,,,
soep-is,is_pl,v1,PLI0090,soep-is,p_11,v1,ispfz1,,,
soep-is,is_pl,v1,PLI0091,soep-core,zp,v29,zp0302,,,
soep-is,is_pl,v1,PLI0091,soep-is,p_11,v1,ispfz2,,,
soep-is,is_pl,v1,PLI0094,soep-core,zp,v29,zp0305,,,
soep-is,is_pl,v1,PLI0094,soep-is,p_11,v1,ispfz5,,,
soep-is,is_pl,v1,PLI0095,soep-core,zp,v29,zp0306,,,
soep-is,is_pl,v1,PLI0095,soep-is,p_11,v1,ispfz6,,,
soep-is,is_pl,v1,PLI0096,soep-core,zp,v29,zp0307,,,
soep-is,is_pl,v1,PLI0096,soep-is,p_11,v1,ispfz7,,,
soep-is,is_pl,v1,PLI0097,soep-core,zp,v29,zp0308,,,
soep-is,is_pl,v1,PLI0097,soep-is,p_11,v1,ispfz8,,,
soep-is,is_pl,v1,PLI0098,soep-core,zp,v29,zp0309,,,
soep-is,is_pl,v1,PLI0098,soep-is,p_11,v1,ispfz9,,,
soep-is,is_pl,v1,PLB0021,soep-core,zp,v29,zp06,,,
soep-is,is_pl,v1,PLB0021,soep-core,bap,v29,bap06,,,
soep-is,is_pl,v1,PLB0021,soep-is,p_11,v1,ispalo,,,
soep-is,is_pl,v1,PLB0019,soep-core,zp,v29,zp05,,,
soep-is,is_pl,v1,PLB0019,soep-core,bap,v29,bap05,,,
soep-is,is_pl,v1,PLB0019,soep-is,p_11,v1,isperz,,,
soep-is,is_pl,v1,PLB0018,soep-core,zp,v29,zp04,,,
soep-is,is_pl,v1,PLB0018,soep-core,bap,v29,bap04,,,
soep-is,is_pl,v1,PLB0018,soep-is,p_11,v1,isp7tag,,,
soep-is,is_pl,v1,PLG0008,soep-core,zp,v29,zpa201,,,
